PROLIFIC_PID,Relaxing,Commuting,Partying,Running,Shopping,Sleeping,Studying,Working,Tempo,Danceability,Acousticness,Instrumentalness,Gender,Skin,Origin,Age
606b0d260c8c0c5fd7c854c8,5,2,1,3,2,4,5,5,3,2,4,2,3,3,3,3
61085eb72ce70a498366f602,2,5,5,4,1,1,3,4,5,5,3,3,3,3,3,1
5f92f3106ec462055506c357,1,2,4,2,4,1,1,3,4,4,2,3,4,2,4,3
