nintendocore	https://open.spotify.com/playlist/0oSBswMPV792Pth26EyI7N
nitzhonot	https://open.spotify.com/playlist/4LfTA71lypx7XfDpvMZXae
nu skool breaks	https://open.spotify.com/playlist/6BfYBqrSm30CXrqFwecv5d
outsider house	https://open.spotify.com/playlist/2B6gPUsTqEgz2W7W6gEOt3
plunderphonics	https://open.spotify.com/playlist/7mknhkyxBSQoGbmO6STTog
post-disco	https://open.spotify.com/playlist/5iKvDdecBJSQ5Qg46MN135
power electronics	https://open.spotify.com/playlist/5kAulE1JAusA4SlfP0OjYG
power noise	https://open.spotify.com/playlist/23j3NLoqFN0Z7z3rsCZH7Q
progressive breaks	https://open.spotify.com/playlist/7HLEjm2fEZsErggSthuFmZ
progressive house	https://open.spotify.com/playlist/3ApHTzZrOMqtDhnyiBSSci
progressive psytrance	https://open.spotify.com/playlist/4rmUSS4GQxpHjuZPf6eiSz
progressive trance	https://open.spotify.com/playlist/3LfgRDV6HceI9exDCtTJo3
psychedelic trance	https://open.spotify.com/playlist/2xaiaEMr3drIoAsn397mtX
psydub	https://open.spotify.com/playlist/2MtDhoqYmegOviJeKyoCxv
ragga jungle	https://open.spotify.com/playlist/1w8TCr2tpXhXXHLmYS5gkv
raggatek	https://open.spotify.com/playlist/4UPY78QrXrmlSAE722apfN
rawstyle	https://open.spotify.com/playlist/1EICh4qNolTgW5VnUDpXg7
sambass	https://open.spotify.com/playlist/3rtVTR62F5JRdaWabccLGH
schranz	https://open.spotify.com/playlist/0oVmOYzfm6lZehEnLSCCkj
skweee	https://open.spotify.com/playlist/35woouyNDBZLI0bKnZmE3s
slap house	https://open.spotify.com/playlist/1TAxbbKCs6rlEQcrdVWYmW
soulful house	https://open.spotify.com/playlist/5KloWVVDflJ495FWRbh0QE
sovietwave	https://open.spotify.com/playlist/4WQXurIqquq1yIaIbxWsSa
speed garage	https://open.spotify.com/playlist/74tAe4b6IqbWoEZPusHk5d
speedcore	https://open.spotify.com/playlist/0PScKDOlpRri7jiwVxB1qQ
suomisaundi	https://open.spotify.com/playlist/2oDlfDr6DS4hmKtIkLjdTf
synthwave	https://open.spotify.com/playlist/2qlBFnzL6CPxqRwenjrX53
tech house	https://open.spotify.com/playlist/7HxEKL4NF7ZKakfTZiekTr
tech trance	https://open.spotify.com/playlist/2MYwy50KqxrZV0b1kLuI8O
techno	https://open.spotify.com/playlist/50kZecUV5pY2SuJv3Ie0vy
terrorcore	https://open.spotify.com/playlist/0dsJzRtGo230e23L34hllR
trancecore	https://open.spotify.com/playlist/3GL4HNVOg9IqD5jxVpSRp7
tribal house	https://open.spotify.com/playlist/28k2EefJC3hIfubtmcQrIW
trip hop	https://open.spotify.com/playlist/2wrc23l7JdQVcpPIcDGaed
tropical house	https://open.spotify.com/playlist/5Z4GsFxPRJiN9Qme2P9q6H
uk funky	https://open.spotify.com/playlist/4lK54lu5nxD3iMlCXMIQwx
uk garage	https://open.spotify.com/playlist/62PxpGVt45pYZ8O66VVZWP
uplifting trance	https://open.spotify.com/playlist/2bV5j3UH5k9rMxJywzTYKu
vaporwave	https://open.spotify.com/playlist/6R9NIMDGt0sK7k1EggBAhj
vocal trance	https://open.spotify.com/playlist/4pkYvU2Gr39rQZ8JWzbdyc
witch house	https://open.spotify.com/playlist/0qRB6EMArr8xLzHOK7th7o
