yt_id,genre,maingenre,artist_name,track_name,track_pop,viewCount,track_isrc,bpm,dance,timbre,instr,voice,yt_link,pl_id,emb_path,emb_path_2,feat_path
Dl0DuJyf3bw,livetronica,electronica,Marvel Years,The East,37,11805,ushm21421001,95.9595184326,1.2409709692,0.789230823517,0.00509319733828,0.71350556612,https://www.youtube.com/watch?v=Dl0DuJyf3bw,spotify:playlist:7J9GDUnv2JMOvNK6xCKCE1,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/Dl0DuJyf3bw.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/Dl0DuJyf3bw.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/Dl0DuJyf3bw.json
b--81VxYoyE,livetronica,electronica,BOOGIE T.RIO,Packing Bags,37,106693,QM42K1871455,150.184661865,1.11367118359,0.975161314011,0.149566560984,0.683515548706,https://www.youtube.com/watch?v=b--81VxYoyE,spotify:playlist:7J9GDUnv2JMOvNK6xCKCE1,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/b--81VxYoyE.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/b--81VxYoyE.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/b--81VxYoyE.json
LL1b07hNuK4,livetronica,electronica,Skydyed,High Enough,28,4559,TCACA1423825,99.9983444214,1.17759811878,0.940563738346,0.864118337631,0.981756687164,https://www.youtube.com/watch?v=LL1b07hNuK4,spotify:playlist:7J9GDUnv2JMOvNK6xCKCE1,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/LL1b07hNuK4.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/LL1b07hNuK4.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/LL1b07hNuK4.json
QbdkvHNOIsI,azonto,ethnic,"Irene Logan,Asem",Runaway,8,15234,TCAET2019493,89.8599395752,1.25362849236,0.00921918544918,0.284091442823,0.854760706425,https://www.youtube.com/watch?v=QbdkvHNOIsI,spotify:playlist:2i8bdWfRsaWbyrwBEZauU2,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/QbdkvHNOIsI.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/QbdkvHNOIsI.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/QbdkvHNOIsI.json
4Fs6YgWA6wY,azonto,ethnic,Kwabena Kwabena,Kwadede,30,98772,AUBEC2128454,101.774116516,1.23436498642,0.974188745022,0.512805819511,0.85023021698,https://www.youtube.com/watch?v=4Fs6YgWA6wY,spotify:playlist:2i8bdWfRsaWbyrwBEZauU2,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/4Fs6YgWA6wY.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/4Fs6YgWA6wY.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/4Fs6YgWA6wY.json
VQuUEKhebUU,azonto,ethnic,"FBS Crew,Tinny",Oldman Boogey - feat. Tinny Rmx,22,27015,DECQ10800805,117.022331238,1.82425940037,0.0171493273228,0.480447113514,0.0255025923252,https://www.youtube.com/watch?v=VQuUEKhebUU,spotify:playlist:2i8bdWfRsaWbyrwBEZauU2,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/VQuUEKhebUU.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/VQuUEKhebUU.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/VQuUEKhebUU.json
SJAI0HU1lws,azonto,ethnic,Quata,I Want It All,10,23189,FR6V80039642,88.9997177124,1.34652447701,0.0372925922275,0.247795537114,0.466382294893,https://www.youtube.com/watch?v=SJAI0HU1lws,spotify:playlist:2i8bdWfRsaWbyrwBEZauU2,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/SJAI0HU1lws.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/SJAI0HU1lws.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/SJAI0HU1lws.json
0MOq-z-O61A,kuduro,ethnic,"Freddy da Stupid,Saint Evo,Tina Ardor",Mwene Nyaga,8,8037,QMEU32011137,122.937339783,1.87758362293,0.778068304062,0.832507193089,0.861266195774,https://www.youtube.com/watch?v=0MOq-z-O61A,spotify:playlist:1BRJmIuTmwJPrwQdusX91F,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/0MOq-z-O61A.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/0MOq-z-O61A.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/0MOq-z-O61A.json
_03fUrOEiAg,kuduro,ethnic,Johnny Bravo,CUIDA DA TUA VIDA,26,75000,QZNWW2041099,129.725921631,1.04507267475,0.999763190746,0.0983023196459,0.590829610825,https://www.youtube.com/watch?v=_03fUrOEiAg,spotify:playlist:1BRJmIuTmwJPrwQdusX91F,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/_03fUrOEiAg.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/_03fUrOEiAg.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/_03fUrOEiAg.json
Vi-ibjv1-7o,kuduro,ethnic,"Gaia Beat,Os Bantus",Le Ignora (feat. Os Bantus),24,30714,TCADF1750699,125.90486145,1.46226084232,0.989323496819,0.00133263634052,0.552219808102,https://www.youtube.com/watch?v=Vi-ibjv1-7o,spotify:playlist:1BRJmIuTmwJPrwQdusX91F,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/Vi-ibjv1-7o.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/Vi-ibjv1-7o.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/Vi-ibjv1-7o.json
bEjCBo5GwyY,kuduro,ethnic,DJ Xandy Oliveira,Malhão,20,24309,QZES51900271,129.621917725,1.6053416729,0.919443666935,0.353670299053,0.937978923321,https://www.youtube.com/watch?v=bEjCBo5GwyY,spotify:playlist:1BRJmIuTmwJPrwQdusX91F,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/bEjCBo5GwyY.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/bEjCBo5GwyY.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/bEjCBo5GwyY.json
bg2nGEZWpzQ,kuduro,ethnic,B Show,Fartos,10,12732,DEH742046066,122.969932556,1.58534407616,0.970025241375,0.5,0.92345815897,https://www.youtube.com/watch?v=bg2nGEZWpzQ,spotify:playlist:1BRJmIuTmwJPrwQdusX91F,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/bg2nGEZWpzQ.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/bg2nGEZWpzQ.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/bg2nGEZWpzQ.json
-z6GZvaPc7M,mahraganat,ethnic,"Islam Chipsy,EEK",Trinity 2,9,47756,FRIDO1601020,110.038879395,1.13741314411,0.0753999948502,0.458214104176,0.8487585783,https://www.youtube.com/watch?v=-z6GZvaPc7M,spotify:playlist:0giKVmGYwAYFSADewdBLzJ,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/-z6GZvaPc7M.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/-z6GZvaPc7M.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/-z6GZvaPc7M.json
SNHo5ELNCt4,mahraganat,ethnic,Samer Elmedany,Om El Eyal,39,42954,EGA272000048,115.005760193,1.61145329475,0.140677750111,0.00636741239578,0.760219156742,https://www.youtube.com/watch?v=SNHo5ELNCt4,spotify:playlist:0giKVmGYwAYFSADewdBLzJ,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/SNHo5ELNCt4.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/SNHo5ELNCt4.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/SNHo5ELNCt4.json
Zf4gHKLAK9U,mahraganat,ethnic,"Sadat,Afroto",El 7ARB Btadet,29,21960,QMEU31910961,94.9900054932,1.07112729549,0.677768528461,0.509445846081,0.452654898167,https://www.youtube.com/watch?v=Zf4gHKLAK9U,spotify:playlist:0giKVmGYwAYFSADewdBLzJ,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/Zf4gHKLAK9U.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/Zf4gHKLAK9U.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/Zf4gHKLAK9U.json
rUAMGnUwjUY,mahraganat,ethnic,Shab Sheek,Ya Baba Ya Mama,20,103410,QZK6G2056856,109.995834351,1.27581179142,0.455453813076,0.246865645051,0.545804440975,https://www.youtube.com/watch?v=rUAMGnUwjUY,spotify:playlist:0giKVmGYwAYFSADewdBLzJ,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/rUAMGnUwjUY.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/rUAMGnUwjUY.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/rUAMGnUwjUY.json
cUp7d6quo6g,mahraganat,ethnic,El Dakhlaweya,El Selk Lames,20,31413,FRIDO1600040,139.948898315,1.23999297619,0.943151056767,0.057899672538,0.821187794209,https://www.youtube.com/watch?v=cUp7d6quo6g,spotify:playlist:0giKVmGYwAYFSADewdBLzJ,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/cUp7d6quo6g.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/cUp7d6quo6g.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/cUp7d6quo6g.json
00y8OskYY2U,acid jazz,funk,Marc Moulin,Into the Dark,38,51667,BEI010111301,115.779075623,1.55012845993,0.805749535561,0.92230629921,0.987469851971,https://www.youtube.com/watch?v=00y8OskYY2U,spotify:playlist:7vyHBfRfPOT8Sxy87P5osJ,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/00y8OskYY2U.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/00y8OskYY2U.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/00y8OskYY2U.json
b_5AbeD51KY,acid jazz,funk,"Snowboy,Anna Ross",Girl Overboard,37,78144,GBBTV9300082,100.4764328,1.38498783112,0.00283580250107,0.899950683117,0.555454909801,https://www.youtube.com/watch?v=b_5AbeD51KY,spotify:playlist:7vyHBfRfPOT8Sxy87P5osJ,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/b_5AbeD51KY.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/b_5AbeD51KY.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/b_5AbeD51KY.json
jmVCBjarUU0,acid jazz,funk,James Taylor Quartet,Theme From Starsky & Hutch - Funky People Mix,37,40272,GBAKW0300459,110.738349915,1.2892639637,0.234186276793,0.434200942516,0.553486764431,https://www.youtube.com/watch?v=jmVCBjarUU0,spotify:playlist:7vyHBfRfPOT8Sxy87P5osJ,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/jmVCBjarUU0.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/jmVCBjarUU0.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/jmVCBjarUU0.json
Yjdd2qcY2ts,acid jazz,funk,Solsonics,Montuno Funk,30,6142,USCA20701937,100.802482605,1.18861937523,0.109729737043,0.994254589081,0.325457364321,https://www.youtube.com/watch?v=Yjdd2qcY2ts,spotify:playlist:7vyHBfRfPOT8Sxy87P5osJ,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/Yjdd2qcY2ts.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/Yjdd2qcY2ts.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/Yjdd2qcY2ts.json
51LEm0iAL6k,acid jazz,funk,Working Week,Venceremos - 7'' Edit,28,5952,GBAAA8500347,132.757858276,1.0361301899,0.0955635458231,0.234658151865,0.561085760593,https://www.youtube.com/watch?v=51LEm0iAL6k,spotify:playlist:7vyHBfRfPOT8Sxy87P5osJ,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/51LEm0iAL6k.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/51LEm0iAL6k.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/51LEm0iAL6k.json
n8cmqDc-9_0,bassline,garage,Nasteeboi,Greaseproof,9,6517,GBDLM1800242,142.055404663,1.44575977325,0.914460897446,0.00200536148623,0.731536209583,https://www.youtube.com/watch?v=n8cmqDc-9_0,spotify:playlist:3Lp89wmns5SSt3U8wYWcK3,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/n8cmqDc-9_0.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/n8cmqDc-9_0.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/n8cmqDc-9_0.json
J8FKEIaAMzQ,bassline,garage,"Wideboys,Dennis G.",Sambuca (The Return) - Radio Mix,39,49832,GBCFZ0800459,124.917221069,1.54104065895,0.899529695511,0.0118129672483,0.0459874458611,https://www.youtube.com/watch?v=J8FKEIaAMzQ,spotify:playlist:3Lp89wmns5SSt3U8wYWcK3,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/J8FKEIaAMzQ.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/J8FKEIaAMzQ.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/J8FKEIaAMzQ.json
e0nW1pn8oso,bassline,garage,Heartless Crew,The Heartless Theme AKA Superglue Riddim,39,21061,GBDLM1400577,66.8008422852,1.51128745079,0.875563144684,0.961818993092,0.483450382948,https://www.youtube.com/watch?v=e0nW1pn8oso,spotify:playlist:3Lp89wmns5SSt3U8wYWcK3,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/e0nW1pn8oso.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/e0nW1pn8oso.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/e0nW1pn8oso.json
1maLtu-fR2Q,bassline,garage,Wittyboy,Chances,38,36532,FR2X42185094,131.984603882,1.31950652599,0.352709591389,0.217369645834,0.99526488781,https://www.youtube.com/watch?v=1maLtu-fR2Q,spotify:playlist:3Lp89wmns5SSt3U8wYWcK3,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/1maLtu-fR2Q.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/1maLtu-fR2Q.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/1maLtu-fR2Q.json
3kQjoqScIlY,bassline,garage,187 Lockdown,Gunman - Original Mix,35,14404,GBAHS9803762,128.027786255,1.37111902237,0.550123333931,0.000292036274914,0.550446271896,https://www.youtube.com/watch?v=3kQjoqScIlY,spotify:playlist:3Lp89wmns5SSt3U8wYWcK3,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/3kQjoqScIlY.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/3kQjoqScIlY.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/3kQjoqScIlY.json
HBR6oJr8vRQ,brostep,garage,Figure,The Fog,38,44642,USQY51772094,128.098556519,1.07575142384,0.893231332302,0.0249039400369,0.129684641957,https://www.youtube.com/watch?v=HBR6oJr8vRQ,spotify:playlist:6dvgLyeXG3HLGqtMa8wAX0,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/HBR6oJr8vRQ.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/HBR6oJr8vRQ.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/HBR6oJr8vRQ.json
v80pH8aln1k,brostep,garage,"Rickyxsan,Oski",Back,38,47131,GB7YL1882801,150.22756958,1.04003095627,0.998907864094,0.647907495499,0.940279126167,https://www.youtube.com/watch?v=v80pH8aln1k,spotify:playlist:6dvgLyeXG3HLGqtMa8wAX0,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/v80pH8aln1k.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/v80pH8aln1k.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/v80pH8aln1k.json
3YJmiwBBaLU,brostep,garage,MUST DIE!,SORROW TECH,35,30107,GB7YL2100030,144.486450195,1.11022663116,0.989216387272,0.133441969752,0.710859060287,https://www.youtube.com/watch?v=3YJmiwBBaLU,spotify:playlist:6dvgLyeXG3HLGqtMa8wAX0,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/3YJmiwBBaLU.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/3YJmiwBBaLU.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/3YJmiwBBaLU.json
jDuBBlTCbMs,brostep,garage,"Megalodon,Leo Black",Buss It,25,11263,GB7YL1895001,150.180587769,1.22009372711,0.993080079556,0.00536562269554,0.7484344244,https://www.youtube.com/watch?v=jDuBBlTCbMs,spotify:playlist:6dvgLyeXG3HLGqtMa8wAX0,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/jDuBBlTCbMs.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/jDuBBlTCbMs.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/jDuBBlTCbMs.json
KHIdsV_J-GI,brostep,garage,"Rell the Soundbender,Los Rakas,Far East Movement",Criminal,18,18486,USUG11600408,128.055603027,1.23447477818,0.991192221642,0.00679458444938,0.729640781879,https://www.youtube.com/watch?v=KHIdsV_J-GI,spotify:playlist:6dvgLyeXG3HLGqtMa8wAX0,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/KHIdsV_J-GI.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/KHIdsV_J-GI.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/KHIdsV_J-GI.json
_iEs__A5Aik,chillstep,garage,The Walton Hoax,All Recklessness Aside,8,6556,USA2P1232583,140.002349854,1.09253656864,0.955234587193,0.0711964145303,0.694599866867,https://www.youtube.com/watch?v=_iEs__A5Aik,spotify:playlist:22pjJtfW7sA4PiaruUB5yN,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/_iEs__A5Aik.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/_iEs__A5Aik.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/_iEs__A5Aik.json
XV3G6SF4Vrg,chillstep,garage,Arkasia,Fight Back,35,24996,USLZJ1519815,144.942687988,1.17110109329,0.990501880646,0.301142424345,0.927874386311,https://www.youtube.com/watch?v=XV3G6SF4Vrg,spotify:playlist:22pjJtfW7sA4PiaruUB5yN,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/XV3G6SF4Vrg.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/XV3G6SF4Vrg.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/XV3G6SF4Vrg.json
SpLwMqfr6ss,chillstep,garage,EvenS,The Highlands Walk,34,32150,GBLFP1575277,125.907569885,1.0805876255,0.988557875156,0.996075510979,0.260941594839,https://www.youtube.com/watch?v=SpLwMqfr6ss,spotify:playlist:22pjJtfW7sA4PiaruUB5yN,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/SpLwMqfr6ss.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/SpLwMqfr6ss.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/SpLwMqfr6ss.json
D3cVFot8lPE,chillstep,garage,Emily Underhill,Lost in Me - Splinter's eMotion Picture Remix,29,120521,GBKPL1253851,119.939064026,1.08614134789,0.885426580906,0.893495202065,0.453802138567,https://www.youtube.com/watch?v=D3cVFot8lPE,spotify:playlist:22pjJtfW7sA4PiaruUB5yN,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/D3cVFot8lPE.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/D3cVFot8lPE.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/D3cVFot8lPE.json
gpAxUvkSr2U,chillstep,garage,Grixis,Stars,19,15707,GBKPL1252987,135.929992676,1.02810645103,0.994287490845,0.997327625751,0.998366355896,https://www.youtube.com/watch?v=gpAxUvkSr2U,spotify:playlist:22pjJtfW7sA4PiaruUB5yN,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/gpAxUvkSr2U.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/gpAxUvkSr2U.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/gpAxUvkSr2U.json
BzRlPlJH2DQ,dubstep,garage,Tryple,Fuzzy Memory,30,23389,QMEZE1949888,79.9832687378,1.24414336681,0.999722242355,0.869974315166,0.842964529991,https://www.youtube.com/watch?v=BzRlPlJH2DQ,spotify:playlist:0ZYFF9tPuPq2YNMRNhQZJt,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/BzRlPlJH2DQ.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/BzRlPlJH2DQ.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/BzRlPlJH2DQ.json
RXFiYPnehJI,dubstep,garage,NAZAAR,Kandahar,30,9161,CA5KR2173213,144.473617554,1.00548017025,0.99418759346,0.254949808121,0.845543384552,https://www.youtube.com/watch?v=RXFiYPnehJI,spotify:playlist:0ZYFF9tPuPq2YNMRNhQZJt,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/RXFiYPnehJI.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/RXFiYPnehJI.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/RXFiYPnehJI.json
l87RAT7qPWY,dubstep,garage,Chibs,Crust And Jelly,23,53093,CA5KR1958657,144.594787598,1.26613163948,0.996344387531,0.0393150933087,0.0687325149775,https://www.youtube.com/watch?v=l87RAT7qPWY,spotify:playlist:0ZYFF9tPuPq2YNMRNhQZJt,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/l87RAT7qPWY.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/l87RAT7qPWY.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/l87RAT7qPWY.json
nPCIReXpKhE,dubstep,garage,"Digitist,Executioner",Digital Execution,19,12373,GB7YL1896105,144.775848389,1.06837201118,0.975769042969,0.00523583078757,0.46992996335,https://www.youtube.com/watch?v=nPCIReXpKhE,spotify:playlist:0ZYFF9tPuPq2YNMRNhQZJt,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/nPCIReXpKhE.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/nPCIReXpKhE.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/nPCIReXpKhE.json
oatT9pk30nU,future garage,garage,Throwing Snow,Avarice,39,25541,GBEXH1300263,90.0086364746,1.02224206924,0.995251953602,0.971421599388,0.991584718227,https://www.youtube.com/watch?v=oatT9pk30nU,spotify:playlist:62T9WUAB2E7Xw6PmHRSlaQ,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/oatT9pk30nU.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/oatT9pk30nU.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/oatT9pk30nU.json
aB8BucKhrcY,future garage,garage,Dark0,Wait For Me,26,4181,GBKPL2150348,144.956420898,1.09544229507,0.938472092152,0.54198807478,0.971681952477,https://www.youtube.com/watch?v=aB8BucKhrcY,spotify:playlist:62T9WUAB2E7Xw6PmHRSlaQ,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/aB8BucKhrcY.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/aB8BucKhrcY.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/aB8BucKhrcY.json
odikNel0Xvk,future garage,garage,Deadboy,White Moon Garden,15,6398,GB2DZ1500005,117.967170715,1.30930805206,0.0564775839448,0.969834506512,0.61226606369,https://www.youtube.com/watch?v=odikNel0Xvk,spotify:playlist:62T9WUAB2E7Xw6PmHRSlaQ,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/odikNel0Xvk.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/odikNel0Xvk.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/odikNel0Xvk.json
VV6UYY-m4XA,speed garage,garage,"Ramsey & Fen,Lynsey Moore",Love Bug - Original Bump Mix,34,73340,GBLV61400470,128.075515747,1.44253861904,0.667627096176,0.145511686802,0.982972800732,https://www.youtube.com/watch?v=VV6UYY-m4XA,spotify:playlist:74tAe4b6IqbWoEZPusHk5d,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/VV6UYY-m4XA.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/VV6UYY-m4XA.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/VV6UYY-m4XA.json
ZRKFOQQbq60,speed garage,garage,R.I.P Productions,Pick Me Up - Licenced Mix,26,31033,GBESM1100004,127.868392944,1.60338866711,0.945686101913,0.144385501742,0.797763109207,https://www.youtube.com/watch?v=ZRKFOQQbq60,spotify:playlist:74tAe4b6IqbWoEZPusHk5d,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/ZRKFOQQbq60.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/ZRKFOQQbq60.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/ZRKFOQQbq60.json
nHtK6q3z1k8,speed garage,garage,"Somore,Damon Trueitt",I Refuse (What You Want) - Industry Standard Club Mix,20,19894,USAQN1280105,127.896888733,1.96592271328,0.923255383968,0.00626472104341,0.865206480026,https://www.youtube.com/watch?v=nHtK6q3z1k8,spotify:playlist:74tAe4b6IqbWoEZPusHk5d,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/nHtK6q3z1k8.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/nHtK6q3z1k8.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/nHtK6q3z1k8.json
jcUGU9ii_Vg,speed garage,garage,Fabulous Baker Boys,Oh Boy - Ramsay & Fen Remix,21,77063,GBTYZ0800373,128.981185913,1.71222913265,0.348813921213,0.186863586307,0.764144539833,https://www.youtube.com/watch?v=jcUGU9ii_Vg,spotify:playlist:74tAe4b6IqbWoEZPusHk5d,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/jcUGU9ii_Vg.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/jcUGU9ii_Vg.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/jcUGU9ii_Vg.json
7jyHqzZfxJE,speed garage,garage,"Somore,Damon Trueitt",I Refuse (What You Want) - Phil Weeks Remix,16,73823,USAQN1280101,125.957717896,1.94534349442,0.34366607666,0.202763408422,0.812055766582,https://www.youtube.com/watch?v=7jyHqzZfxJE,spotify:playlist:74tAe4b6IqbWoEZPusHk5d,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/7jyHqzZfxJE.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/7jyHqzZfxJE.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/7jyHqzZfxJE.json
