yt_id,genre,maingenre,artist_name,track_name,track_pop,viewCount,track_isrc,bpm,dance,timbre,instr,voice,yt_link,pl_id,emb_path,emb_path_2,feat_path
dQvQtIQQm_Q,glitch,IDM,Frank Bretschneider,A soft throbbing of time,19,5535,DEAS90700171,89.9288101196,1.78117096424,0.999998807907,0.941129267216,0.54395788908,https://www.youtube.com/watch?v=dQvQtIQQm_Q,spotify:playlist:27smuYGRZZl9q0BCwda8en,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/dQvQtIQQm_Q.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/dQvQtIQQm_Q.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/dQvQtIQQm_Q.json
jRR3c8SgKAI,glitch,IDM,Grischa Lichtenberger,0515 Beginning 2 Skl (Last Work),12,30733,USLS51819019,148.305358887,0.935150325298,0.999767005444,0.123696632683,0.577303886414,https://www.youtube.com/watch?v=jRR3c8SgKAI,spotify:playlist:27smuYGRZZl9q0BCwda8en,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/jRR3c8SgKAI.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/jRR3c8SgKAI.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/jRR3c8SgKAI.json
cvy4A9PwSnw,glitch,IDM,"Fennesz,Ryuichi Sakamoto",haru,11,64699,JPB600675703,140.023132324,0.965868771076,0.995693683624,0.985224783421,0.574796438217,https://www.youtube.com/watch?v=cvy4A9PwSnw,spotify:playlist:27smuYGRZZl9q0BCwda8en,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/cvy4A9PwSnw.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/cvy4A9PwSnw.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/cvy4A9PwSnw.json
syVAhf6T_Qo,intelligent dance music,IDM,Monolake,Reminiscence,30,33024,USI4R0401057,129.92137146,1.98832976818,0.999764084816,0.862152636051,0.766174316406,https://www.youtube.com/watch?v=syVAhf6T_Qo,spotify:playlist:3P9lEX8RzKkD3hNVvnoMc5,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/syVAhf6T_Qo.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/syVAhf6T_Qo.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/syVAhf6T_Qo.json
SAgoFSUOz1Q,intelligent dance music,IDM,Richard H. Kirk,The Feeling (Of Warmth And Beauty),27,18929,GBBPW9400012,123.587585449,1.34313547611,0.931900322437,0.445435702801,0.678288161755,https://www.youtube.com/watch?v=SAgoFSUOz1Q,spotify:playlist:3P9lEX8RzKkD3hNVvnoMc5,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/SAgoFSUOz1Q.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/SAgoFSUOz1Q.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/SAgoFSUOz1Q.json
Bn5lgHQ9MPg,intelligent dance music,IDM,Musicology,Telefone 529,24,25546,GBBPW9200031,125.862167358,1.43889641762,0.386713713408,0.985357761383,0.735338032246,https://www.youtube.com/watch?v=Bn5lgHQ9MPg,spotify:playlist:3P9lEX8RzKkD3hNVvnoMc5,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/Bn5lgHQ9MPg.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/Bn5lgHQ9MPg.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/Bn5lgHQ9MPg.json
CXgDhghNedk,intelligent dance music,IDM,"Funkstörung,Sensational",I Does It,16,53493,DEMM11600005,143.961349487,1.2368491888,0.872778832912,0.372977048159,0.77919203043,https://www.youtube.com/watch?v=CXgDhghNedk,spotify:playlist:3P9lEX8RzKkD3hNVvnoMc5,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/CXgDhghNedk.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/CXgDhghNedk.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/CXgDhghNedk.json
xiaH7mJ2R1Q,intelligent dance music,IDM,Nav Katze,夕なぎ,12,18442,JPVI02100620,114.155944824,1.33633840084,0.00594735471532,0.510380029678,0.813786447048,https://www.youtube.com/watch?v=xiaH7mJ2R1Q,spotify:playlist:3P9lEX8RzKkD3hNVvnoMc5,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/xiaH7mJ2R1Q.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/xiaH7mJ2R1Q.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/xiaH7mJ2R1Q.json
SktR2LK6Iig,ambient,ambient,36,Orphans of the Sky,38,25687,QZ4JJ1735385,90.0785217285,0.886712431908,0.987460255623,1.0,0.54239988327,https://www.youtube.com/watch?v=SktR2LK6Iig,spotify:playlist:6CIyPj34GTpAkNwoWToLNT,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/SktR2LK6Iig.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/SktR2LK6Iig.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/SktR2LK6Iig.json
5g2AGGI_FLM,ambient,ambient,Mary Lattimore,Sometimes He's In My Dreams,37,24059,US2J72007004,165.720077515,0.992040336132,0.998944342136,0.999998748302,0.828476369381,https://www.youtube.com/watch?v=5g2AGGI_FLM,spotify:playlist:6CIyPj34GTpAkNwoWToLNT,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/5g2AGGI_FLM.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/5g2AGGI_FLM.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/5g2AGGI_FLM.json
onxaSSE2oEU,ambient,ambient,Rudy Adrian,Message of Dolphins,35,4552,USSP51626016,117.2628479,0.867177426815,0.999362528324,0.974682748318,0.348285704851,https://www.youtube.com/watch?v=onxaSSE2oEU,spotify:playlist:6CIyPj34GTpAkNwoWToLNT,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/onxaSSE2oEU.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/onxaSSE2oEU.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/onxaSSE2oEU.json
4eJIPotVIoI,ambient,ambient,Pan-American,The Cloud Room,34,27664,USNCB1317501,103.121681213,1.00572669506,0.959110438824,0.981676220894,0.839614391327,https://www.youtube.com/watch?v=4eJIPotVIoI,spotify:playlist:6CIyPj34GTpAkNwoWToLNT,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/4eJIPotVIoI.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/4eJIPotVIoI.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/4eJIPotVIoI.json
U58uG8O0bYg,ambient,ambient,Masayoshi Fujita,Tears of Unicorn,32,105943,GBWZD1507501,103.228187561,1.03045737743,0.977911770344,0.999999880791,0.580541133881,https://www.youtube.com/watch?v=U58uG8O0bYg,spotify:playlist:6CIyPj34GTpAkNwoWToLNT,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/U58uG8O0bYg.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/U58uG8O0bYg.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/U58uG8O0bYg.json
LdGWq06fB34,ambient industrial,ambient,Thomas Köner,Teimo (Schluss),30,7855,GBJSN1007007,99.8160171509,0.873954236507,0.999968767166,1.0,0.491060972214,https://www.youtube.com/watch?v=LdGWq06fB34,spotify:playlist:6SjDZKf8ke13f8E3v1XAQ8,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/LdGWq06fB34.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/LdGWq06fB34.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/LdGWq06fB34.json
PfQBGtjjiA0,ambient industrial,ambient,Muslimgauze,I Shall Sing Until My Land Is Free,19,70465,QMQQH1301431,94.0198440552,1.24209725857,0.997935533524,0.539953410625,0.410492628813,https://www.youtube.com/watch?v=PfQBGtjjiA0,spotify:playlist:6SjDZKf8ke13f8E3v1XAQ8,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/PfQBGtjjiA0.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/PfQBGtjjiA0.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/PfQBGtjjiA0.json
K7p5JNRFVwU,dark ambient,ambient,Hexentanz,Mark of the Witch,8,13000,USME31100731,108.731735229,1.19629645348,0.99644523859,0.638069987297,0.714156866074,https://www.youtube.com/watch?v=K7p5JNRFVwU,spotify:playlist:1mhHpC0idew8lgWQkEJnOL,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/K7p5JNRFVwU.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/K7p5JNRFVwU.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/K7p5JNRFVwU.json
aJhDEe6m-8M,dark ambient,ambient,"Lustmord,Karin Park",Song of Sol,31,6380,QM4TX2111550,106.282493591,0.849365234375,0.998847723007,0.999999940395,0.824626266956,https://www.youtube.com/watch?v=aJhDEe6m-8M,spotify:playlist:1mhHpC0idew8lgWQkEJnOL,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/aJhDEe6m-8M.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/aJhDEe6m-8M.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/aJhDEe6m-8M.json
eT-9lddnA14,dark ambient,ambient,Psychomanteum,Ever Deepening,22,6030,CAAD21110525,154.708496094,1.00751709938,0.998617768288,0.999991059303,0.309486091137,https://www.youtube.com/watch?v=eT-9lddnA14,spotify:playlist:1mhHpC0idew8lgWQkEJnOL,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/eT-9lddnA14.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/eT-9lddnA14.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/eT-9lddnA14.json
7qy7ZBXhWX8,dark ambient,ambient,Wordclock,It May Come,19,18250,ushm81500408,105.661643982,0.861638486385,0.999514341354,1.0,0.982527256012,https://www.youtube.com/watch?v=7qy7ZBXhWX8,spotify:playlist:1mhHpC0idew8lgWQkEJnOL,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/7qy7ZBXhWX8.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/7qy7ZBXhWX8.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/7qy7ZBXhWX8.json
zHz21Gwp8TE,dark ambient,ambient,"Visions,Phurpa",Ascendance,13,4797,QM4TW1828252,122.880256653,0.920558750629,0.99988424778,0.999987185001,0.412689179182,https://www.youtube.com/watch?v=zHz21Gwp8TE,spotify:playlist:1mhHpC0idew8lgWQkEJnOL,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/zHz21Gwp8TE.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/zHz21Gwp8TE.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/zHz21Gwp8TE.json
nw1bE5UoRVw,drone,ambient,Jefre Cantu-Ledesma,Love's Refrain,37,16657,DEX261600456,97.2906188965,1.27833223343,0.968765199184,0.105259396136,0.136431008577,https://www.youtube.com/watch?v=nw1bE5UoRVw,spotify:playlist:0HIfTbD7gaDP0rVPqSPNhX,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/nw1bE5UoRVw.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/nw1bE5UoRVw.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/nw1bE5UoRVw.json
nFNZAmS-3xQ,drone,ambient,Bersarin Quartett,Oktober,34,95274,DEZ651109908,144.674453735,1.08355140686,0.996789515018,0.954961180687,0.958026528358,https://www.youtube.com/watch?v=nFNZAmS-3xQ,spotify:playlist:0HIfTbD7gaDP0rVPqSPNhX,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/nFNZAmS-3xQ.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/nFNZAmS-3xQ.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/nFNZAmS-3xQ.json
j4OSxc9XYRc,drone,ambient,Bark Psychosis,Absent Friend,34,91390,GBAAA9401046,112.814483643,1.11901593208,0.879219412804,0.947880864143,0.815315365791,https://www.youtube.com/watch?v=j4OSxc9XYRc,spotify:playlist:0HIfTbD7gaDP0rVPqSPNhX,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/j4OSxc9XYRc.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/j4OSxc9XYRc.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/j4OSxc9XYRc.json
p7u91GyEcr0,drone,ambient,Murcof,Fire Thief,31,5016,GBCKB2012113,115.340065002,0.959289550781,0.989585876465,0.999999701977,0.960628569126,https://www.youtube.com/watch?v=p7u91GyEcr0,spotify:playlist:0HIfTbD7gaDP0rVPqSPNhX,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/p7u91GyEcr0.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/p7u91GyEcr0.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/p7u91GyEcr0.json
bXmE3l8XBGA,drone,ambient,Infinite Body,Dive,15,20919,USJLE1092801,122.778564453,1.06244945526,0.915275096893,0.698700487614,0.31307464838,https://www.youtube.com/watch?v=bXmE3l8XBGA,spotify:playlist:0HIfTbD7gaDP0rVPqSPNhX,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/bXmE3l8XBGA.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/bXmE3l8XBGA.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/bXmE3l8XBGA.json
WqUO6XPjky8,dungeon synth,ambient,Jääportit,Kauan Koskematon,8,21496,QM2PV1850367,99.8243637085,0.975635886192,0.999502956867,1.0,0.508685648441,https://www.youtube.com/watch?v=WqUO6XPjky8,spotify:playlist:6kLG3oulPcD3Q2cOEuO4fV,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/WqUO6XPjky8.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/WqUO6XPjky8.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/WqUO6XPjky8.json
88tqXZBs3KI,dungeon synth,ambient,Mortiis,Parasite God,30,113415,GBBPB0801254,120.016563416,1.46631669998,0.387264877558,0.54191493988,0.638832271099,https://www.youtube.com/watch?v=88tqXZBs3KI,spotify:playlist:6kLG3oulPcD3Q2cOEuO4fV,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/88tqXZBs3KI.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/88tqXZBs3KI.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/88tqXZBs3KI.json
aOgn5qlLxuY,dungeon synth,ambient,I Shalt Become,Frangments,22,8786,USA560617823,120.483283997,0.91553491354,0.996003627777,0.962400794029,0.0471174530685,https://www.youtube.com/watch?v=aOgn5qlLxuY,spotify:playlist:6kLG3oulPcD3Q2cOEuO4fV,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/aOgn5qlLxuY.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/aOgn5qlLxuY.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/aOgn5qlLxuY.json
rq84ObSFzMQ,dungeon synth,ambient,Apoptose,Ein Jahr und ein Tag,15,21583,DEKB31010030,121.09236145,1.18893265724,0.99839502573,0.979600429535,0.581425607204,https://www.youtube.com/watch?v=rq84ObSFzMQ,spotify:playlist:6kLG3oulPcD3Q2cOEuO4fV,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/rq84ObSFzMQ.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/rq84ObSFzMQ.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/rq84ObSFzMQ.json
CSDctOH8-AA,dungeon synth,ambient,Basarabian Hills,When the Wind Blows over the Hills,12,4849,QM4TX1702181,86.6605606079,1.1727347374,0.434168815613,0.980811953545,0.420263230801,https://www.youtube.com/watch?v=CSDctOH8-AA,spotify:playlist:6kLG3oulPcD3Q2cOEuO4fV,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/CSDctOH8-AA.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/CSDctOH8-AA.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/CSDctOH8-AA.json
VzeIahTxLh0,illbient,ambient,Teargas & Plateglass,Plague Burial,8,43439,USEYL0700002,133.148620605,1.02280414104,0.997058808804,0.315345585346,0.908926665783,https://www.youtube.com/watch?v=VzeIahTxLh0,spotify:playlist:1Me0qExIlbW7FgONEbkZE4,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/VzeIahTxLh0.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/VzeIahTxLh0.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/VzeIahTxLh0.json
4i-EZVFhpxA,illbient,ambient,O.H.M.,Oceanic,15,27083,USBZR0500045,131.126419067,1.98513698578,0.519628942013,0.237633273005,0.984089076519,https://www.youtube.com/watch?v=4i-EZVFhpxA,spotify:playlist:1Me0qExIlbW7FgONEbkZE4,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/4i-EZVFhpxA.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/4i-EZVFhpxA.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/4i-EZVFhpxA.json
0fbzQv9Di6I,illbient,ambient,DJ Spooky,Galactic Funk,15,10837,USASG0500003,92.9297409058,1.27819061279,0.997719883919,0.963234901428,0.0191579442471,https://www.youtube.com/watch?v=0fbzQv9Di6I,spotify:playlist:1Me0qExIlbW7FgONEbkZE4,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/0fbzQv9Di6I.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/0fbzQv9Di6I.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/0fbzQv9Di6I.json
1_Bm5TAqCiQ,illbient,ambient,Badawi,Tall King Dub,11,107470,US29V0423408,172.265274048,1.33990347385,0.863039314747,0.0745647326112,0.443842023611,https://www.youtube.com/watch?v=1_Bm5TAqCiQ,spotify:playlist:1Me0qExIlbW7FgONEbkZE4,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/1_Bm5TAqCiQ.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/1_Bm5TAqCiQ.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/1_Bm5TAqCiQ.json
oO8HrG2h9pA,lowercase,ambient,Steve Roden,Forms of Paper - Remastered,9,114404,USXPN1100025,111.319412231,1.00531554222,7.99813847152e-07,0.995324850082,0.438890725374,https://www.youtube.com/watch?v=oO8HrG2h9pA,spotify:playlist:0X48ayqAs9PQ2Z4wRe2YBb,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/oO8HrG2h9pA.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/oO8HrG2h9pA.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/oO8HrG2h9pA.json
YNAcRveixNI,lowercase,ambient,Jana Winderen,Aquaculture 18:00,8,9850,GBJYX1080201,151.748321533,0.920744240284,0.999997854233,0.933254718781,0.387948960066,https://www.youtube.com/watch?v=YNAcRveixNI,spotify:playlist:0X48ayqAs9PQ2Z4wRe2YBb,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/YNAcRveixNI.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/YNAcRveixNI.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/YNAcRveixNI.json
J7BZUbRT4WA,lowercase,ambient,Joe Stevens,Daughterson,23,11062,uscgh1239740,120.759246826,1.07172894478,0.0101503860205,0.00482950406149,0.148799434304,https://www.youtube.com/watch?v=J7BZUbRT4WA,spotify:playlist:0X48ayqAs9PQ2Z4wRe2YBb,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/J7BZUbRT4WA.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/J7BZUbRT4WA.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/J7BZUbRT4WA.json
KroqRDAdzzI,lowercase,ambient,"Kassel Jaeger,Stephan Mathieu,Akira Rabelais",Zauberberg,24,7666,DEX261600039,129.254714966,0.981008172035,0.999846994877,0.999999761581,0.590590417385,https://www.youtube.com/watch?v=KroqRDAdzzI,spotify:playlist:0X48ayqAs9PQ2Z4wRe2YBb,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/KroqRDAdzzI.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/KroqRDAdzzI.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/KroqRDAdzzI.json
Zu54jzBIMqE,bass music,bass,Lil Silva,Making Sense,37,69365,GBENL1802241,139.880508423,1.08444201946,0.537458360195,0.97151517868,0.878786683083,https://www.youtube.com/watch?v=Zu54jzBIMqE,spotify:playlist:0I8grtFFc4NxQ28GwWDCsW,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/Zu54jzBIMqE.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/Zu54jzBIMqE.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/Zu54jzBIMqE.json
8qT5wakXdWE,bass music,bass,Addison Groove,Changa,32,53924,FR10S1780874,125.016853333,1.34140396118,0.866942226887,0.0758454501629,0.39416873455,https://www.youtube.com/watch?v=8qT5wakXdWE,spotify:playlist:0I8grtFFc4NxQ28GwWDCsW,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/8qT5wakXdWE.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/8qT5wakXdWE.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/8qT5wakXdWE.json
HP8vaibvx0o,bass music,bass,Ikonika,Your Body,29,6707,GB4FK1801392,125.97605896,1.49603116512,0.992442667484,0.678369581699,0.396614313126,https://www.youtube.com/watch?v=HP8vaibvx0o,spotify:playlist:0I8grtFFc4NxQ28GwWDCsW,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/HP8vaibvx0o.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/HP8vaibvx0o.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/HP8vaibvx0o.json
PA0b4B6MqwY,bass music,bass,Jacques Greene,Promise,21,6814,GB5P52100056,77.5310516357,0.925448060036,0.956546843052,0.982464134693,0.887417733669,https://www.youtube.com/watch?v=PA0b4B6MqwY,spotify:playlist:0I8grtFFc4NxQ28GwWDCsW,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/PA0b4B6MqwY.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/PA0b4B6MqwY.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/PA0b4B6MqwY.json
gW0lXgcEWDg,bass music,bass,A Made Up Sound,Rear Window,12,55278,NL-M79-10-00022,129.903411865,1.45523226261,0.996706008911,0.0159438531846,0.550543606281,https://www.youtube.com/watch?v=gW0lXgcEWDg,spotify:playlist:0I8grtFFc4NxQ28GwWDCsW,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/gW0lXgcEWDg.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/gW0lXgcEWDg.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/gW0lXgcEWDg.json
IycF3ftPA8U,footwork,bass,"Fracture,Nah Eeto",Shada Shada,33,10210,UKEWB1600175,106.636558533,1.2204362154,0.917019069195,0.158538833261,0.407536029816,https://www.youtube.com/watch?v=IycF3ftPA8U,spotify:playlist:2TGq3rEqYHLaHh8cFyg8vm,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/IycF3ftPA8U.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/IycF3ftPA8U.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/IycF3ftPA8U.json
5wAyCESGIEA,footwork,bass,Ital Tek,Violet,29,22392,USA2B1303606,150.152908325,1.16241085529,0.983228504658,0.525792717934,0.978913545609,https://www.youtube.com/watch?v=5wAyCESGIEA,spotify:playlist:2TGq3rEqYHLaHh8cFyg8vm,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/5wAyCESGIEA.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/5wAyCESGIEA.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/5wAyCESGIEA.json
kG-LdG70xe4,footwork,bass,Cakedog,Slide Thru,19,19252,US25X1088263,80.1561279297,1.52378165722,0.927912831306,0.87732899189,0.360642969608,https://www.youtube.com/watch?v=kG-LdG70xe4,spotify:playlist:2TGq3rEqYHLaHh8cFyg8vm,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/kG-LdG70xe4.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/kG-LdG70xe4.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/kG-LdG70xe4.json
uBTl-aaqGaM,footwork,bass,Distal,Flowers,14,5585,USYBL1600664,82.4452438354,1.01935207844,0.999232411385,0.289703011513,0.0666357651353,https://www.youtube.com/watch?v=uBTl-aaqGaM,spotify:playlist:2TGq3rEqYHLaHh8cFyg8vm,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/uBTl-aaqGaM.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/uBTl-aaqGaM.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/uBTl-aaqGaM.json
Y59djVOutTs,footwork,bass,DJ Elmoe,"Whea Yo Ghost At, Whea Yo Dead Man",12,73470,US78Q1010274,84.9704437256,1.2507365942,0.999937057495,0.0323073528707,0.948206722736,https://www.youtube.com/watch?v=Y59djVOutTs,spotify:playlist:2TGq3rEqYHLaHh8cFyg8vm,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/Y59djVOutTs.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/Y59djVOutTs.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/Y59djVOutTs.json
SzTOW_JPjuc,future bass,bass,GEOTHEORY,Cleopatra,37,37774,QMSDU1700206,139.882019043,1.54844510555,0.706152975559,0.0952279344201,0.630841314793,https://www.youtube.com/watch?v=SzTOW_JPjuc,spotify:playlist:0HL0ITC4buCPYJaJHqwbMm,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/SzTOW_JPjuc.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/SzTOW_JPjuc.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/SzTOW_JPjuc.json
HZTDc-qX5iQ,future bass,bass,"ANH,quickly, quickly",Contrast,34,51760,AUBEC1701415,151.571655273,1.14245522022,0.974625527859,0.844027400017,0.370891392231,https://www.youtube.com/watch?v=HZTDc-qX5iQ,spotify:playlist:0HL0ITC4buCPYJaJHqwbMm,/home/lorenzo/Data/longterm_data/effnet_filtered_20211124/HZTDc-qX5iQ.npy,/home/lorenzo/Data/longterm_data/msd-musicnn-embeddings_20211124/HZTDc-qX5iQ.npy,/home/lorenzo/Data/longterm_data/essentia_20211124/HZTDc-qX5iQ.json
