genre	maingenre	t_id	artist_name	track_name	ISRC	pop
lowercase	ambient	6rgJKFner6h00sjsLuRXMW	Janek Schaefer	City Of Dreams	DER801400529	16
lowercase	ambient	4ElYtF052RMthY7vtXwhm0	Jana Winderen	Submerged	GBJYX0936301	13
lowercase	ambient	54AL45PKpUCIMXxXjbKAAA	Gintas K	Tunning On	FR10S1738172	0
lowercase	ambient	5psHm6hjGPxZrhkSimiY6Q	John Levack Drever	Phonographies of Glasgow: Erskine Ferry (1962-1999)	usx9p1263641	1
lowercase	ambient	11S0giTRnSvnXGBaUqZVSK	Joe Stevens	Daughterson	uscgh1239740	24
lowercase	ambient	5qRaBcSIPUDqlOuGiJ8kqI	Ubeboet	Orange	NLGJ30901961	2
lowercase	ambient	6YASxNIqVSeBYNZZRhDZUc	Pedro Tudela	Dream Seller	FR10S1732784	0
lowercase	ambient	43BkdEuiWHFWJnS3NynyOI	Kenneth Kirschner	April 16, 2013	US23K1500015	1
lowercase	ambient	4UFUh6zCiK5TBVKSvGwCKa	Yann Novak	Scalar Field (yellow, blue, yellow, 1.2)	QM4TW1999906	21
lowercase	ambient	01bn4PXvTbaoyjeLYF6g5Y	Aaron Ximm	Rainmaking	uscgh0733729	0
lowercase	ambient	6KLNxku8yFhIetKtJ5GuTB	Andrew Deutsch	Augen Musik (One)	ushm91181570	0
lowercase	ambient	4vCLTQbneQoqQCplQok9PJ	Jean-Luc Guionnet, Dan Warburton, Eric LaCasa	Part 1	USI4R0600221	0
lowercase	ambient	1BhNdKPskUFQVELGgqaHIH	Asmus Tietchens	Rasch Und Mäßig Bewegt	US25T1010458	26
lowercase	ambient	13kawvhF5Frw99J4C5IpDD	Cormac Faulkner	Vortgeist	GBHLE0910060	0
lowercase	ambient	2cL4BfBHeCW7k3wkxwsvW6	Lee Patterson	Móine Mhór Wires	AUYF10810102	1
lowercase	ambient	6okXQ507PD5J33tDa8vuSq	Steve Peters	Mooreish Tribute to Gary Moore	QZHZ62028922	0
lowercase	ambient	2qR29QA8qAwn0nPFZu2vEN	For Barry Ray	Rare Monkees Theme Song	AUYF10710176	0
lowercase	ambient	19b9LhZNyet2HS03d1RrDM	Hecker	Bsf-tyk 5	ATE690304401	3
lowercase	ambient	2MFrIdnhO9QkuaDWftoCcz	i8u	no	TCJPG1715626	2
lowercase	ambient	1MjqtFtS6sF3DHcdfvJcoG	Marina Rosenfeld	Teenage Lontano I	QMFME2195260	11
lowercase	ambient	5cLm5sb9AVb1l98cBqiCnl	Helena Gough	Grau	GBHLE0910057	1
lowercase	ambient	4XjDeKtuVTkFZ4mXmmLiv1	Boca Raton	Table 1	NLGJ30900301	1
lowercase	ambient	1zHFh91lfKYbNXzideOJqO	Ilpo Väisänen	Autioitu 1	ATE690103701	2
lowercase	ambient	5ImJ0ruErxDQmeK3gQzjMG	Heitor Alvelos	Alluvion	GBJYX1597204	0
lowercase	ambient	5YnKwayRNLcjbqe8mg4iTH	Dan Warburton	Siren	GBMJG1505468	0
lowercase	ambient	2IiV0igCwSyIVvZDXCk7wa	Marcos Fernandes	Pedra Preciosa - Acústico	QZDFP1880653	1
lowercase	ambient	2K36u1s0lYsm4rNQ2lAXtp	Novi_sad	Oceania	DEAS92100000	5
lowercase	ambient	2yi9E3pzAvQcaLCTUqOMnt	Stilluppsteypa	completely meaningless to anyone else	TCJPG1715602	1
lowercase	ambient	3ikpYzJw4M9XKmwPJoOS5T	Rosy Parlane	Morning	GBJYX1314302	3
lowercase	ambient	714jObAtJniouJRXP5SmvY	Jeff Gburek,Joseph Angelo	Watermark 4 - Original Mix	QZHZ41944898	0
lowercase	ambient	5YDBgxt6vrjcYo1mr8RLz5	Phill Niblock	Hurdy Hurry	GBJYX0049201	16
lowercase	ambient	6ojesjoYKoxl9ciix5OxvC	Durán Vázquez	Goebbels' Pupils	FR10S1738202	0
bass music	bass music	1SZ5Q4PdUbdgm8Mwl6KOmq	Zomby	Tears in the Rain	GBHLW1210678	35
bass music	bass music	60qsc6l7FKzhi9cEUZfaWR	Martyn	Frozen Bread Snaps	NLEF81900005	35
bass music	bass music	29EqYPuLdMrl6sQwq4nh2X	Blawan	Under Belly	GBBKS2100212	44
bass music	bass music	5jI2dUCSi7BUupLnve1zi4	Kode9,The Spaceape	9 Samurai	GBLZC0600030	29
bass music	bass music	7vj41CP4k5JEn5zxLDGh8K	Scuba	Arrows	DEG932104322	56
bass music	bass music	35IlONRZh770GBVlnU1lc9	Sully	Vérité	FRIDO1911725	39
bass music	bass music	3S8HkZ7VcEu1VcCucOPlot	Om Unit,Jinadu	The Silence	GBWTT1305902	35
bass music	bass music	7oNOKWpTqTnTJeyLwkwWqN	Joy Orbison,Léa Sen	better	GBBKS2100089	58
bass music	bass music	6oeg2hMzj3QceoUcDjwdwT	FaltyDL	Drugs - feat. Rosie Lowe	USFKE1600022	5
bass music	bass music	45AwkbYypZWEGFuwQcMiOm	Actress,Sampha	Walking Flames	GBCFB2000429	44
bass music	bass music	7o71V9ORhk5GSZEAiXSFyv	Pearson Sound	Heal Me	GBBF21700003	35
bass music	bass music	1DxvkBAExfcsgq8H916RUL	Peverelist	Roll with the Punches	GBRYX0700009	34
bass music	bass music	4fHBDvQjpnnnPnY1jXknoz	Sepalcure	Pencil Pimp	GBHQT1100051	26
bass music	bass music	1iH3H6Ul2GbMLDsYoqunnU	Ramadanman	Glut	GBYYA0900020	27
bass music	bass music	7fCV6SSZYhOvOQ9RvEfISk	Ikonika	Your Body	GB4FK1801392	30
bass music	bass music	36tSNnMctCGaxQp0JVGBLC	Pinch	Qawwali	US78Q0910393	35
bass music	bass music	55BrbxbFxIgNEA7wyCxkol	Untold,James Blake	Stop What You're Doing - James Blake Remix	GBYYA0900017	21
bass music	bass music	7hgue2CGpzs1SCP9VswVyJ	Machinedrum,Freddie Gibbs	Kane Train	GBCFB2000356	50
bass music	bass music	3gQUjLSdvVhryy3U6kBTGw	Shackleton	Death Is Not Final	DEMM41401277	32
bass music	bass music	7Bzyr2VDVOAIU4o0KpSWnp	Objekt	Theme from Q	UK4UW1700002	35
bass music	bass music	5FdiUDLORFvwxzTvqqOrcC	Jacques Greene	Leave Here	GB5P52100310	51
bass music	bass music	3Jl1wfkdpzqlX9HdIgrOSM	Koreless	White Picket Fence	UK7MC2000005	45
bass music	bass music	2BForZvdNhvnNDo5om18Rf	2562	Flashback	GBGXC0900019	19
bass music	bass music	2agb1CPPGWXqXnrKn6cx7u	Burial	Archangel	GBLZC0700013	19
bass music	bass music	0Ic9ROvLn2af743GSOtZIA	Pangaea	Router	GBUMC0700014	40
bass music	bass music	46MTErkMonXd2RURhe2H2q	DjRUM,Lola Empire	Waters Rising	BEZ351800126	44
bass music	bass music	6USB9rw5iW05UUmnvC1sXI	Scratcha DVA,:3lON	Flex	GBLZC2100059	27
bass music	bass music	0Ip2pWYQmo8NUxKql20QPk	Lone	Jaded	BEZ351400043	56
bass music	bass music	20YfhQiwRzzQgrltg5rGE5	Addison Groove	Changa	FR10S1780874	38
bass music	bass music	5U8qa41B5mxcWC4PuDNoyo	Rustie,Danny Brown	Attak	GBBPW1400145	49
bass music	bass music	2PxscFf3YspoycNKaPBPKQ	Ital Tek	Open Heart	USA2B2055403	32
bass music	bass music	4wSMi5urWxpBPbnWqfI1Ht	Andy Stott	Faith in Strangers	USA2Z1411284	52
bass music	bass music	0pr25c0Gnt9OK4r7rvv6xb	XXXY	Got Me So	GBQGW1200145	24
bass music	bass music	2JsQdDbuwFYNwykifahaYL	DJ Rashad	In Da Club Before Eleven O' Clock	USAQB0670145	38
bass music	bass music	5gEzjKLS1ggO5cULx3eK87	Mark Pritchard,Thom Yorke	Beautiful People	GBBPW1500238	38
bass music	bass music	0PfR5qCmwobwbpXL3vaqPm	Mala	Changes	GBZSU0900007	42
bass music	bass music	0I9tcuy5MfjZQyVrtJXUxy	Silkie	Limits	QM8UU1400025	42
bass music	bass music	5nvE83ieA4Qd74wU6cYtE0	DJ Manny	Get the Money - SBF14	GBENT1661057	37
bass music	bass music	2cwHyxEYfSwYo4vJ8cNJPm	RP Boo	All My Life	USA2B2101824	26
bass music	bass music	6XEWUpEZAXHr0ne6cNQtgv	Boxcutter	On The Grid (Remix)	CA5KR1847987	11
bass music	bass music	54gKTksEuKJ9WguLOKh4Zm	Commodo	Loan Shark	GBTVQ2000018	45
bass music	bass music	2eKcQqAYex36Eju94neF4l	Horsepower Productions	Gorgon Sound	GBQGW0000003	28
bass music	bass music	3jwao2PsCBAJZzpoic33yW	Throwing Snow	Avarice	GBEXH1300263	43
bass music	bass music	6aUakYB97afCEmAqlyE5Wx	Deadboy	Heartbreaker	GB-QLP-09-00203	18
bass music	bass music	5BLoNtjnbdzePfjXYx01mp	A Made Up Sound	Rear Window	NL-M79-10-00022	13
bass music	bass music	6b7d99kMJZFEhGIJhKLbhi	Special Request	Family Doggo	BEZ352000064	44
bass music	bass music	0i3lQKL6ODCnegkzNGqCPB	Skee Mask	Rev8617	DEOB61800331	45
bass music	bass music	49KJwB1fH83NOvXWbN6q77	Kahn,Neek	Shimmer	GBHLW2000079	33
bass music	bass music	6x5GocUaxkUhUnSACQbU5y	Girl Unit,Kelela	WYWD	GB5P51900078	34
bass music	bass music	4x0WzGuKSqZkDKi0N69CLd	Mosca	Bax	GB7CH1100014	40
bass music	bass music	5yR4yEe2yWGTFY2Qno5dKP	Synkro	Vanishing Point	BEZ351700152	44
bass music	bass music	4TQmCn0e9L7XTiKY4Hk8X4	Dark Sky	Angels	DEOE81710384	48
bass music	bass music	1gOEYBFKP5N2yp0MHDrkLM	Boddika,Joy Orbison	Mercy - Boddikas VIP	GB2HB1300090	27
bass music	bass music	3j8PXtq0NN7QQVdNwkoFBe	Skream,Michael Bibi	Otto's Chant	GBKQU1935541	47
bass music	bass music	1Zm59TJsd9xtEnabhy1IeF	Bok Bok,Kelela	Melba's Call	GB5P51400005	1
bass music	bass music	53XQGmK6lSdatg3VLoXjcd	The Bug,Flowdan	Pressure (feat. Flowdan)	GBCFB2100427	43
bass music	bass music	3K5yco4dmG5L3mR554riLv	Lapalux,Kerry Leatham	Without You (feat. Kerry Leatham)	GBCFB1207506	8
bass music	bass music	1EyG5yh5XW4u80AiuYIBJF	JIMMY EDGAR	HYDRANT	QMGMW1600126	40
bass music	bass music	6CbVzNtkzOxZwlNtiHM7Mv	Kuedo	Salt Lake Cuts	US78Q1110235	25
bass music	bass music	3l09umg0wPgHQLiQFK89jp	Cosmin TRG	In Your Body	DEPL91690011	17
bass music	bass music	1IhY2i0jpvR5hGY9jdFvxv	Overmono	So U Kno	UKLTE2100202	54
bass music	bass music	2BMMC8iMpMnxpzcHKIT8vk	El-B	The Club	GBLFP2145536	23
bass music	bass music	5VET9jvlc1HfkulQdqjKDJ	Lee Gamble	Hyperpassive	GBLZC2100052	25
bass music	bass music	6oDzrk6RkZ9p2Py7ioozJN	Cooly G	Love Dub	GBLZC0900008	5
bass music	bass music	6FOW4afZzzl8eqNKnvNTsV	Joker,Bassnectar	Midnight - Bassnectar Remix	UK7BN1415018	43
bass music	bass music	4oFu3g6aVXSowKQX0TSnO6	Hodge,Simo Cell	You Think Too Much	GBRYX2100324	35
bass music	bass music	0bL30VdNJH5M1HsJDxXzOU	Jam City	Cartwheel	USLZJ2052943	41
bass music	bass music	5jJPcImQkogKdwsVS36zH7	Mount Kimbie,Micachu	Marilyn	GBBPW1700087	57
bass music	bass music	2LDbHa87vrruqNVfN5Qkdp	Dauwd	La Nota	DECY52101646	43
bass music	bass music	3U8DW25FSajJzQXgApAJ0B	Clark	Lambent Rag	DEN962003560	48
bass music	bass music	6MKJtfmhG5TzFOFznUTW0f	Headhunter,Modeselektor	Prototype - Modeselektor's Broken Handbrake Remix	GBQGW0900022	14
bass music	bass music	428mQlrmH9aNpwMHEv9DLp	Africa HiTech	Out In The Streets	GBBPW1100068	23
bass music	bass music	6GCvxithTmls2pMBqjFJBY	Shed	Menschen und Mauern	DELG71401107	37
bass music	bass music	1020knNWczuxGSlQca08Wy	Call Super,Parris	Chiseler's Rush	GBHLW1902766	35
bass music	bass music	53Xsyg5W3LkxOJglyq1l5o	Lunice	Get Right	GB5P52100036	42
bass music	bass music	2yfwsPdMkXl0a3eE7aVnbr	Hackman	Forgotten Notes	QZMEP2036924	43
bass music	bass music	35QvvVfejRP2bt6Lo87yR2	Darkstar	Wolf	GBBPW2000005	36
bass music	bass music	4TUYvlr3fiFUGuRgFncGf8	Dark0	Shining Star	SE5AJ2101314	34
bass music	bass music	0aMmy2agSU2s1o76L4GPqE	Appleblim	Unfound	DEU671704026	12
bass music	bass music	4VgUowZY6Ua0OOWBClk87p	Cid Rim,Jessica Winter	Is This Love	GB5P51900163	42
bass music	bass music	7ko64FZgc63TnZuYhusU21	George FitzGerald,Lil Silva	Roll Back - Single Mix	GBCEL1700754	55
bass music	bass music	0GrJncDYaOXhCPf4WGSxkx	Goth-Trad,Max Romeo	Babylon Fall	GBZSU0900133	27
bass music	bass music	4ZOv9mx6Lz7RRaBFi5UNaE	Nosaj Thing	Aquarium	USTC10662957	55
bass music	bass music	73hohuAXO9JeET4HI94m2S	Egyptrixx,Trust	Chrysalis Records	GBQLP1000591	14
bass music	bass music	35M4cbE6QoUF5b3SlOR9GS	Breakage,David Rodigan,Newham Generals	Hard	QMDA71468696	41
bass music	bass music	5ckbO8CmrMODju5m4VREsw	Clubroot	Explorer	US3CS0900114	35
bass music	bass music	3TBIk0znaJFFkSIdWQTG2J	Batu	I Own Your Energy	UK9C21900036	36
bass music	bass music	2CzXRSQ9dosUBaYEemtb9C	TRG,Martyn	Broken Heart - Martyn's DCM Remix	GBUMC0700009	23
bass music	bass music	2Mb2RkFgaHvncY1NS0IP0W	Fracture,Nah Eeto	Shada Shada	UKEWB1600175	38
bass music	bass music	6f1S3mOpU4TeoTZOJCmRXl	Floating Points	King Bromeliad	GB4HG1300124	50
bass music	bass music	1cmZcplbRs81rRTNmgqyAF	SP:MC,LX ONE	Hunted	GBQGW1100036	32
bass music	bass music	7pZGrznGCAYV3BImx3qNaS	Tessela,Special Request	Hackney Parrot - Special Request VIP	GBEXH1300137	14
bass music	bass music	3VuMvmrQgXoGmuJYXqMtW1	Kromestar	The Progress	UKDXL1600007	37
bass music	bass music	0UZvF6KJhjpUawO1ifNvF4	Benga,Kano	Forefather	GBARL1300170	37
bass music	bass music	6OwxKuQN2FBXN2lB80irPN	Vex'd	3rd Choice - Loefah Remix	US78Q0910375	14
bass music	bass music	0OcbFVB8duEfGpbuelWIAb	Hyetal	Phoenix	GBTQV0800102	14
bass music	bass music	2x1Y1lWgQgTkLFEmcAyu2R	Hudson Mohawke	Chimes	GBBPW1400187	44
bass music	bass music	08FeR6y1Vv4tBDK1ztZi0L	Instra:mental,dBridge	What We Got	GB3H32000030	22
bass music	bass music	5n4uWPmWMbg4XLzrkck25e	Randomer	Bring	GBYYA1300082	43
bass music	bass music	3k8D2XUMuvjtf9QEFMh65W	Deft,Lewis James	Wolf 503 b	UKN6K2001772	35
footwork	bass music	2JsQdDbuwFYNwykifahaYL	DJ Rashad	In Da Club Before Eleven O' Clock	USAQB0670145	38
footwork	bass music	5nvE83ieA4Qd74wU6cYtE0	DJ Manny	Get the Money - SBF14	GBENT1661057	37
footwork	bass music	2cwHyxEYfSwYo4vJ8cNJPm	RP Boo	All My Life	USA2B2101824	26
footwork	bass music	2mI20kUdIyOaAhtgeonE4g	DJ Spinn	Bounce N Break Yo Back	USLDS0700006	35
footwork	bass music	2Yzr6qAp9KkM4PQRxWQLMA	Traxman,dj funk	Burn da Roof	FR10S2089681	26
footwork	bass music	1XHBrciEOk88g5toN30LNS	DJ Earl	Another Chance - SBF17	DGA062021214	28
footwork	bass music	50KSiIg5g7y1yHQvOJwrTY	Jlin	Embryo	USA2B2102745	36
footwork	bass music	4uyr9QO1Cwph8bsb9Vqr19	DJ Clent	Bounce	USAQB0515003	18
footwork	bass music	2NL4vtuwxdECQt2MYZNKQO	DJ Taye,DJ Manny	Burnin Ya Boa	GBLZC1600093	3
footwork	bass music	4LRO9HYD3wmiZYQgoZObRa	DJ Roc	Girl Wen U Dance	US78Q1010266	7
footwork	bass music	7zBbv144qXydaudgNahLKa	DJ Paypal	You Got Me	UK2HK1500008	31
footwork	bass music	3YLB9WkFuAGX3D3Nemwbm3	DJ Elmoe	Whea Yo Ghost At, Whea Yo Dead Man	US78Q1010274	13
footwork	bass music	6dEbhgdSTFi8xN3jTMKtVH	Boylan	Bullet Proof Soul	US78Q1110260	7
footwork	bass music	482LwhKAFCovzKuj61s22Q	DJ T-Why	Juice	US78Q1110268	7
footwork	bass music	6USB9rw5iW05UUmnvC1sXI	Scratcha DVA,:3lON	Flex	GBLZC2100059	27
footwork	bass music	3rBZmWCGWG7DsCjCWjIPlq	Tha Pope	Jungle Juke	US78Q1010276	10
footwork	bass music	0oFaGC7765v7K8SZjMXO99	DJ Deeon	Shake What Your Momma Gave Ya	US-AQB-05-00227	41
footwork	bass music	7Ig4fHD2A3cWBBN9hQNnEA	EQ Why	Big Booty Savage	GB8KE1959630	15
footwork	bass music	7HhdY9wiUtNaISL1SjvtR0	Slick Shoota	WAREHOUSE 2K	UKF4T1600099	15
footwork	bass music	4CQSClkhQi4zrNMKEzHxQ2	DJ Trouble	Bangs & Works	US78Q1010286	16
footwork	bass music	1eGt4R6TCwzW8vEsouij5P	DJ Yung Tellem	Freddy Vs Jason	US78Q1010289	4
footwork	bass music	1lmDirR4UAkASE5qtrgUlo	Young Smoke	Wouldn't Get Far	US78Q1110271	11
footwork	bass music	3uw32kdER4X6PSlb86EdgH	DJ Lil Rome	I Go Hard	US78Q1010292	2
footwork	bass music	2QPNVFzdiP6ydg185C1ZGa	Jana Rush	Moanin'	USA2B2101490	28
footwork	bass music	4r45lny75v99ObRCyoqVUO	DJ Diamond	Africa	USLZJ1618136	13
footwork	bass music	7hgue2CGpzs1SCP9VswVyJ	Machinedrum,Freddie Gibbs	Kane Train	GBCFB2000356	50
footwork	bass music	7htbR6NeX1WqRfAtjVGC9u	DJ Nate	Freezing Spark	SEYOK1669422	5
footwork	bass music	5WkV3eBubVcO0FMQJGDK7J	Cakedog	Slide Thru	US25X1088263	31
footwork	bass music	2nBzLC3myP3HZRc4qmwwMW	DJ Pillsbury	BedRock - Juke Remix	US-AQB-09-70597	7
footwork	bass music	61xpEOXXOurT1xrblkz2Lv	DJ Heavy D	Baile	USUYG1325501	1
footwork	bass music	3MHwMUph6S3IAh1wSVV9TN	Dj Hilti	Down My Ass	US-AQB-09-70544	2
footwork	bass music	1SZ5Q4PdUbdgm8Mwl6KOmq	Zomby	Tears in the Rain	GBHLW1210678	35
footwork	bass music	0RcBR08fPmAWIsRKbMV6U3	DJ Swisha	If the Shoe Fits	QZFZ52142204	20
footwork	bass music	3LHHQcC2rObGJvocgzsekp	Kush Jones	Earth Note	USYBL2001135	29
footwork	bass music	7rIRJAmh0O95o0LM3G5UZU	P Roq	Ain't On Shit	FR6V80763185	1
footwork	bass music	4ZiXtXiNDT5HRuU1jbHUIB	Wheez-ie	Shut the Door	QZPKS2100020	7
footwork	bass music	5jI2dUCSi7BUupLnve1zi4	Kode9,The Spaceape	9 Samurai	GBLZC0600030	29
footwork	bass music	0TnVZ2ObWc4TeRZiFUEIoL	DJ Orange Julius	Still Geekin'	CH6541716220	19
footwork	bass music	45AwkbYypZWEGFuwQcMiOm	Actress,Sampha	Walking Flames	GBCFB2000429	44
footwork	bass music	7nG0DSx8jFaXKye6yu9NJr	DJ Nate,Basic Rhythm	Get Off Me (Betta Get Back) - Basic Rhythm Remix	USA2B2059411	11
footwork	bass music	2QgecGi71ZNzkGwbtLG9T3	DJ Flawlez	Dreaming	GB-SMU-09-16778	2
footwork	bass music	3Rh2b8PilAA8SpDryX6VI3	Dj Mc	Y Fall	US78Q1110254	3
footwork	bass music	6voLFJjRfOXTQvEfiIVEcV	Philthkids	Pleasureforce	GBKQU1462893	1
footwork	bass music	3sOMJ4Xin94zWUUeTfUzAf	Cocky Balboa	Smoke Weed - Juke Mix	USAQB0970719	3
footwork	bass music	0RjXKQF4KaYn8YknNBbrr8	DJ Remi	Mario's Juke Castle - 09'	USAQB0870421	1
footwork	bass music	5u9GcdHCv0jz0vr5nugx1B	DJ Metro	Burn Dat Boi	US78Q1110252	6
footwork	bass music	1M2apaNexqdF5rxzjH8y8e	Chrissy Murderbot,DJ Spinn	Bussin Down	US78Q1110133	8
footwork	bass music	5aw6wlvPeUjqHnA3iNhUnd	DJ Jana Rush	Moonunit	US-AQB-09-70593	0
footwork	bass music	3yWdV22fCsCjRPG0u3KHsb	Cedaa	Nippon	USYBL1200271	2
footwork	bass music	20YfhQiwRzzQgrltg5rGE5	Addison Groove	Changa	FR10S1780874	38
footwork	bass music	1G4ze2TsllzSQYNsq9Boms	Dj Thadz	Wild 100	GBWUL2044556	6
footwork	bass music	5lt0Mr04tGEviTpVsaonSE	Skimatix	Scwm	DEAR41313089	1
footwork	bass music	1SkkmBiMlf4T1GqJRb0mNk	Prime Slime	Ain't Nobody	FR6V80894372	0
footwork	bass music	53XvPtltASTNDLpYZepqx1	Raoul Juke	Ravaged	FR6V81365970	1
footwork	bass music	7gsIyrySbXtA6iEj1vTopV	Umbertron	Extinction	GBKQU1943208	4
footwork	bass music	49qVBcBVofLElI6Lnt0PXk	Lil Jabba	Grotto	GB2DZ1600057	7
footwork	bass music	1AjIovtnd9gh1zF9pal8Ob	Equiknoxx,Shanique Marie,Bobby Blackbird,Time Cow,Gavsborg	Jump!	JMF381800001	33
footwork	bass music	2hCzFwum7ZZyd71mTYwSu7	DJ Chi-C	DJ Chi-C Juke Intro	SEYOK1128828	6
footwork	bass music	0Zfb4KkYD17Mu2rLC6Fluz	foodman,Cotto Center	Sanbashi	GBLZC2100028	35
footwork	bass music	3KWCiukh9bilnmJ7A67Pna	DJ Tre	DNB Spaceout	GBLZC1400103	11
footwork	bass music	35IlONRZh770GBVlnU1lc9	Sully	Vérité	FRIDO1911725	39
footwork	bass music	5I9G5bv5bBif0OoAHKIi7V	Paisley Parks	Remember	DEAR41313087	3
footwork	bass music	5XQ724AwDA1HLQjce4HbVL	DJ Calez	Dooms Day	USLU40700058	0
footwork	bass music	0oTZYBhGOGEICTx6jtBvQg	DJ Clap	Hopeful Hearts	US25X1085466	5
footwork	bass music	4VNbsxa0Er2514qvwJvrPM	DJ Slugo	Wouldn't You Like To Be A Hoe Too	USK4X0700032	31
footwork	bass music	7cv19EbwpT9f639oZIZHiq	Ripatti	filthyfresh	USA2B2100275	6
footwork	bass music	0tmjUr9tnjQzvd70tdViKj	DJ Jana	Old Skool Trk 1	US-AQB-09-70602	0
footwork	bass music	7e1fgHZs618JQLZhuRCOpA	DJ Rome	Showtime	US78Q1110257	2
footwork	bass music	6a8OclafuEHVZrIDgDt4Pb	Anti-G	Reggeaton Man!	US78Q1110163	0
footwork	bass music	6yCAoLlbFMZhvgtflYNfa2	Keiska	Wounded by the Million, Healed One by One	QZFZ42082361	0
footwork	bass music	5nAEhk6W0vOPFeNhp4X8Ho	Slumber Party Massacre	Pull the Mic	FR6V81365968	0
footwork	bass music	6iun7VGSriKcSBFf74sC3A	DJ Ty	I'm Trippin'	USAQB0670123	0
footwork	bass music	1T7BgOvzf2pNKs6vTGfw99	Dream Continuum	Set It	US78Q1210020	14
footwork	bass music	1h9tm5LbvWr2hH1TOZlm1q	Beus Bengal	G13 Amnesia	FR3Y90900192	0
footwork	bass music	3b7FQyOx0Rgl3XVSdvN2X4	Maddot3	Puta Cabrona - Original Mix	GBKQU1598160	0
footwork	bass music	6vTqDEfTinb4a92DNpGgcr	Heavee	8 Bit Shit	GBLZC1400113	12
footwork	bass music	1kL7j5EEuv6lp4730uFwfy	DJ Chi Boogie	Move Your Body	USAQB0670185	1
footwork	bass music	5r4ZtJLtLbMufaMw8UBK6Q	Dj Tameil	Rude Boy Giddy Up	FR6V81150556	28
footwork	bass music	6x5GocUaxkUhUnSACQbU5y	Girl Unit,Kelela	WYWD	GB5P51900078	34
footwork	bass music	6lEFi0B4E7tYgN7ahY7HlB	Taso,DJ Rashad,DJ Spinn	New Start	UKF4T1600009	21
footwork	bass music	4fHBDvQjpnnnPnY1jXknoz	Sepalcure	Pencil Pimp	GBHQT1100051	26
footwork	bass music	6CbVzNtkzOxZwlNtiHM7Mv	Kuedo	Salt Lake Cuts	US78Q1110235	25
footwork	bass music	2PxscFf3YspoycNKaPBPKQ	Ital Tek	Open Heart	USA2B2055403	32
footwork	bass music	7tu5j66EByXFft0bcReEpF	dj milton	The Spectre - Extended Electro Mix	ZAC011600489	26
footwork	bass music	2bHjnWQhTuVDNWpoYUhEb4	Distal	Flowers	USYBL1600664	16
footwork	bass music	3EQA4h2oX2HsqUXwmb9EMs	Dj Spaldin	Nycfw	QM4DW1515201	13
footwork	bass music	7fBbUkOQYS8Qfuwp5k9nCM	DJ Chip	Utopia	GBKPL1151283	0
footwork	bass music	5QQsqMrXTyNlmZSgsBJTd8	DJ C-BIT,DJ T-RELL	Back 2Da Basics	SEYOK1842356	2
footwork	bass music	09IT6ZbPsY5EioVEqeyq4j	Cajmere,Dajae	Brighter Days - Dajae- Underground Mix '93	USCEI1029801	48
footwork	bass music	4RGPStajqCaPrzq9hfyQvM	DJ Gant-Man	Juke Dat Girl	USYBL0900481	15
footwork	bass music	7peRW5iVUkfil0kQ4uftRh	Dude 'n Nem	Watch My Feet	USA370952936	23
footwork	bass music	2VpNyk111vQhDyHlDwv6qM	DJ Chap	1luv	DEAR41312595	15
footwork	bass music	7sZoUhwMNWctEJLa0erpLA	DJ Greedy	Nation Hoe	SEYOK1304962	1
footwork	bass music	2gesAAMYHOHleTE1YbSznx	Maddjazz	303 Day - Mixed	GBHAD1902054	5
footwork	bass music	7mz5veyCvMNIIHlWjm31NM	Dj KBangz,Dj Spaldin	Kill That FootWork (feat. Dj Spaldin) - Original Mix	USLZJ1506863	0
footwork	bass music	7pGhgWuCl4OTVocLnd9h6X	DJ Rashad,Spinn	Drank, Kush, Barz	GBLZC1300100	6
footwork	bass music	5Yz16i9871q3gFzMjgVx6T	DJ Manny	Never Was Ah Hoe	USA2B2101089	27
footwork	bass music	6z8ZWbTsO7fGLE1QO2Zr6k	RP Boo	Haters Increase The Heat!	USA2B2101826	23
footwork	bass music	1oGd6koqefNYVJ0Rn6EKOW	DJ Spinn,DJ Manny	What You Need	USYBL1201130	23
footwork	bass music	1KzKhPENPl7U9Mi25Qo7ir	Traxman	Get Down Lil Bit - Street Bangers Factory 16	FRS182063835	25
future bass	bass music	6of2wpwEfFaxH7nW264R2O	JKuch,Adam Tell	Data Loss	QZ4JJ1831023	42
future bass	bass music	0yxqE17S8mauxiv10mMVS0	Duumu,sundial	Keep You	CA6D21800106	44
future bass	bass music	28ipV6hkWWpUk4DZ5dU7lX	Rome in Silver,Beach Season	Skin	CA6D22000170	50
future bass	bass music	1KxLWCQJG4RSeymZdHhDOV	Robotaki,Mike Clay	Brooklyn '95	QM24S1827127	48
future bass	bass music	0b4FAp9BjRoh9MmCs3TI0D	Laxcity	Grateful	QMBZ92065366	50
future bass	bass music	3Bi5Rw7VoxyfXPBDGQKObV	smle,Nick Smith	Weightless	CA6D22000329	54
future bass	bass music	2Gt94qSL9EImDLGm6Jlu3S	Knapsack	Synth Grass	QZES61969409	45
future bass	bass music	0Ly2USSlv6gnBItSVuhhhS	sober rob,Trevor Daniel	Gone	USA2P1915446	44
future bass	bass music	1cydoZG0OjIrRNddnDRKUD	Former Hero	Redwood	QZES81981545	43
future bass	bass music	6dO718ifYwuMljavDSLTTD	KRANE,Lemay,Ahsha,Hex Cougar	Chemical (feat. Ahsha & Lemay) - Hex Cougar Remix	USDM31800301	50
