PROLIFIC_PID,d_score,o_score
6170ab07c9a3ea327b2b106c,0.169,5
5f5c0afb55bc9f3eced6f307,-0.026,4
60d3073ad8226faf632f6ef7,0.09,5
5c6af6b781d8da000100d460,-0.792,4
