acid house	https://open.spotify.com/playlist/17buGP6jTSgqYoV4NwkMdX
acid jazz	https://open.spotify.com/playlist/7vyHBfRfPOT8Sxy87P5osJ
acid techno	https://open.spotify.com/playlist/1f0ODk7IQYTRx3PxZlCeAy
acid trance	https://open.spotify.com/playlist/0rSDQ760FMUfBOFSAlnC8M
acidcore	https://open.spotify.com/playlist/23TcHEHll7Ds78hkaiohPx
afro house	https://open.spotify.com/playlist/6JBXZSjISi9ugN1Q0Ku9cN
afroswing	https://open.spotify.com/playlist/5cxxxlEnpCUjwB3YdHMYEd
aggrotech	https://open.spotify.com/playlist/710IY6IOVa3h64CvE0INWb
alternative dance	https://open.spotify.com/playlist/5LwcdWTCx2JoWeVVWOYsGj
alternative hip hop	https://open.spotify.com/playlist/2kHQTJJWXc54i8mX8ndYdf
amapiano	https://open.spotify.com/playlist/7xgfzFRkpWzI55LljwwuhO
ambient	https://open.spotify.com/playlist/6CIyPj34GTpAkNwoWToLNT
ambient house	https://open.spotify.com/playlist/6nwKOBp5s1ESz8zie6WBUf
ambient industrial	https://open.spotify.com/playlist/6SjDZKf8ke13f8E3v1XAQ8
ambient techno	https://open.spotify.com/playlist/4K8cqoXccxo7fPmBEqVKQm
azonto	https://open.spotify.com/playlist/2i8bdWfRsaWbyrwBEZauU2
bass house	https://open.spotify.com/playlist/5ITCoz5fDeGlbKyNmwKXoG
bass music	https://open.spotify.com/playlist/0I8grtFFc4NxQ28GwWDCsW
bassline	https://open.spotify.com/playlist/3Lp89wmns5SSt3U8wYWcK3
berlin school	https://open.spotify.com/playlist/2jgy57TEf9gpe5wRZ4cPDF
big beat	https://open.spotify.com/playlist/370tEYE4lZui1vrufdq7xy
bitpop	https://open.spotify.com/playlist/5QV9DIzmUFiUiyBGWWAuGc
bleep techno	https://open.spotify.com/playlist/74l4cXfulumPoQ7EyasgY8
boogie	https://open.spotify.com/playlist/4vLb33ufLI6jjyGh4jpz9P
brazilian bass	https://open.spotify.com/playlist/1rhRPl3CJrszlIzllhvW25
breakbeat	https://open.spotify.com/playlist/1yckyfEZtFkkq7UPXHbLwi
breakcore	https://open.spotify.com/playlist/3OBvO6hmsS5BsYbciDddW7
broken beat	https://open.spotify.com/playlist/1rnJHknpDL8e9EjJeI7d1V
brostep	https://open.spotify.com/playlist/6dvgLyeXG3HLGqtMa8wAX0
bubblegum dance	https://open.spotify.com/playlist/2FYJ3kw41qQGBtIDhusO7L
chicago house	https://open.spotify.com/playlist/6Wel9lJLvOpiZHBJNF19jn
chillstep	https://open.spotify.com/playlist/22pjJtfW7sA4PiaruUB5yN
chillwave	https://open.spotify.com/playlist/5pDD5tz9aQULzowpuKMSep
chiptune	https://open.spotify.com/playlist/1LFNDgI96e297dxed2dZZa
complextro	https://open.spotify.com/playlist/3N0R1GcrhHAvCmSSMJumJT
dark ambient	https://open.spotify.com/playlist/1mhHpC0idew8lgWQkEJnOL
dark electro	https://open.spotify.com/playlist/6E9jkAu1N93vNa0DZqVNmL
dark psytrance	https://open.spotify.com/playlist/4p7LvTTcCt83rvC5tXPVnR
dark wave	https://open.spotify.com/playlist/4ac3WdJSdYTu4MeN4MWzEX
darkstep	https://open.spotify.com/playlist/2oUR5RTzUhtwJypKmhuxdG
darksynth	https://open.spotify.com/playlist/7mr4rvyCkgD2fuNdPGYQw9
death industrial	https://open.spotify.com/playlist/5Wh6LBCI5BX6VVLfkcJ1g6
deconstructed club	https://open.spotify.com/playlist/3uwJeZkSKE219OiTdOV0b0
deep house	https://open.spotify.com/playlist/4ZRv1fFjjwpgAcosytT3bd
detroit techno	https://open.spotify.com/playlist/6eKMGlc0PX3mNLAJOFUDUB
digital hardcore	https://open.spotify.com/playlist/2fqbzU1sBBZ3gW61Q7qYhp
disco house	https://open.spotify.com/playlist/7tW3eTmzzYNNyEmi9qHdQC
disco polo	https://open.spotify.com/playlist/1HwHGzGFWk5nhDkezPcOAK
diva house	https://open.spotify.com/playlist/0kAFZCbHemKb8RxZhDPZbv
doomcore	https://open.spotify.com/playlist/3OFavLb9tW7gAThaWdthHx
downtempo	https://open.spotify.com/playlist/5zxj55xrB53As97uvt5x8x
dream trance	https://open.spotify.com/playlist/0m1icO5Ea5t8btM4xQ7mHT
drone	https://open.spotify.com/playlist/0HIfTbD7gaDP0rVPqSPNhX
drum and bass	https://open.spotify.com/playlist/18b0DBiqVtRuj34OKPCgj6
drumfunk	https://open.spotify.com/playlist/5i3nz8m7XR6D7PUoIchxW8
dub techno	https://open.spotify.com/playlist/13Kst5O4iuiTXwJcbBTJ26
dubstep	https://open.spotify.com/playlist/0ZYFF9tPuPq2YNMRNhQZJt
dungeon synth	https://open.spotify.com/playlist/6kLG3oulPcD3Q2cOEuO4fV
dutch house	https://open.spotify.com/playlist/2A2qSpDa4K8gD55D7sDJe7
electro house	https://open.spotify.com/playlist/4luNnGhISZdURbFcCl2dB6
electro swing	https://open.spotify.com/playlist/5oDNHd53EGh5BoiWGYIqH0
electro-industrial	https://open.spotify.com/playlist/0ZVLhUadGf0IkCOecGIgtf
electroacoustic improvisation	https://open.spotify.com/playlist/2jGo6vr6swUBugWe7n2bzj
electroclash	https://open.spotify.com/playlist/2lvWEEJ981sRN5GQzBvayl
electronica	https://open.spotify.com/playlist/6I0NsYzfoj7yHXyvkZYoRx
electronicore	https://open.spotify.com/playlist/3Ma38ruHiz5DzF1Pb4sY1Y
ethereal wave	https://open.spotify.com/playlist/54eDlcyhSBrHMt6dbHyFWp
euphoric hardstyle	https://open.spotify.com/playlist/7kUeKVMrA3eMZNP4p8HKVi
eurobeat	https://open.spotify.com/playlist/2FxGFGXJi4yawmWPH5ZYJP
eurodance	https://open.spotify.com/playlist/4jw4G9J55p7tXV2xEAGUj4
fidget house	https://open.spotify.com/playlist/6vat2V2zBVw4cVQyp62EBQ
folktronica	https://open.spotify.com/playlist/6JPd0xG3fBmhUSlxsTfPyW
footwork	https://open.spotify.com/playlist/2TGq3rEqYHLaHh8cFyg8vm
frenchcore	https://open.spotify.com/playlist/3b9YnVCg1sEUoXlRwQvBV2
funk carioca	https://open.spotify.com/playlist/1aAckG2NI0cuL7QDKVeV2N
funky house	https://open.spotify.com/playlist/1ZwOZItEvdtWZuTVFQfwJs
future bass	https://open.spotify.com/playlist/0HL0ITC4buCPYJaJHqwbMm
future funk	https://open.spotify.com/playlist/7t0fe3aPR0OoVQQi6VDkeC
future garage	https://open.spotify.com/playlist/62T9WUAB2E7Xw6PmHRSlaQ
future house	https://open.spotify.com/playlist/2u6y2dDw8lKwW389jYEMoN
futurepop	https://open.spotify.com/playlist/5kLBrUOkzY9M7hbXfNE98t
garage house	https://open.spotify.com/playlist/1QOMMQeQ9X79U3JtRZXy57
ghettotech	https://open.spotify.com/playlist/0zturCsng8jMo3Pf2EXufv
glitch	https://open.spotify.com/playlist/27smuYGRZZl9q0BCwda8en
goa trance	https://open.spotify.com/playlist/7iuklwaJAAJFkN7FEGPDvo
gqom	https://open.spotify.com/playlist/0V6rAUFWyVrTdxt701eZDh
hands up	https://open.spotify.com/playlist/29l2v5sGaKTBwZd9I74CfA
happy hardcore	https://open.spotify.com/playlist/17TwTPITOWP0Ep9joASCrm
hard trance	https://open.spotify.com/playlist/3S1y29gI6Wpchw9YCBHXM9
hardcore breaks	https://open.spotify.com/playlist/3Xf5DQq60Gssc5ccah89wW
hardstyle	https://open.spotify.com/playlist/49gROGYXXsoGl3DQxGcmdb
hardvapour	https://open.spotify.com/playlist/3uxKTCL9tzfBk4waAP3u9F
hauntology	https://open.spotify.com/playlist/7yKED2Klt77liZOLVAwzma
hi-nrg	https://open.spotify.com/playlist/3Bf2Oreyh9819D3Mgf3tnK
