genre	pl_id	artist_name	track_name	track_pop	track_isrc
footwork	spotify:playlist:2TGq3rEqYHLaHh8cFyg8vm	P Roq	Ain't On Shit	0	FR6V80763185
footwork	spotify:playlist:2TGq3rEqYHLaHh8cFyg8vm	DJ Jana Rush	Moonunit	0	US-AQB-09-70593
footwork	spotify:playlist:2TGq3rEqYHLaHh8cFyg8vm	Raoul Juke	Ravaged	0	FR6V81365970
footwork	spotify:playlist:2TGq3rEqYHLaHh8cFyg8vm	Prime Slime	Ain't Nobody	0	FR6V80894372
footwork	spotify:playlist:2TGq3rEqYHLaHh8cFyg8vm	DJ Calez	Dooms Day	0	USLU40700058
footwork	spotify:playlist:2TGq3rEqYHLaHh8cFyg8vm	DJ Jana	No Way Back - Remix	0	US-AQB-09-70604
footwork	spotify:playlist:2TGq3rEqYHLaHh8cFyg8vm	Slumber Party Massacre	My Diamond	0	FR6V80894373
footwork	spotify:playlist:2TGq3rEqYHLaHh8cFyg8vm	Keiska	Watch Your Step 2k12	0	GBKQU1885138
footwork	spotify:playlist:2TGq3rEqYHLaHh8cFyg8vm	Paveun	Let Me Down - Original Mix	0	CA7MB1200015
footwork	spotify:playlist:2TGq3rEqYHLaHh8cFyg8vm	Beus Bengal	G13 Amnesia	0	FR3Y90900192
footwork	spotify:playlist:2TGq3rEqYHLaHh8cFyg8vm	Maddot3	Chip Stackin - Original Mix	0	GBKQU1598159
footwork	spotify:playlist:2TGq3rEqYHLaHh8cFyg8vm	D.J.Fulltono	Not Everything To	0	USQY51535252
footwork	spotify:playlist:2TGq3rEqYHLaHh8cFyg8vm	DJ Chip	Utopia	0	GBKPL1151283
footwork	spotify:playlist:2TGq3rEqYHLaHh8cFyg8vm	DJ Greedy	I Like It From The Back	0	SEYOK1304961
footwork	spotify:playlist:2TGq3rEqYHLaHh8cFyg8vm	Dj KBangz,Dj Spaldin	Kill That FootWork (feat. Dj Spaldin) - Original Mix	0	USLZJ1506863
frenchcore	spotify:playlist:3b9YnVCg1sEUoXlRwQvBV2	Pattern J	Mellow	7	NLE801717019
frenchcore	spotify:playlist:3b9YnVCg1sEUoXlRwQvBV2	Brutal Jesters	Groundshaker - Original Mix	7	NLS161100350
frenchcore	spotify:playlist:3b9YnVCg1sEUoXlRwQvBV2	The Vinyl Raider,Chris RGB	(Pisse Aus Mein Arsch) Ballern	7	GBKQU1787197
frenchcore	spotify:playlist:3b9YnVCg1sEUoXlRwQvBV2	X-Mind,Da Mouth of Madness	Evil - Edit	7	NLE801500757
frenchcore	spotify:playlist:3b9YnVCg1sEUoXlRwQvBV2	Mr. Forte,La Ravage	Psycho Killer	7	FR9W11904318
frenchcore	spotify:playlist:3b9YnVCg1sEUoXlRwQvBV2	Bit Reactors,Vale Blake	Open Your Eyes - Edit	7	ITD131700112
frenchcore	spotify:playlist:3b9YnVCg1sEUoXlRwQvBV2	Dr. Peacock	Trip to Valhalla	66	QZFZ62128726
frenchcore	spotify:playlist:3b9YnVCg1sEUoXlRwQvBV2	Marcus Decks	We Are	6	DEAR41635789
frenchcore	spotify:playlist:3b9YnVCg1sEUoXlRwQvBV2	Billx,Vandal	Rolling Paper - Hard edit	57	FR9W11918655
frenchcore	spotify:playlist:3b9YnVCg1sEUoXlRwQvBV2	Sefa,Dr. Peacock	Everything is a Lie	57	FXQ692100188
frenchcore	spotify:playlist:3b9YnVCg1sEUoXlRwQvBV2	D-Sturb,Sefa	Nothing Like The Oldschool	57	NLFL71800473
frenchcore	spotify:playlist:3b9YnVCg1sEUoXlRwQvBV2	Warface	Fiyah	56	NLFL72100102
frenchcore	spotify:playlist:3b9YnVCg1sEUoXlRwQvBV2	Re-Style,Sefa	Get It Crackin - Sefa Remix	55	NLFL71800173
frenchcore	spotify:playlist:3b9YnVCg1sEUoXlRwQvBV2	Angerfist,Restrained	You Ain't Real	52	NLFL72100255
frenchcore	spotify:playlist:3b9YnVCg1sEUoXlRwQvBV2	Pirate Mind	Sex-drug-frenchcore	5	FR3R21020016
frenchcore	spotify:playlist:3b9YnVCg1sEUoXlRwQvBV2	Vendettah	Army of Hell	5	QMFME1395641
frenchcore	spotify:playlist:3b9YnVCg1sEUoXlRwQvBV2	Kaali,Ketanoise,Simon force	Monsters	5	NL-D23-17-01174
frenchcore	spotify:playlist:3b9YnVCg1sEUoXlRwQvBV2	Partyraiser,Bulletproof,Sefa	Monster - Sefa Remix	48	NLFL71800400
frenchcore	spotify:playlist:3b9YnVCg1sEUoXlRwQvBV2	Darktek	Les kassos	48	FR0U91700106
frenchcore	spotify:playlist:3b9YnVCg1sEUoXlRwQvBV2	Partyraiser,Repix	Ode to the Godfather - Radio Edit	48	NLS241700670
frenchcore	spotify:playlist:3b9YnVCg1sEUoXlRwQvBV2	Deadly Guns,Malice	The Upside Down	47	NLFL72100443
frenchcore	spotify:playlist:3b9YnVCg1sEUoXlRwQvBV2	Rooler	DISCOTEK	47	GBKQU2066809
frenchcore	spotify:playlist:3b9YnVCg1sEUoXlRwQvBV2	Project One	Luminosity - Edit	47	NLH2L1700074
frenchcore	spotify:playlist:3b9YnVCg1sEUoXlRwQvBV2	Miss K8	Out Of The Frame	46	NLFL71800465
frenchcore	spotify:playlist:3b9YnVCg1sEUoXlRwQvBV2	Remzcore	DabeDIE	43	QZES81810547
frenchcore	spotify:playlist:3b9YnVCg1sEUoXlRwQvBV2	Remzcore	Dynamite	43	FR9W12110976
frenchcore	spotify:playlist:3b9YnVCg1sEUoXlRwQvBV2	Radium	Oh My Core	42	ITD131800060
frenchcore	spotify:playlist:3b9YnVCg1sEUoXlRwQvBV2	Mr. Ivex,Levenkhan	Mind Is Everything	40	FR9W11918078
frenchcore	spotify:playlist:3b9YnVCg1sEUoXlRwQvBV2	LE BASK	Hardcoriste	40	FR2W00700053
frenchcore	spotify:playlist:3b9YnVCg1sEUoXlRwQvBV2	Radium,Vandal	Fatty Fatty	40	FR0U91204456
frenchcore	spotify:playlist:3b9YnVCg1sEUoXlRwQvBV2	Skoza	Last Prayers - Original Mix	4	USLZJ1402428
frenchcore	spotify:playlist:3b9YnVCg1sEUoXlRwQvBV2	Prototype Hardcore	BOOM HEADSHOT - Original Mix	4	USLZJ1269477
frenchcore	spotify:playlist:3b9YnVCg1sEUoXlRwQvBV2	Floxytek,Dr. Peacock	Boom	39	FR9W11825272
frenchcore	spotify:playlist:3b9YnVCg1sEUoXlRwQvBV2	Nosferatu,Hellsystem	Adrenalin Pumping	39	NLQS92100057
frenchcore	spotify:playlist:3b9YnVCg1sEUoXlRwQvBV2	Destructive Tendencies,Warface,Sefa	Release The Kraken - Sefa Remix	39	ITYVC1800045
frenchcore	spotify:playlist:3b9YnVCg1sEUoXlRwQvBV2	Maissouille,Mr. Bassmeister	Cocaïne	38	FXQ692100160
frenchcore	spotify:playlist:3b9YnVCg1sEUoXlRwQvBV2	Floxytek,Tanukichi,USAO	Cobra	38	FXQ692100251
frenchcore	spotify:playlist:3b9YnVCg1sEUoXlRwQvBV2	The Sickest Squad	Zombie	37	ITD131600235
frenchcore	spotify:playlist:3b9YnVCg1sEUoXlRwQvBV2	Andy the Core,Republic	Takin' Over	37	NLFL72000313
frenchcore	spotify:playlist:3b9YnVCg1sEUoXlRwQvBV2	Sprinky	Still Waiting	37	NLS161700952
frenchcore	spotify:playlist:3b9YnVCg1sEUoXlRwQvBV2	Nosferatu	The Hood	37	NLQS92000084
frenchcore	spotify:playlist:3b9YnVCg1sEUoXlRwQvBV2	Andy the Core,Nightshift	Moshpit	36	NLFL72000198
frenchcore	spotify:playlist:3b9YnVCg1sEUoXlRwQvBV2	Lab-E,X-Treme	So Strung Out	35	ATR981226249
frenchcore	spotify:playlist:3b9YnVCg1sEUoXlRwQvBV2	Maissouille	Frenchcore Cancan	35	FXQ692000002
frenchcore	spotify:playlist:3b9YnVCg1sEUoXlRwQvBV2	Sprinky,Death Faction	Kryptonite	35	NLS161801329
frenchcore	spotify:playlist:3b9YnVCg1sEUoXlRwQvBV2	JKLL	I Don't Care	33	FR9W11927740
frenchcore	spotify:playlist:3b9YnVCg1sEUoXlRwQvBV2	Fant4stik	Reptilians	33	FR0U91500993
frenchcore	spotify:playlist:3b9YnVCg1sEUoXlRwQvBV2	LE BASK	Shepper Armada	33	FR2W00900029
frenchcore	spotify:playlist:3b9YnVCg1sEUoXlRwQvBV2	Destructive Tendencies,Partyraiser	Sound Becomes Two	33	NLFL71800389
frenchcore	spotify:playlist:3b9YnVCg1sEUoXlRwQvBV2	Deathroar,Dr. Peacock	Su Le Mani - Radio Mix	32	NLS161802179
frenchcore	spotify:playlist:3b9YnVCg1sEUoXlRwQvBV2	Maotai	Magic Forrest - Original Mix	32	NLS161600516
frenchcore	spotify:playlist:3b9YnVCg1sEUoXlRwQvBV2	Dr. Peacock & The Whistlers	The Lonely Shepherds	32	NLS161600532
frenchcore	spotify:playlist:3b9YnVCg1sEUoXlRwQvBV2	Deathroar	You Treat Me Just Like	31	NLS161700655
frenchcore	spotify:playlist:3b9YnVCg1sEUoXlRwQvBV2	JKLL,Radium	Come Again	31	NLD231904091
frenchcore	spotify:playlist:3b9YnVCg1sEUoXlRwQvBV2	The Mastery,Pattern J	Perfect Storm	30	ITB841600630
frenchcore	spotify:playlist:3b9YnVCg1sEUoXlRwQvBV2	Mr. Ivex,Dr. Peacock	Up	30	FR9W11909316
frenchcore	spotify:playlist:3b9YnVCg1sEUoXlRwQvBV2	Maotai	Fuck Society	30	NLS161700891
frenchcore	spotify:playlist:3b9YnVCg1sEUoXlRwQvBV2	Cemtex	300	3	FR3R20922008
frenchcore	spotify:playlist:3b9YnVCg1sEUoXlRwQvBV2	Hungry Beat,Digital Violence	Iron Blood	3	DEAR41829614
frenchcore	spotify:playlist:3b9YnVCg1sEUoXlRwQvBV2	Demencia	Break Of Dawn	29	FXQ692100081
