suomisaundi	https://open.spotify.com/playlist/2oDlfDr6DS4hmKtIkLjdTf
synthwave	https://open.spotify.com/playlist/2qlBFnzL6CPxqRwenjrX53
tech house	https://open.spotify.com/playlist/7HxEKL4NF7ZKakfTZiekTr
tech trance	https://open.spotify.com/playlist/2MYwy50KqxrZV0b1kLuI8O
techno	https://open.spotify.com/playlist/50kZecUV5pY2SuJv3Ie0vy
terrorcore	https://open.spotify.com/playlist/0dsJzRtGo230e23L34hllR
trancecore	https://open.spotify.com/playlist/3GL4HNVOg9IqD5jxVpSRp7
tribal house	https://open.spotify.com/playlist/28k2EefJC3hIfubtmcQrIW
trip hop	https://open.spotify.com/playlist/2wrc23l7JdQVcpPIcDGaed
tropical house	https://open.spotify.com/playlist/5Z4GsFxPRJiN9Qme2P9q6H
uk funky	https://open.spotify.com/playlist/4lK54lu5nxD3iMlCXMIQwx
uk garage	https://open.spotify.com/playlist/62PxpGVt45pYZ8O66VVZWP
uplifting trance	https://open.spotify.com/playlist/2bV5j3UH5k9rMxJywzTYKu
vaporwave	https://open.spotify.com/playlist/6R9NIMDGt0sK7k1EggBAhj
vocal trance	https://open.spotify.com/playlist/4pkYvU2Gr39rQZ8JWzbdyc
witch house	https://open.spotify.com/playlist/0qRB6EMArr8xLzHOK7th7o
