PROLIFIC_PID,familiarity,like,playlist
5f92f3106ec462055506c357,2,2,2
606b0d260c8c0c5fd7c854c8,2,5,1
60dc262964386b6c44cc5040,2,2,2
61085eb72ce70a498366f602,1,4,2
