PROLIFIC_PID,d_score,o_score
60d3073ad8226faf632f6ef7,-0.147,5
5c6af6b781d8da000100d460,-0.258,4
5f5c0afb55bc9f3eced6f307,-0.039,3
6170ab07c9a3ea327b2b106c,-0.263,5
