participant	af1:1	af1:2	af1:3	af1:4	af1:5	af1:6	af1:7	af1:8	guttman:1	guttman:2	guttman:3	guttman:4	guttman:5	att0:1	att0:2	att0:3	att0:4	att1:1	att1:2	att1:3	att1:4	testexperiment:1	PROLIFIC_PID	STUDY_ID	SESSION_ID	TIME_start	TIME_end	TIME_total
s.82284961-2e80-46d1-b111-c2ec3d11bc2d.txt	2	3	4	4	4	2	2	2	1	1	1	1	1	4	5	4	5	5	1	4	2	iat.2022-06-04-1111.data.82284961-2e80-46d1-b111-c2ec3d11bc2d.txt	5f6132f075b3fa0ac649fd3c	628b80b06a4f5e7980f97a42	629b1f5f92a117453e962f1b	2022-06-04-11-01	2022-06-04-11-11	10
s.3dc42b9e-22a1-43de-9adf-03cab130294a.txt	2	4	4	4	2	1	1	1	1	1	1	1	1	1	5	2	3	4	3	3	2	iat.2022-06-04-1110.data.3dc42b9e-22a1-43de-9adf-03cab130294a.txt	5f11ccbc1a1a2c08b4a99efb	628b80b06a4f5e7980f97a42	629b1f61cf62753f217427a1	2022-06-04-11-01	2022-06-04-11-10	9
s.8279e047-c941-41b8-a10b-aa3a6fd5b4be.txt	2	4	4	4	1	1	4	4	1	1	1	1	1	4	5	2	1	4	1	4	1	iat.2022-06-04-1110.data.8279e047-c941-41b8-a10b-aa3a6fd5b4be.txt	5f20247996215b06459cdfff	628b80b06a4f5e7980f97a42	629b1f81485eb94173eb6f3a	2022-06-04-11-02	2022-06-04-11-10	8
s.bf4be18a-89c7-41fe-a206-fd1db0c8b387.txt	5	4	3	3	1	1	2	2	1	1	1	1	2	3	4	2	3	4	3	4	2	iat.2022-06-04-1116.data.bf4be18a-89c7-41fe-a206-fd1db0c8b387.txt	5e92f26b444572122fdfe44d	628b80b06a4f5e7980f97a42	629b1fb86801a224a13f1386	2022-06-04-11-02	2022-06-04-11-16	14
s.9279659f-0309-4f92-9cc9-fe4869084792.txt	1	2	5	4	3	1	1	1	1	1	1	2	2	5	5	2	2	3	2	3	3	iat.2022-06-04-1112.data.9279659f-0309-4f92-9cc9-fe4869084792.txt	608539cd54e4230bbaaf4959	628b80b06a4f5e7980f97a42	629b1f8835185aa81536ecc3	2022-06-04-11-02	2022-06-04-11-12	10
s.7a4c7d49-a7af-469b-bcd6-c9b3c295fda6.txt	2	2	4	4	1	1	2	1	1	1	1	1	2	5	4	1	2	3	2	3	2	iat.2022-06-04-1124.data.7a4c7d49-a7af-469b-bcd6-c9b3c295fda6.txt	5d70ec2138ac7e00012f817b	628b80b06a4f5e7980f97a42	629b22af508e6f2844b58792	2022-06-04-11-15	2022-06-04-11-24	9
s.d0e6c4f1-2721-4127-acc5-85a78df6ef70.txt	1	1	4	4	1	1	1	2	1	1	2	2	2	5	4	1	2	4	2	4	1	iat.2022-06-04-1127.data.d0e6c4f1-2721-4127-acc5-85a78df6ef70.txt	61641b8573a9dcd29ba9d87b	628b80b06a4f5e7980f97a42	629b236b18ebadec20e518e5	2022-06-04-11-18	2022-06-04-11-27	9
s.b2a9034e-625f-4604-8d75-d11c7e44d845.txt	1	3	5	4	3	2	3	2	1	1	2	2	2	4	5	4	3	3	3	3	3	iat.2022-06-04-1133.data.b2a9034e-625f-4604-8d75-d11c7e44d845.txt	5f8f1d38e25d2b1306f8e554	628b80b06a4f5e7980f97a42	629b249b5411913b9ef7bae5	2022-06-04-11-23	2022-06-04-11-33	10
s.d0afa6a3-1afc-4ffb-8306-626e95df90ac.txt	2	4	4	4	4	1	4	4	1	2	2	2	2	5	4	1	1	3	3	3	2	iat.2022-06-04-1146.data.d0afa6a3-1afc-4ffb-8306-626e95df90ac.txt	60ecadbc339c0f0e49a9c370	628b80b06a4f5e7980f97a42	629b278507810e26ef299bed	2022-06-04-11-36	2022-06-04-11-46	10
s.7b10f26f-14fd-433c-befc-1524ff28dcdb.txt	1	2	4	4	2	1	2	1	1	1	1	2	2	2	2	4	4	3	3	3	3	iat.2022-06-04-1148.data.7b10f26f-14fd-433c-befc-1524ff28dcdb.txt	60bd04a3749e1ca47e54d3e1	628b80b06a4f5e7980f97a42	629b281ea37a67abab6fb63c	2022-06-04-11-38	2022-06-04-11-48	10
s.f4243915-1658-4f57-bb6c-b5d99190302f.txt	2	4	5	4	4	1	2	3	1	1	1	2	2	4	2	2	2	3	2	5	2	iat.2022-06-04-1155.data.f4243915-1658-4f57-bb6c-b5d99190302f.txt	611cf2fd04c64ae9781b55e5	628b80b06a4f5e7980f97a42	629b29e4aaf42351e237529e	2022-06-04-11-46	2022-06-04-11-55	9
s.7d76e98b-6c73-4967-aeb6-c252ecb1f368.txt	1	2	4	4	4	1	2	2	1	1	1	1	2	5	2	2	1	3	2	5	1	iat.2022-06-04-1203.data.7d76e98b-6c73-4967-aeb6-c252ecb1f368.txt	612ccc537fd00ae8b3e8b95f	628b80b06a4f5e7980f97a42	629b2be104a65058bf1afd14	2022-06-04-11-54	2022-06-04-12-03	9
s.9a273d82-4a96-487d-9362-c642e00a1e85.txt	1	2	5	5	4	2	4	4	1	1	1	1	2	5	4	2	1	4	5	2	1	iat.2022-06-04-1236.data.9a273d82-4a96-487d-9362-c642e00a1e85.txt	60aabff11bad269f664ccbc7	628b80b06a4f5e7980f97a42	629b32c1cee2df0b97ea16d3	2022-06-04-12-24	2022-06-04-12-36	12
s.841fac8f-d8b6-42b3-a1a9-7354e1afa8e3.txt	1	5	5	5	4	1	1	4	1	1	1	1	2	5	5	1	2	3	2	4	1	iat.2022-06-04-1244.data.841fac8f-d8b6-42b3-a1a9-7354e1afa8e3.txt	613d091096ca434d703f77c5	628b80b06a4f5e7980f97a42	629b35697f476bcd2ac536cc	2022-06-04-12-35	2022-06-04-12-44	9
s.a46074f9-80d7-4be5-a560-ea2cca878652.txt	1	3	5	5	3	1	1	1	1	1	1	2	2	5	1	2	3	4	2	4	2	iat.2022-06-04-1248.data.a46074f9-80d7-4be5-a560-ea2cca878652.txt	609e866bea124d8bae2e1ce8	628b80b06a4f5e7980f97a42	629b361a0bb100b54ea73c51	2022-06-04-12-38	2022-06-04-12-48	10
s.69a13f41-87fd-4116-95b4-7db8e945a317.txt	1	1	1	2	1	1	2	3	1	1	1	2	2	3	4	1	2	3	3	3	2	iat.2022-06-04-1300.data.69a13f41-87fd-4116-95b4-7db8e945a317.txt	5d8346167ed176001888204d	628b80b06a4f5e7980f97a42	629b3897e900164b5afd8883	2022-06-04-12-50	2022-06-04-13-00	10
s.dbcb4075-cf29-48b7-8cf9-f1efaa992e85.txt	2	3	4	2	2	4	4	4	1	1	1	1	2	4	4	2	3	4	2	4	2	iat.2022-06-04-1314.data.dbcb4075-cf29-48b7-8cf9-f1efaa992e85.txt	5dcbea3588381e87f60cb202	628b80b06a4f5e7980f97a42	629b3c7c1df00a3d9536e0f3	2022-06-04-13-05	2022-06-04-13-14	9
s.c6142ae2-b4b2-497c-8f30-fa9fe1ff4310.txt	2	2	4	5	2	2	4	4	1	1	2	2	2	5	4	4	2	1	3	2	1	iat.2022-06-04-1334.data.c6142ae2-b4b2-497c-8f30-fa9fe1ff4310.txt	5e85fb52694b68049c112544	628b80b06a4f5e7980f97a42	629b4137649d724abfad42b1	2022-06-04-13-25	2022-06-04-13-34	9
s.0144c626-b455-43df-afc8-3897091e7b89.txt	2	4	4	4	2	2	2	4	1	1	1	2	2	4	5	4	4	3	3	3	3	iat.2022-06-04-1353.data.0144c626-b455-43df-afc8-3897091e7b89.txt	5f33ead9400eee2403448c32	628b80b06a4f5e7980f97a42	629b457425997159bee80920	2022-06-04-13-43	2022-06-04-13-53	10
s.bf55703e-e1fe-456e-b6f3-024598892871.txt	1	1	3	1	1	1	2	1	1	1	2	2	2	5	4	1	1	3	3	3	3	iat.2022-06-04-1427.data.bf55703e-e1fe-456e-b6f3-024598892871.txt	5df76aff2d2185502504d15c	628b80b06a4f5e7980f97a42	629b4d66644807b2081d18c0	2022-06-04-14-18	2022-06-04-14-27	9
s.66cf6228-e6ca-4742-b493-a9908ade7305.txt	1	4	4	5	2	2	1	4	2	2	2	1	2	4	4	2	2	4	2	4	1	iat.2022-06-04-1428.data.66cf6228-e6ca-4742-b493-a9908ade7305.txt	6145dddfa6fcfd396e1f4f1a	628b80b06a4f5e7980f97a42	629b4ddd06866a6060940906	2022-06-04-14-19	2022-06-04-14-28	9
s.f1d60298-a1b0-4bed-bf52-0fe74d2802c9.txt	4	2	5	4	4	2	2	2	1	1	2	2	2	4	5	4	4	4	2	4	2	iat.2022-06-04-1528.data.f1d60298-a1b0-4bed-bf52-0fe74d2802c9.txt	5c39af407aa30a0001ffac91	628b80b06a4f5e7980f97a42	629b4fc4aaa808f48ed13f20	2022-06-04-14-28	2022-06-04-15-28	60
s.24a2ee01-3418-4b1b-8515-698daea7dff4.txt	4	5	5	5	2	2	5	3	1	1	1	1	1	4	4	3	3	5	1	4	2	iat.2022-06-04-1446.data.24a2ee01-3418-4b1b-8515-698daea7dff4.txt	5d39dd63c49dae00016065c7	628b80b06a4f5e7980f97a42	629b4ebed27ad9ff4a682d27	2022-06-04-14-35	2022-06-04-14-46	11
s.96db20d2-a158-41fd-aaad-f9ce08d58dbf.txt	4	3	5	4	2	3	2	4	1	1	1	1	2	3	4	4	4	3	3	3	2	iat.2022-06-04-1510.data.96db20d2-a158-41fd-aaad-f9ce08d58dbf.txt	5f285902166da3151b01faf2	628b80b06a4f5e7980f97a42	629b552600ae2731043d6f2f	2022-06-04-14-50	2022-06-04-15-10	20
s.39dfea6f-fb76-4390-9d91-d1d5a367f8c4.txt	3	4	5	4	3	1	1	2	1	1	1	1	2	4	3	4	3	3	3	4	2	iat.2022-06-04-1512.data.39dfea6f-fb76-4390-9d91-d1d5a367f8c4.txt	5ecd600061398f0bffb5ccef	628b80b06a4f5e7980f97a42	629b58213f9e6737d01f07ca	2022-06-04-15-03	2022-06-04-15-12	9
s.9a353ea7-5e03-4e84-a88e-4ca9bb50ae90.txt	2	3	5	5	4	1	1	2	1	1	1	1	1	5	4	4	2	4	3	4	2	iat.2022-06-04-1532.data.9a353ea7-5e03-4e84-a88e-4ca9bb50ae90.txt	60c939c438c389b49847c08b	628b80b06a4f5e7980f97a42	629b5d049920aa70058f186a	2022-06-04-15-24	2022-06-04-15-32	8
s.dfc91532-c05a-4d81-95a4-a8b4d1a83730.txt	2	4	5	4	1	1	1	2	1	1	1	1	2	4	4	2	2	4	3	4	1	iat.2022-06-04-1538.data.dfc91532-c05a-4d81-95a4-a8b4d1a83730.txt	612fe64ec0e4e3b001e553ef	628b80b06a4f5e7980f97a42	629b5e8cb8e9ebd2dd61e7a7	2022-06-04-15-30	2022-06-04-15-38	8
s.37f36b0e-0462-4afa-8f3a-cd3bc8bb35e9.txt	3	2	4	2	2	1	1	2	1	1	1	2	2	4	4	4	4	3	3	3	3	iat.2022-06-04-1605.data.37f36b0e-0462-4afa-8f3a-cd3bc8bb35e9.txt	605663e5147a7b66e6853a0b	628b80b06a4f5e7980f97a42	629b5fd4a34c48ea37cf5c24	2022-06-04-15-36	2022-06-04-16-05	29
s.366e5860-ef1d-44ec-b2a7-e14a19cb5a97.txt	1	1	3	3	1	1	4	4	1	1	1	2	2	4	4	2	2	4	2	4	1	iat.2022-06-04-1548.data.366e5860-ef1d-44ec-b2a7-e14a19cb5a97.txt	61071bc6d5e086fc27f57884	628b80b06a4f5e7980f97a42	629b605a49bb2f5891f21e54	2022-06-04-15-38	2022-06-04-15-48	10
s.51411bde-bfb7-4e2d-9fcf-98dc0137041c.txt	1	2	4	3	1	2	2	1	1	1	2	2	2	4	3	1	1	4	2	4	1	iat.2022-06-04-1613.data.51411bde-bfb7-4e2d-9fcf-98dc0137041c.txt	60b3576258dd0303232cb158	628b80b06a4f5e7980f97a42	629b644bb622dd34f577a794	2022-06-04-15-55	2022-06-04-16-13	18
s.b04efb53-46ec-44c9-9b86-b4e1ff436a69.txt	4	3	1	2	1	1	2	4	1	1	1	2	2	4	4	2	2	4	2	4	2	iat.2022-06-04-1622.data.b04efb53-46ec-44c9-9b86-b4e1ff436a69.txt	6134fe6f036b9de4fb216cb2	628b80b06a4f5e7980f97a42	629b689a9dca687f2439373d	2022-06-04-16-13	2022-06-04-16-22	9
s.ef931f09-5e3a-4db7-9bde-999a6d26f642.txt	1	1	2	1	2	1	1	1	1	2	2	2	2	4	4	1	2	3	2	4	2	iat.2022-06-04-1644.data.ef931f09-5e3a-4db7-9bde-999a6d26f642.txt	60f5a332d13bb868d7724c52	628b80b06a4f5e7980f97a42	629b6d2aa2de0af67d379865	2022-06-04-16-33	2022-06-04-16-44	11
s.cf2f5e1e-86df-47ed-9285-4fabbc2eec30.txt	1	2	4	4	2	1	1	1	1	1	2	2	2	5	4	2	2	3	2	3	2	iat.2022-06-04-1648.data.cf2f5e1e-86df-47ed-9285-4fabbc2eec30.txt	5ef698a927c8ea38d5bcc192	628b80b06a4f5e7980f97a42	629b6e3afe761df7a0dce56b	2022-06-04-16-38	2022-06-04-16-48	10
s.d6d2c458-76f7-4d98-98a9-3b6b2f9c6ce3.txt	1	3	4	5	2	1	1	1	2	2	2	2	2	5	4	2	3	3	2	4	2	iat.2022-06-04-1705.data.d6d2c458-76f7-4d98-98a9-3b6b2f9c6ce3.txt	60fd945c307626b8b4d4e4dc	628b80b06a4f5e7980f97a42	629b7290c2a6346418e481ae	2022-06-04-16-56	2022-06-04-17-05	9
s.f961b684-d93e-421b-bab5-c733aa6aee39.txt	2	2	4	4	1	1	1	1	1	1	2	2	2	5	3	2	2	3	3	5	2	iat.2022-06-04-1818.data.f961b684-d93e-421b-bab5-c733aa6aee39.txt	5ef36b13c358120b8508ab5d	628b80b06a4f5e7980f97a42	629b83a550902da200a41b3c	2022-06-04-18-09	2022-06-04-18-18	9
s.41913ef9-36d0-4a7e-a227-bd8e4f849c3a.txt	1	3	5	4	3	1	1	2	1	1	1	1	1	5	5	1	2	5	2	3	1	iat.2022-06-04-1916.data.41913ef9-36d0-4a7e-a227-bd8e4f849c3a.txt	60a44015d0ff9f3d81a1a1c8	628b80b06a4f5e7980f97a42	629b91189e2848791956eb5c	2022-06-04-19-07	2022-06-04-19-16	9
s.ddeb5c98-0a2c-4bc1-9492-bd4bd1f7f334.txt	2	1	4	2	1	1	1	1	1	1	2	2	2	3	4	1	1	3	2	4	2	iat.2022-06-04-1951.data.ddeb5c98-0a2c-4bc1-9492-bd4bd1f7f334.txt	5ebc3cc7adb5e706b8021deb	628b80b06a4f5e7980f97a42	629b993edeaeb2726e03f269	2022-06-04-19-41	2022-06-04-19-51	10
s.0bf84e29-38a9-4eb8-8b68-ecccf2b18097.txt	1	2	5	4	1	1	2	1	1	1	1	1	2	5	4	1	4	2	3	3	2	iat.2022-06-04-2017.data.0bf84e29-38a9-4eb8-8b68-ecccf2b18097.txt	5f0471a92ec97b6d1aec7739	628b80b06a4f5e7980f97a42	629b9f756f1b63f83541d4b2	2022-06-04-20-08	2022-06-04-20-17	9
s.6747f5be-f717-4852-9597-e2e265af94c6.txt	4	2	4	3	3	4	2	4	1	1	2	2	2	3	3	4	2	4	3	3	2	iat.2022-06-04-2018.data.6747f5be-f717-4852-9597-e2e265af94c6.txt	5c0fde85d86a170001faa55a	628b80b06a4f5e7980f97a42	629ba046910eafeed4c8b6f1	2022-06-04-20-11	2022-06-04-20-18	7
s.ba45ecf7-6e08-462e-aee3-e30107063f8a.txt	4	3	5	4	1	1	3	4	1	1	1	1	1	4	5	3	2	3	3	3	2	iat.2022-06-04-2055.data.ba45ecf7-6e08-462e-aee3-e30107063f8a.txt	605c984fb45a5c4f390a8c6b	628b80b06a4f5e7980f97a42	629ba798eeb35ff8c0199f5f	2022-06-04-20-42	2022-06-04-20-55	13
s.12039f48-7d4b-4138-aff4-7f345947b10d.txt	4	3	5	4	4	1	2	2	1	1	1	1	1	5	4	4	3	3	3	4	2	iat.2022-06-05-0406.data.12039f48-7d4b-4138-aff4-7f345947b10d.txt	612820047346933da8342f74	628b80b06a4f5e7980f97a42	629c0d5b92e0b2f597a96db6	2022-06-05-03-56	2022-06-05-04-06	10
s.c229f969-ed3f-4041-807b-0444a46667f8.txt	2	3	4	4	3	1	1	2	1	1	1	1	2	4	3	2	1	5	1	4	2	iat.2022-06-05-1216.data.c229f969-ed3f-4041-807b-0444a46667f8.txt	6166e78051425fa22de68491			2022-06-05-12-06	2022-06-05-12-16	10
s.865dd8bc-62ab-4b78-977c-c8ab0cbd01e3.txt	2	4	5	5	3	1	2	2	2	2	2	1	1	4	5	2	3	2	1	5	2	iat.2022-06-05-1318.data.865dd8bc-62ab-4b78-977c-c8ab0cbd01e3.txt	6082f09379b513197ffeb54e	628b80b06a4f5e7980f97a42	629c8eeac86b5c013ccbbb37	2022-06-05-13-09	2022-06-05-13-18	9
s.d6af6551-409c-489a-912d-492074194d18.txt	1	1	4	2	1	1	1	1	1	2	2	2	2	4	4	2	3	4	3	3	2	iat.2022-06-06-0059.data.d6af6551-409c-489a-912d-492074194d18.txt	5f27df9a9858eb0008fd7aa3	628b80b06a4f5e7980f97a42	629d327e28bf4a902e7df8b0	2022-06-06-00-47	2022-06-06-00-59	12
s.fb3eca0a-568f-424f-bacf-f6b75d69c7e3.txt	2	2	5	4	2	1	1	1	1	1	1	2	2	4	4	1	4	4	3	4	2	iat.2022-06-06-0923.data.fb3eca0a-568f-424f-bacf-f6b75d69c7e3.txt	6076dfb3ec881562b02b03a7	628b80b06a4f5e7980f97a42	629da91082f11b7213e25a29	2022-06-06-09-13	2022-06-06-09-23	10
s.d05af560-9717-4922-a0a6-bca53c9c8cc1.txt	1	4	5	5	3	1	2	2	1	1	1	2	2	2	4	1	2	4	4	5	2	iat.2022-06-06-0926.data.d05af560-9717-4922-a0a6-bca53c9c8cc1.txt	5c7c3909042bf900012ab4d1	628b80b06a4f5e7980f97a42	629da9d5f90aba66ba63b273	2022-06-06-09-16	2022-06-06-09-26	10
s.da1bb348-f0b3-483d-a12e-707ec3a7d200.txt	1	2	4	3	2	1	2	2	1	1	1	1	2	4	4	3	2	3	3	3	2	iat.2022-06-06-0959.data.da1bb348-f0b3-483d-a12e-707ec3a7d200.txt	5f8eed755fcafb0baa531301	628b80b06a4f5e7980f97a42	629db0ecb8c4acce99b5cd43	2022-06-06-09-49	2022-06-06-09-59	10
s.6055edb4-dbcc-4d6b-b267-8c24e51c1b18.txt	2	2	4	4	2	1	3	2	1	1	1	1	2	4	4	2	4	5	2	4	3	iat.2022-06-06-1010.data.6055edb4-dbcc-4d6b-b267-8c24e51c1b18.txt	5ea718879d28c80bf38bcb7f	628b80b06a4f5e7980f97a42	629db4603adb3312dfbdc60e	2022-06-06-10-01	2022-06-06-10-10	9
s.42317d43-fee8-42ab-b95b-c2f0c7f05e51.txt	2	4	4	2	2	1	4	4	1	1	1	1	1	5	5	3	2	3	3	3	3	iat.2022-06-09-1328.data.42317d43-fee8-42ab-b95b-c2f0c7f05e51.txt	616b2703143d4550968777b8	628b80b06a4f5e7980f97a42	62a1d70d698015d2d3f1036e	2022-06-09-13-18	2022-06-09-13-28	10
