PROLIFIC_PID,Relaxing,Commuting,Partying,Running,Shopping,Sleeping,Studying,Working,Tempo,Danceability,Acousticness,Instrumentalness,Gender,Skin,Origin,Age
6170ab07c9a3ea327b2b106c,2,4,5,4,4,1,1,2,4,4,3,3,4,2,4,4
5c6af6b781d8da000100d460,2,3,5,5,4,1,2,2,5,5,2,1,3,3,3,3
5f5c0afb55bc9f3eced6f307,3,3,5,4,3,1,3,4,4,4,4,4,4,2,4,2
60d3073ad8226faf632f6ef7,4,5,5,4,2,1,4,4,3,3,2,2,4,2,4,2
