participant	af1:1	af1:2	af1:3	af1:4	af1:5	af1:6	af1:7	af1:8	guttman:1	guttman:2	guttman:3	guttman:4	guttman:5	att0:1	att0:2	att0:3	att0:4	att1:1	att1:2	att1:3	att1:4	testexperiment:1	PROLIFIC_PID	STUDY_ID	SESSION_ID	TIME_start	TIME_end	TIME_total
s.0eb0428c-e939-4c1c-84a1-77211e88de22.txt	1	1	4	3	1	1	1	1	1	1	1	2	2	5	4	1	2	3	2	3	1	iat.2022-05-05-1042.data.0eb0428c-e939-4c1c-84a1-77211e88de22.txt	60e467a0b2c2ef1e594bd577	62690d18b02bc37185f16780	62738be64b41dbf16e24b5c9	2022-05-05-10-33	2022-05-05-10-42	9
s.5fe7d240-3e0c-4ee6-89cb-fad041c7fdbf.txt	1	2	5	4	1	1	1	2	1	1	1	1	1	4	3	2	1	5	2	4	3	iat.2022-05-05-1044.data.5fe7d240-3e0c-4ee6-89cb-fad041c7fdbf.txt	5b0a93f030d562000155259e	62690d18b02bc37185f16780	62738c0674d6b26f5279e43e	2022-05-05-10-34	2022-05-05-10-44	10
s.43114484-0ec3-4e40-a785-5bafe1ab2266.txt	2	4	5	3	1	1	2	1	1	1	1	1	2	4	2	1	2	4	2	3	1	iat.2022-05-05-1045.data.43114484-0ec3-4e40-a785-5bafe1ab2266.txt	60b553fb5705a4355358afaf	62690d18b02bc37185f16780	62738c0b090d032af38aff59	2022-05-05-10-34	2022-05-05-10-45	11
s.a27b09d6-60a7-408e-b0cf-3303fc62cd79.txt	1	2	3	2	1	1	1	3	1	2	2	2	2	4	4	2	2	4	2	4	2	iat.2022-05-05-1055.data.a27b09d6-60a7-408e-b0cf-3303fc62cd79.txt	5c4c53b95aa8dc00011b0dce	62690d18b02bc37185f16780	62738c163304969c7cbe512f	2022-05-05-10-34	2022-05-05-10-55	21
s.b95c883b-b350-47eb-a919-37f4a613af21.txt	4	2	5	4	4	2	2	4	1	1	1	1	2	4	4	5	4	1	1	1	1	iat.2022-05-05-1045.data.b95c883b-b350-47eb-a919-37f4a613af21.txt	5f2d14d99d93bf265393b8ac	62690d18b02bc37185f16780	62738bd504a7c9d729e51811	2022-05-05-10-35	2022-05-05-10-45	10
s.8e31b3e2-2b50-4446-a56a-a3bfa5dbaf60.txt	4	2	4	1	1	1	4	4	1	1	1	2	2	4	5	4	4	3	3	3	2	iat.2022-05-05-1044.data.8e31b3e2-2b50-4446-a56a-a3bfa5dbaf60.txt	615da7549e575b94827b81ab	62690d18b02bc37185f16780	62738c43885eb83b1efe763f	2022-05-05-10-35	2022-05-05-10-44	9
s.9dfe970b-0d68-4694-808b-0b4b09eae8b7.txt	3	5	5	5	4	1	4	4	1	1	1	1	1	4	4	2	2	4	2	4	2	iat.2022-05-05-1044.data.9dfe970b-0d68-4694-808b-0b4b09eae8b7.txt	60f1881264ff3a7f211d186a	62690d18b02bc37185f16780	62738c3dbc3c9f80704be768	2022-05-05-10-35	2022-05-05-10-44	9
s.0fe275e9-b963-4481-88f2-cf21391e8946.txt	3	1	4	4	4	1	1	2	1	1	1	1	1	5	5	2	5	3	2	5	2	iat.2022-05-05-1044.data.0fe275e9-b963-4481-88f2-cf21391e8946.txt	5ea1c3f3e9fb240a9b243e18	62690d18b02bc37185f16780	62738c3eba3312d55258d2e6	2022-05-05-10-35	2022-05-05-10-44	9
s.ba1c940d-e371-486b-86e8-2f90e4a35b10.txt	1	4	4	2	1	1	1	1	1	1	2	2	2	4	4	1	2	2	1	5	2	iat.2022-05-05-1045.data.ba1c940d-e371-486b-86e8-2f90e4a35b10.txt	58f50400f4ce600001016db5	62690d18b02bc37185f16780	62738c450eb4c6c8ee5de4e6	2022-05-05-10-35	2022-05-05-10-45	10
s.dffe8eb6-960e-4cdf-9358-d18146e5516f.txt	1	3	4	4	4	1	1	1	1	1	1	1	1	4	4	3	3	4	2	4	2	iat.2022-05-05-1045.data.dffe8eb6-960e-4cdf-9358-d18146e5516f.txt	61141c855eb58d6a4e3d8d5b	62690d18b02bc37185f16780	62738c2aa4552e1cadb4c0cd	2022-05-05-10-35	2022-05-05-10-45	10
