genre,pl_id,artist_name,track_name,track_pop,track_isrc,yt_link
acid house,spotify:playlist:17buGP6jTSgqYoV4NwkMdX,Baby Ford,Westway,9,GBPT50905002,https://www.youtube.com/watch?v=uraj4-rzj20
acid house,spotify:playlist:17buGP6jTSgqYoV4NwkMdX,Ralphie Dee,Mad As Hell,9,USZUT9500001,https://www.youtube.com/watch?v=orHaVIJ581s
acid house,spotify:playlist:17buGP6jTSgqYoV4NwkMdX,Air Liquide,This Is Not a Mind Trip - Live at Love Parade 1994,8,DEKB71671278,https://www.youtube.com/watch?v=x8fI2bpNAeU
acid house,spotify:playlist:17buGP6jTSgqYoV4NwkMdX,Laurent X,Machines (Apocalypse Mix),7,USV291496951,https://www.youtube.com/watch?v=pUjtLX9xHHk
acid house,spotify:playlist:17buGP6jTSgqYoV4NwkMdX,"M500,3MB",Cosmic Courier,7,USGUM0910109,https://www.youtube.com/watch?v=AOafm3_WnX0
acid house,spotify:playlist:17buGP6jTSgqYoV4NwkMdX,Rob Acid,Acidwave,7,DEBL60501439,https://www.youtube.com/watch?v=gB0aSWm88O4
acid house,spotify:playlist:17buGP6jTSgqYoV4NwkMdX,Mike Ink,Paroles (Original),7,GBBPW9600049,https://www.youtube.com/watch?v=fJhRo5K4iKg
acid house,spotify:playlist:17buGP6jTSgqYoV4NwkMdX,"Marshall Jefferson,Solardo",Move Your Body,61,USUS11900546,https://www.youtube.com/watch?v=MrWDAaYoHs8
acid house,spotify:playlist:17buGP6jTSgqYoV4NwkMdX,The Nighttripper,Tone Explotation,6,NLCK41011669,https://www.youtube.com/watch?v=TNtUVuEpUas
acid house,spotify:playlist:17buGP6jTSgqYoV4NwkMdX,The Shamen,Ebeneezer Goode - Beat Edit,54,GBBTF9200004,https://www.youtube.com/watch?v=GRm2K1-hYEI
acid house,spotify:playlist:17buGP6jTSgqYoV4NwkMdX,The KLF,Justified & Ancient,54,GBCEL2000619,https://www.youtube.com/watch?v=XP5oHL3zBDg
acid house,spotify:playlist:17buGP6jTSgqYoV4NwkMdX,"Adamski,Seal",Killer,54,USMC10200633,https://www.youtube.com/watch?v=vtENRzTV__8
acid house,spotify:playlist:17buGP6jTSgqYoV4NwkMdX,"Frankie Knuckles,Jamie Principle",Your Love (feat. Jamie Principle),53,GBBLG0100312,https://www.youtube.com/watch?v=MhywmmgH7ro
acid house,spotify:playlist:17buGP6jTSgqYoV4NwkMdX,Mr. Fingers,Mystery Of Love,50,US4G90400213,https://www.youtube.com/watch?v=YAp0j1xB7rM
acid house,spotify:playlist:17buGP6jTSgqYoV4NwkMdX,Laurent Garnier,The Man With the Red Face - Video Edit,49,FRV229900078,https://www.youtube.com/watch?v=J5bBCaUnPq4
acid house,spotify:playlist:17buGP6jTSgqYoV4NwkMdX,Derrick May,Strings Of Life,46,BEZ350800105,https://www.youtube.com/watch?v=rFQZndywOR4
acid house,spotify:playlist:17buGP6jTSgqYoV4NwkMdX,"Felix Da Housecat,Chris Trucher",All I Do,46,GBJX34618064,https://www.youtube.com/watch?v=ZIOCpREni-k
acid house,spotify:playlist:17buGP6jTSgqYoV4NwkMdX,"Lil' Louis,The World",French Kiss - The Original Underground Mix,44,USSM18900036,https://www.youtube.com/watch?v=rmOAVfEDyhA
acid house,spotify:playlist:17buGP6jTSgqYoV4NwkMdX,Joey Beltram,Energy Flash,43,BEZ350800044,https://www.youtube.com/watch?v=ALsHox5sYCk
acid house,spotify:playlist:17buGP6jTSgqYoV4NwkMdX,Psychic TV,Godstar,43,US5NR1702001,https://www.youtube.com/watch?v=s1yr8w_vZ5E
acid house,spotify:playlist:17buGP6jTSgqYoV4NwkMdX,A Guy Called Gerald,Voodoo Ray,42,GBGWW0400001,https://www.youtube.com/watch?v=j7vxHOCeiQ4
acid house,spotify:playlist:17buGP6jTSgqYoV4NwkMdX,Cybotron,Clear,42,USFI88300051,https://www.youtube.com/watch?v=V3QHj7lai9I
acid house,spotify:playlist:17buGP6jTSgqYoV4NwkMdX,LFO,LFO,41,GBBPW9000017,https://www.youtube.com/watch?v=RpZVPSCv79U
acid house,spotify:playlist:17buGP6jTSgqYoV4NwkMdX,"Maurice Joshua,Hot Hands Hula",This Is Acid,41,GBBLG0100360,https://www.youtube.com/watch?v=CL_M2c9gcfo
acid house,spotify:playlist:17buGP6jTSgqYoV4NwkMdX,Larry Heard,Missing You,41,US4G90400144,https://www.youtube.com/watch?v=UWV6D7WCvBo
acid house,spotify:playlist:17buGP6jTSgqYoV4NwkMdX,Robert Armani,Hit Hard,40,ITWYN1700140,https://www.youtube.com/watch?v=CYXAKmAXHzA
acid house,spotify:playlist:17buGP6jTSgqYoV4NwkMdX,"Steve ""Silk"" Hurley",Jack Your Body - 1986 Club Mix,40,USHWH1600403,https://www.youtube.com/watch?v=ZaHUK5GnDgE
acid house,spotify:playlist:17buGP6jTSgqYoV4NwkMdX,Ali Berger,Car Park!!,4,QZHNC2117323,https://www.youtube.com/watch?v=oKlD_uMFP7w
acid house,spotify:playlist:17buGP6jTSgqYoV4NwkMdX,"Reese,Tony Benino",The End - Original Mix,4,GBKQU1456430,https://www.youtube.com/watch?v=I2cwJo7EcjA
acid house,spotify:playlist:17buGP6jTSgqYoV4NwkMdX,Robert Hood,Nothing Stops Detroit,39,GBLTF2000095,https://www.youtube.com/watch?v=uPwekONnCmY
acid house,spotify:playlist:17buGP6jTSgqYoV4NwkMdX,"Plastikman,Richie Hawtin",Spastik,39,CAM261800030,https://www.youtube.com/watch?v=6TYsOMYaz6E
acid house,spotify:playlist:17buGP6jTSgqYoV4NwkMdX,"Guru Josh Project,Klaas",Infinity 2008 - Klaas Vocal Edit,38,DEHD60712073,https://www.youtube.com/watch?v=dL3AiuTsbOU
acid house,spotify:playlist:17buGP6jTSgqYoV4NwkMdX,Ralphi Rosario,You Used to Hold Me,37,GBBLG0100308,https://www.youtube.com/watch?v=h11FMf-OE3w
acid house,spotify:playlist:17buGP6jTSgqYoV4NwkMdX,Galaxy 2 Galaxy,Jupiter Jazz,37,USGUM0710511,https://www.youtube.com/watch?v=Xw55wqO5yzU
acid house,spotify:playlist:17buGP6jTSgqYoV4NwkMdX,Luke Vibert,I Love Acid,36,GBBPW0300175,https://www.youtube.com/watch?v=cmoFNya6P4Q
acid house,spotify:playlist:17buGP6jTSgqYoV4NwkMdX,Emmanuel Top,Acid Phase,36,FR4LO9400004,https://www.youtube.com/watch?v=1ZXR5761Gzc
acid house,spotify:playlist:17buGP6jTSgqYoV4NwkMdX,Hardfloor,Acperience 1,35,DEP999300001,https://www.youtube.com/watch?v=Un4CeV_l3pI
acid house,spotify:playlist:17buGP6jTSgqYoV4NwkMdX,"Dave Clarke,Chicks On Speed",What Was Her Name (feat. Chicks on Speed),35,GBBMQ0300136,https://www.youtube.com/watch?v=g7FSBiyBTfs
acid house,spotify:playlist:17buGP6jTSgqYoV4NwkMdX,The Timelords,Doctorin’ The Tardis,35,GBCEL2000613,https://www.youtube.com/watch?v=DsAVx0u9Cw4
acid house,spotify:playlist:17buGP6jTSgqYoV4NwkMdX,The Todd Terry Project,Weekend (Extended Club Version),34,USWR39800049,https://www.youtube.com/watch?v=eEj-lkwuYqw
acid house,spotify:playlist:17buGP6jTSgqYoV4NwkMdX,Royal House,Can You Party (Club Mix),33,USWR31622211,https://www.youtube.com/watch?v=kP3h8An4qXI
acid house,spotify:playlist:17buGP6jTSgqYoV4NwkMdX,Robert Owens,I'll Be Your Friend - Original Mix (2011 Remastered Version),33,GBENT0110211,https://www.youtube.com/watch?v=FIuuy4PM7u0
acid house,spotify:playlist:17buGP6jTSgqYoV4NwkMdX,"Luke Slater,Burial",Love - Burial Remix,33,BEN581900064,https://www.youtube.com/watch?v=loWRPGtqfAI
acid house,spotify:playlist:17buGP6jTSgqYoV4NwkMdX,"DJ Pierre,Chic Loren",I Feel Love - 1979 Disco Club Mix,32,DEBE71700243,https://www.youtube.com/watch?v=mLyxQ-kdBDk
acid house,spotify:playlist:17buGP6jTSgqYoV4NwkMdX,Humanoid,"Stakker Humanoid - 12"" Original",32,GBA8Y1310024,https://www.youtube.com/watch?v=RsUplPD8c7A
acid house,spotify:playlist:17buGP6jTSgqYoV4NwkMdX,Fast Eddie,Acid Thunder,31,QM8RJ1400046,https://www.youtube.com/watch?v=C6V9WBTJlhw
acid house,spotify:playlist:17buGP6jTSgqYoV4NwkMdX,T Coy,Carino,31,GBARL9100012,https://www.youtube.com/watch?v=97vO3qvuQqc
acid house,spotify:playlist:17buGP6jTSgqYoV4NwkMdX,Kenny Larkin,Tedra,30,GBBPW9400027,https://www.youtube.com/watch?v=XT_nJzaG6Bo
acid house,spotify:playlist:17buGP6jTSgqYoV4NwkMdX,Planetary Assault Systems,Desert Races,30,BEN581700348,https://www.youtube.com/watch?v=uUxaOXG__OY
acid house,spotify:playlist:17buGP6jTSgqYoV4NwkMdX,"Bobby Konders,The House Rhythms",Nervous Acid,30,DEN400209302,https://www.youtube.com/watch?v=ZkwoJvL_-Yc
acid house,spotify:playlist:17buGP6jTSgqYoV4NwkMdX,"Frankie Bones,Raito",Call It Techno - Raito Remix,30,QM7281763313,https://www.youtube.com/watch?v=UPwvzDY8UUk
acid house,spotify:playlist:17buGP6jTSgqYoV4NwkMdX,Equitek,Stylus Flight,3,BEZ350900155,https://www.youtube.com/watch?v=fbtx8gE_SDw
acid house,spotify:playlist:17buGP6jTSgqYoV4NwkMdX,Mr. Lee,Come to House,29,USV351400824,https://www.youtube.com/watch?v=F_1EsTMmFxQ
acid house,spotify:playlist:17buGP6jTSgqYoV4NwkMdX,Golden Girls,Kinetic - Frank De Wulf Remix,29,BEU921100030,https://www.youtube.com/watch?v=K27avUBkpm8
acid house,spotify:playlist:17buGP6jTSgqYoV4NwkMdX,"Kevin Saunderson,e-Dancer",One Nation,28,NLF711703286,https://www.youtube.com/watch?v=VcXdSGNYX1Q
acid house,spotify:playlist:17buGP6jTSgqYoV4NwkMdX,Richie Hawtin,Minus/Orange 1,28,CAM269950001,https://www.youtube.com/watch?v=sq1ZYSuEnu8
acid house,spotify:playlist:17buGP6jTSgqYoV4NwkMdX,CLS,Can You Feel It - In House Dub,28,USSR39106904,https://www.youtube.com/watch?v=m4oQFqVfBxU
acid house,spotify:playlist:17buGP6jTSgqYoV4NwkMdX,Model 500,No Ufo's - Vocal,28,NOAPI1794091,https://www.youtube.com/watch?v=XtkpjkpD8xQ
acid house,spotify:playlist:17buGP6jTSgqYoV4NwkMdX,Adonis,Zostań,27,PLO382103452,https://www.youtube.com/watch?v=oixXi4DriZM
acid house,spotify:playlist:17buGP6jTSgqYoV4NwkMdX,"Screamin Rachael,Joe Smooth",So Sexy - Smooth Mix,27,USA560987102,https://www.youtube.com/watch?v=f_wYeKA5MOw
acid house,spotify:playlist:17buGP6jTSgqYoV4NwkMdX,The Nightwriters,Let the Music Use You,27,QM6MZ1508301,https://www.youtube.com/watch?v=LkdR3mdagAc
acid house,spotify:playlist:17buGP6jTSgqYoV4NwkMdX,Meat Beat Manifesto,Prime Audio Soup,27,BEPO19834502,https://www.youtube.com/watch?v=7xI8mCKLiRM
acid house,spotify:playlist:17buGP6jTSgqYoV4NwkMdX,Armando,151 - Original Mix,26,NL-P43-09-10359,https://www.youtube.com/watch?v=TJImPdPGkWM
acid house,spotify:playlist:17buGP6jTSgqYoV4NwkMdX,"DJ Sneak,Demuir",Untouchable Funk,26,GBQ5W1700033,https://www.youtube.com/watch?v=8gFmv1PhWxM
acid house,spotify:playlist:17buGP6jTSgqYoV4NwkMdX,The Ecstasy Club,Jesus Loves the Acid,26,GB9TP1800429,https://www.youtube.com/watch?v=xhSB_6EQ0DM
acid house,spotify:playlist:17buGP6jTSgqYoV4NwkMdX,"Farley ""Jackmaster"" Funk,Darryl Pandy",Love Can't Turn Around,25,GBBLG0100304,https://www.youtube.com/watch?v=LDtbXxemnPw
acid house,spotify:playlist:17buGP6jTSgqYoV4NwkMdX,Pierre's Pfantasy Club,Dream Girl - Wet Dream Mix,25,GBBLG0100349,https://www.youtube.com/watch?v=gPC8yqsg4UA
acid house,spotify:playlist:17buGP6jTSgqYoV4NwkMdX,S'Express,Theme from S-Express,25,GBARL0700780,https://www.youtube.com/watch?v=IpeRShWMdYM
acid house,spotify:playlist:17buGP6jTSgqYoV4NwkMdX,Ceephax Acid Crew,Emotinium II,25,UKQJ71800042,https://www.youtube.com/watch?v=W5S6Cz6oO4M
acid house,spotify:playlist:17buGP6jTSgqYoV4NwkMdX,D.J. Pierre,ACiD - Pierre's ACiD FACE Mix,25,DEDU21200022,https://www.youtube.com/watch?v=-LWxPYt5HIA
acid house,spotify:playlist:17buGP6jTSgqYoV4NwkMdX,"Vainqueur,Maurizio",Lyot - Maurizio Mix,25,DEW259200214,https://www.youtube.com/watch?v=XOiqVejo4gk
acid house,spotify:playlist:17buGP6jTSgqYoV4NwkMdX,"Furious Frank,Ludwig A.F.",Trip 2 Fantasy - Ludwig A.F. Floor Destruction Mix,25,NL1MT2000094,https://www.youtube.com/watch?v=Ap0Q0-I0pSc
acid house,spotify:playlist:17buGP6jTSgqYoV4NwkMdX,Hula,Freeze Out - Radio Version,23,GBBLY0801293,https://www.youtube.com/watch?v=H4QXcBSDVhE
acid house,spotify:playlist:17buGP6jTSgqYoV4NwkMdX,Phuture,Your Only Friend,22,QMFMF1498223,https://www.youtube.com/watch?v=wIbd9i9uR1g
acid house,spotify:playlist:17buGP6jTSgqYoV4NwkMdX,Sleezy D,I've Lost Control,22,GBBLG0100543,https://www.youtube.com/watch?v=lJnqRCwPeSw
acid house,spotify:playlist:17buGP6jTSgqYoV4NwkMdX,Virgo,Apple Pie,21,USSM19700778,https://www.youtube.com/watch?v=ujvaZjyG1k8
acid house,spotify:playlist:17buGP6jTSgqYoV4NwkMdX,Liddell Townsell,As Acid Turns - Remastered,20,GBBLG1300225,https://www.youtube.com/watch?v=k0K0XjykGww
acid house,spotify:playlist:17buGP6jTSgqYoV4NwkMdX,Mickey Oliver,I Need a Beat (To Turn Me On),2,USBDP1900968,https://www.youtube.com/watch?v=eZlgtmh4EeQ
acid house,spotify:playlist:17buGP6jTSgqYoV4NwkMdX,808 State,Pacific State,19,GBAHW1100023,https://www.youtube.com/watch?v=tLxDRePUwEY
acid house,spotify:playlist:17buGP6jTSgqYoV4NwkMdX,Phortune,Jigger Watts,19,GBBLG0100396,https://www.youtube.com/watch?v=YEkfOaUZyz0
acid house,spotify:playlist:17buGP6jTSgqYoV4NwkMdX,The Garden Of Eden,The Garden of Eden (A Himalayan Song),19,GBKPL1259180,https://www.youtube.com/watch?v=4HcuJUTMFP8
acid house,spotify:playlist:17buGP6jTSgqYoV4NwkMdX,Mr. Matey,Acid Party - Aciied Groove Mix,18,DEE988900034,https://www.youtube.com/watch?v=WEGwfeym8dY
acid house,spotify:playlist:17buGP6jTSgqYoV4NwkMdX,Curry Gang,"Get up, Get Down (Rough Version)",17,US4R31111475,https://www.youtube.com/watch?v=MoUtuLbJmE8
acid house,spotify:playlist:17buGP6jTSgqYoV4NwkMdX,Jungle Wonz,Human Condition,15,UKACT2031629,https://www.youtube.com/watch?v=qffeumL2v_w
acid house,spotify:playlist:17buGP6jTSgqYoV4NwkMdX,Mark Imperial,The Love I Lost - Radio Mix,15,QMFMG1443288,https://www.youtube.com/watch?v=nk9JkU_hGp4
acid house,spotify:playlist:17buGP6jTSgqYoV4NwkMdX,"States Of Mind,Richie Hawtin",Elements of Tone - Richie's Dream Mix,15,CAM269080003,https://www.youtube.com/watch?v=cxG-Dyy_v4Q
acid house,spotify:playlist:17buGP6jTSgqYoV4NwkMdX,Avus,Real - Mix Cut,14,AUXN21809074,https://www.youtube.com/watch?v=GDSV0pwjvx4
acid house,spotify:playlist:17buGP6jTSgqYoV4NwkMdX,Maurice,Someone To Love,13,USVPR1100037,https://www.youtube.com/watch?v=tuqnFLTXVxs
acid house,spotify:playlist:17buGP6jTSgqYoV4NwkMdX,Konzept,Hypnautic Beats,12,USA370634401,https://www.youtube.com/watch?v=sdY8PxZeAj0
acid house,spotify:playlist:17buGP6jTSgqYoV4NwkMdX,Aphrohead,In the Dark We Live (Thee Lite) [Dave Clarke Remix],11,AUXN20903126,https://www.youtube.com/watch?v=4KtB8vlvNK8
acid house,spotify:playlist:17buGP6jTSgqYoV4NwkMdX,Cool McCool,World Turns Around,11,GBBLG8800140,https://www.youtube.com/watch?v=Vx8Es62LQR8
acid house,spotify:playlist:17buGP6jTSgqYoV4NwkMdX,Union Jack,Outta My Head,10,USA2P0613560,https://www.youtube.com/watch?v=JZkMRsYMk2M
acid house,spotify:playlist:17buGP6jTSgqYoV4NwkMdX,The Miracles Club,Church Song,1,USMEX1000160,https://www.youtube.com/watch?v=wzxvOgcGLmk
acid house,spotify:playlist:17buGP6jTSgqYoV4NwkMdX,Der Wasaw,That Shit's Wild,0,USA371096321,https://www.youtube.com/watch?v=vr1idLs-zPw
acid house,spotify:playlist:17buGP6jTSgqYoV4NwkMdX,Charles B.,Boss Shit,0,QZ9Y21727965,https://www.youtube.com/watch?v=gSqVW6VVCP0
acid house,spotify:playlist:17buGP6jTSgqYoV4NwkMdX,Lindell Townshell,Get the Hole,0,USA371098960,https://www.youtube.com/watch?v=r8LvV5lMhDM
acid house,spotify:playlist:17buGP6jTSgqYoV4NwkMdX,"James ""Jack Rabbit""",Another Vicious Lie (Club Mix),0,USA370988742,https://www.youtube.com/watch?v=Cee6Hf8it0w
acid house,spotify:playlist:17buGP6jTSgqYoV4NwkMdX,Raze,Hating,0,QZAMM1762532,https://www.youtube.com/watch?v=XaC3E0KJh7Q
acid house,spotify:playlist:17buGP6jTSgqYoV4NwkMdX,Dr. Derelict,That Shit's Wild,0,USA371406113,https://www.youtube.com/watch?v=0gQJaI1T9nw
acid house,spotify:playlist:17buGP6jTSgqYoV4NwkMdX,"Acid Invaders,Jordan,Santero",Roboparty - Acid Invaders Remix,0,FI3EF1000266,https://www.youtube.com/watch?v=M0A6v-yZXiU
acid techno,spotify:playlist:1f0ODk7IQYTRx3PxZlCeAy,Kektex,Lock,7,USWR30910555,https://www.youtube.com/watch?v=NEWnEMmPgp8
acid techno,spotify:playlist:1f0ODk7IQYTRx3PxZlCeAy,Acid Scout,4 Degrees,7,DEK599422710,https://www.youtube.com/watch?v=2Y6H0Z-mduw
acid techno,spotify:playlist:1f0ODk7IQYTRx3PxZlCeAy,Ascorbin Acid,Sweet Liberty,7,DERU11400037,https://www.youtube.com/watch?v=U9_BA6F7YZY
acid techno,spotify:playlist:1f0ODk7IQYTRx3PxZlCeAy,Random XS,Give Your Body,7,NLAR20912392,https://www.youtube.com/watch?v=gknOZ1iLvnA
acid techno,spotify:playlist:1f0ODk7IQYTRx3PxZlCeAy,Desroi,Stripped From Light,7,NLCK41089078,https://www.youtube.com/watch?v=Rp4mLG5gzUw
acid techno,spotify:playlist:1f0ODk7IQYTRx3PxZlCeAy,ArchivOne,Dames Sur L'Acide - Original mix,7,ITH641824498,https://www.youtube.com/watch?v=7Gp4zcz0lVo
acid techno,spotify:playlist:1f0ODk7IQYTRx3PxZlCeAy,"Progression (UK),Hans Bouffmyhre",Refraction - Hans Bouffmyhre Remix,7,GBLV61929661,https://www.youtube.com/watch?v=3cY9hnSft38
acid techno,spotify:playlist:1f0ODk7IQYTRx3PxZlCeAy,ARKVS,Venom,7,MTA0V1800057,https://www.youtube.com/watch?v=UcgsSzh6h2g
acid techno,spotify:playlist:1f0ODk7IQYTRx3PxZlCeAy,"Norberto Lusso,Earthscape (DE)",Purification II - Earthscape's Pure Energy Remix,7,NLCK41061636,https://www.youtube.com/watch?v=hu42bMlPig8
acid techno,spotify:playlist:1f0ODk7IQYTRx3PxZlCeAy,Quentin Ravn,Strippin Down,7,DEY472080634,https://www.youtube.com/watch?v=Vt2Aw-3l5LA
acid techno,spotify:playlist:1f0ODk7IQYTRx3PxZlCeAy,Chevron,Skip Breakfast Acid,6,UK6EY1400148,https://www.youtube.com/watch?v=FgQZ2NW3pJc
acid techno,spotify:playlist:1f0ODk7IQYTRx3PxZlCeAy,"Sorgenkint,Dj Man at Arms,Chris Liberator,Sterling Moss",Louder - Chris Liberator & Sterling Moss Remix,5,DEBL60674743,https://www.youtube.com/watch?v=OebqkZCQVDo
acid techno,spotify:playlist:1f0ODk7IQYTRx3PxZlCeAy,Irshad Hussein,Scorpion,5,NLCK41069786,https://www.youtube.com/watch?v=8YMUMoeJt9A
acid techno,spotify:playlist:1f0ODk7IQYTRx3PxZlCeAy,"Ruhig,Edit Select",Lost In The Instability - Edit Select Remix,5,NLCK41072414,https://www.youtube.com/watch?v=PtYD-CTvOJI
acid techno,spotify:playlist:1f0ODk7IQYTRx3PxZlCeAy,AAAA,Acid Derrier,5,QZDA61866766,https://www.youtube.com/watch?v=l8qEFvs9bso
acid techno,spotify:playlist:1f0ODk7IQYTRx3PxZlCeAy,Megan,Judgement - Original Mix,5,QZ5FN1700894,https://www.youtube.com/watch?v=zoD7CYmSxD8
acid techno,spotify:playlist:1f0ODk7IQYTRx3PxZlCeAy,Alignment,Nothingness,49,BE4JP2000006,https://www.youtube.com/watch?v=d-3fGs-aYrw
acid techno,spotify:playlist:1f0ODk7IQYTRx3PxZlCeAy,Amelie Lens,Follow,49,DESR41700154,https://www.youtube.com/watch?v=2GZiaIxJs-c
acid techno,spotify:playlist:1f0ODk7IQYTRx3PxZlCeAy,Vladimir Dubyshkin,Lady of the Night,44,UKMH51900065,https://www.youtube.com/watch?v=fLGIzhQ5sm4
acid techno,spotify:playlist:1f0ODk7IQYTRx3PxZlCeAy,"Butch,Kölsch",Countach - Kölsch Remix,43,DEQ201801712,https://www.youtube.com/watch?v=-b_kVI2wplM
acid techno,spotify:playlist:1f0ODk7IQYTRx3PxZlCeAy,Paul Ritch,Run Baby Run,43,GBUR61200085,https://www.youtube.com/watch?v=6OJfYOZuVFs
acid techno,spotify:playlist:1f0ODk7IQYTRx3PxZlCeAy,Klaudia Gawlas,East Row,43,USYLM2100019,https://www.youtube.com/watch?v=s8Hy7PqxfhY
acid techno,spotify:playlist:1f0ODk7IQYTRx3PxZlCeAy,999999999,300000003,42,NLCK41045690,https://www.youtube.com/watch?v=kXh4hoYFlFw
acid techno,spotify:playlist:1f0ODk7IQYTRx3PxZlCeAy,Raär,Sometimes I Hear Sirens,40,QZES51886526,https://www.youtube.com/watch?v=VshXhJJJvxc
acid techno,spotify:playlist:1f0ODk7IQYTRx3PxZlCeAy,Rowland The Bastard,Whitestone Place,4,NLCK41064065,https://www.youtube.com/watch?v=mfi_BLcIu0w
acid techno,spotify:playlist:1f0ODk7IQYTRx3PxZlCeAy,"2Junxion,Djoni",Acid Rock - Original Mix,4,DEBL61125591,https://www.youtube.com/watch?v=7Z13bdH7Qn4
acid techno,spotify:playlist:1f0ODk7IQYTRx3PxZlCeAy,Relapso,Purple Vacuum,4,GBLV61810705,https://www.youtube.com/watch?v=RIQcFrzUutc
acid techno,spotify:playlist:1f0ODk7IQYTRx3PxZlCeAy,Draag,Clot,4,USYBL1900742,https://www.youtube.com/watch?v=BPXUTSKhs3o
acid techno,spotify:playlist:1f0ODk7IQYTRx3PxZlCeAy,Uncode,Erase - Original Mix,4,DEKB71435219,https://www.youtube.com/watch?v=HswMpDQrgKc
acid techno,spotify:playlist:1f0ODk7IQYTRx3PxZlCeAy,"TML,Henning Baer",UND0 - Henning Baer Remix,4,USA2P2038554,https://www.youtube.com/watch?v=1iUj4FZll_s
acid techno,spotify:playlist:1f0ODk7IQYTRx3PxZlCeAy,FNP,Tension,4,usl4q2021615,https://www.youtube.com/watch?v=Uzo8oeTb4u4
acid techno,spotify:playlist:1f0ODk7IQYTRx3PxZlCeAy,"Reveillon,Nico Moreno",Djembe - Nico Moreno Remix,39,GBWUL1825074,https://www.youtube.com/watch?v=G6co-wa2hKs
acid techno,spotify:playlist:1f0ODk7IQYTRx3PxZlCeAy,Slam,Vapour,38,GBBVL1704821,https://www.youtube.com/watch?v=XGYIQuWTgaI
acid techno,spotify:playlist:1f0ODk7IQYTRx3PxZlCeAy,Boston 168,Oblivion,38,DECH61500309,https://www.youtube.com/watch?v=awPo_VZabRc
acid techno,spotify:playlist:1f0ODk7IQYTRx3PxZlCeAy,Johannes Heil,Exile 007 B2,38,DECH61700012,https://www.youtube.com/watch?v=bZKZJoLOrkw
acid techno,spotify:playlist:1f0ODk7IQYTRx3PxZlCeAy,Clair,I (I Want to Believe),37,QM8DG1971381,https://www.youtube.com/watch?v=97xhFTYKMZA
acid techno,spotify:playlist:1f0ODk7IQYTRx3PxZlCeAy,Regal,Still Raving,34,GBKQU1892267,https://www.youtube.com/watch?v=OA1MtZ9Rv-w
acid techno,spotify:playlist:1f0ODk7IQYTRx3PxZlCeAy,747,Aurora Centralis,34,CAX7T1500014,https://www.youtube.com/watch?v=CpUPIfbf-1I
acid techno,spotify:playlist:1f0ODk7IQYTRx3PxZlCeAy,"Voiski,Hadone",On The Edge Of Adhesion - Original,33,BEC292043052,https://www.youtube.com/watch?v=c1HWDiqYbXw
acid techno,spotify:playlist:1f0ODk7IQYTRx3PxZlCeAy,Lemane,Angry People,32,QZKDK2056088,https://www.youtube.com/watch?v=9x00VC9WaDI
acid techno,spotify:playlist:1f0ODk7IQYTRx3PxZlCeAy,Stef Mendesidis,Memorex,30,NLCK41072478,https://www.youtube.com/watch?v=-PI9peVYZKo
acid techno,spotify:playlist:1f0ODk7IQYTRx3PxZlCeAy,Acid Chochi,Vibration,3,GBKQU1964517,https://www.youtube.com/watch?v=CDvc5qd4o8k
acid techno,spotify:playlist:1f0ODk7IQYTRx3PxZlCeAy,L/F/D/M,Cold in Ibiza,3,USA2P2102630,https://www.youtube.com/watch?v=gm3xrp4a-cc
acid techno,spotify:playlist:1f0ODk7IQYTRx3PxZlCeAy,Rosmi Tek,Serial Six 17,3,QZFYZ1904875,https://www.youtube.com/watch?v=Zn69AacgkyI
acid techno,spotify:playlist:1f0ODk7IQYTRx3PxZlCeAy,Fractions,NITE NRG,29,NLCK41067025,https://www.youtube.com/watch?v=lEHB-vf0sZg
acid techno,spotify:playlist:1f0ODk7IQYTRx3PxZlCeAy,TAFKAMP,Boy Is Bangin,29,NLCK41029730,https://www.youtube.com/watch?v=8Zsx5tXdgMY
acid techno,spotify:playlist:1f0ODk7IQYTRx3PxZlCeAy,"SLV,Z.I.P.P.O",Theory of Relativity - Mixed,29,GBEXH1900588,https://www.youtube.com/watch?v=GPnXFOdTo04
acid techno,spotify:playlist:1f0ODk7IQYTRx3PxZlCeAy,Tesox,Prophetic Steps,27,DEE829600630,https://www.youtube.com/watch?v=CoW-0kaCfpY
acid techno,spotify:playlist:1f0ODk7IQYTRx3PxZlCeAy,Ilija Djokovic,Equilibrium,27,GBUR62000151,https://www.youtube.com/watch?v=ug87rDP6GJs
acid techno,spotify:playlist:1f0ODk7IQYTRx3PxZlCeAy,"Blicz,Geerson",Eleven Roses - Mixed,26,GBEXH1900600,https://www.youtube.com/watch?v=UDjc_WJDj84
acid techno,spotify:playlist:1f0ODk7IQYTRx3PxZlCeAy,The Exaltics,Skyway Chase,25,NLL561908298,https://www.youtube.com/watch?v=7VsW4a0iZZk
acid techno,spotify:playlist:1f0ODk7IQYTRx3PxZlCeAy,Balthazar & JackRock,Nymph,25,DEBG51800094,https://www.youtube.com/watch?v=tYtKNVd0uTM
acid techno,spotify:playlist:1f0ODk7IQYTRx3PxZlCeAy,90 Process,Should We Call It Trance,24,UKA2G1710009,https://www.youtube.com/watch?v=aBcjGngnjGw
acid techno,spotify:playlist:1f0ODk7IQYTRx3PxZlCeAy,Ben Buitendijk,Transcended Being,23,NLCK41042465,https://www.youtube.com/watch?v=n5R6B-dWX5M
