genre	pl_id	t_id	artist_name	track_name	track_pop	track_isrc
acid house	spotify:playlist:17buGP6jTSgqYoV4NwkMdX	4V5Hap0FGupSWoz67VWTwH	Armando	151 - Original Mix	25	NL-P43-09-10359
acid house	spotify:playlist:17buGP6jTSgqYoV4NwkMdX	6AvtRMA6AzFNYZ3qEMYpch	Mr. Fingers	Mystery Of Love	49	US4G90400213
acid house	spotify:playlist:17buGP6jTSgqYoV4NwkMdX	6tvtFyEdNpeurBkT2zNMEL	Frankie Knuckles,Jamie Principle	Your Love (feat. Jamie Principle)	50	GBBLG0100312
acid house	spotify:playlist:17buGP6jTSgqYoV4NwkMdX	4fz6Fjr1jiG0jYKFA4OF4q	Phuture	Your Only Friend	20	QMFMF1498223
acid house	spotify:playlist:17buGP6jTSgqYoV4NwkMdX	46ddej1ibGIgs58H0wakoK	Joey Beltram	Energy Flash	43	BEZ350800044
acid house	spotify:playlist:17buGP6jTSgqYoV4NwkMdX	25cVyUYzONCdHUeFWKbOol	Fast Eddie	Acid Thunder	30	QM8RJ1400046
acid house	spotify:playlist:17buGP6jTSgqYoV4NwkMdX	2h7w0KHwHbx4WbG6WxjO7U	808 State	Pacific State	46	GBAHW1100023
acid house	spotify:playlist:17buGP6jTSgqYoV4NwkMdX	0BELfOcufjLMZkfPu2p7K5	LFO	LFO	40	GBBPW9000017
acid house	spotify:playlist:17buGP6jTSgqYoV4NwkMdX	7DXfJX286N3ZBURaq8D9mc	Derrick May	Strings Of Life	44	BEZ350800105
acid house	spotify:playlist:17buGP6jTSgqYoV4NwkMdX	47L7EinVbbEBraJE0MMnW9	Robert Hood	Dancer	37	NLHD81100018
acid house	spotify:playlist:17buGP6jTSgqYoV4NwkMdX	42YWj4CuDrjr46OtsGG4fb	Mr. Lee	Come to House	34	USV351400824
acid house	spotify:playlist:17buGP6jTSgqYoV4NwkMdX	6wT8B990QFiNBxfyMkgStU	"Farley ""Jackmaster"" Funk,Darryl Pandy"	Love Can't Turn Around	24	GBBLG0100304
acid house	spotify:playlist:17buGP6jTSgqYoV4NwkMdX	6FpGX4OUfYTl9NGrbr4yUP	Phortune	Jigger Watts	17	GBBLG0100396
acid house	spotify:playlist:17buGP6jTSgqYoV4NwkMdX	2T6rMXWYc934IWMudx1H1X	Galaxy 2 Galaxy	Jupiter Jazz	36	USGUM0710511
acid house	spotify:playlist:17buGP6jTSgqYoV4NwkMdX	553HOkDZQktOEBKvxTBPS1	Plastikman,Richie Hawtin	Spastik	37	CAM261800030
acid house	spotify:playlist:17buGP6jTSgqYoV4NwkMdX	3hVnJ8rRSVa1tfgaYswfYn	Ralphi Rosario	You Used to Hold Me	35	GBBLG0100308
acid house	spotify:playlist:17buGP6jTSgqYoV4NwkMdX	4hyNlDvpBxi67l8yMBdZRv	Maurice Joshua,Hot Hands Hula	This Is Acid	40	GBBLG0100360
acid house	spotify:playlist:17buGP6jTSgqYoV4NwkMdX	2IQ61J0AFfjnxBm4lQEU0W	Hardfloor	Acperience 1	35	DEP999300001
acid house	spotify:playlist:17buGP6jTSgqYoV4NwkMdX	4xLRVwJ2hDzoaWijzbY6T1	Pierre's Pfantasy Club	Dream Girl - Wet Dream Mix	22	GBBLG0100349
acid house	spotify:playlist:17buGP6jTSgqYoV4NwkMdX	06fru2HSlNlVwTeL9kzat0	Planetary Assault Systems	Desert Races	29	BEN581700348
acid house	spotify:playlist:17buGP6jTSgqYoV4NwkMdX	6xRtX4emvb1T8Sep84XAUE	Kevin Saunderson,Inner City	Future (feat. Inner City) - Kenny Larkin Tension Mix	30	GBCPZ1105661
acid house	spotify:playlist:17buGP6jTSgqYoV4NwkMdX	4P9r2nUKC1ZPpCo8K9l194	DJ Pierre,Chic Loren	I Feel Love - 1979 Disco Club Mix	32	DEBE71700243
acid house	spotify:playlist:17buGP6jTSgqYoV4NwkMdX	3YXIVMQLRRq2K7kxC7UYx6	Marshall Jefferson,Solardo	Move Your Body	60	USUS11900546
acid house	spotify:playlist:17buGP6jTSgqYoV4NwkMdX	6TeKFnwaPsXI35gaQEoR8z	Royal House	Can You Party (Club Mix)	31	USWR31622211
acid house	spotify:playlist:17buGP6jTSgqYoV4NwkMdX	6Au8dwqW17E3rykzOtXzqn	Kenny Larkin	Tedra	30	GBBPW9400027
acid house	spotify:playlist:17buGP6jTSgqYoV4NwkMdX	0nxPUwU0EL5jrefojgitux	Adonis	Zostań	10	PLO382103452
acid house	spotify:playlist:17buGP6jTSgqYoV4NwkMdX	5YQuZnSRLgKEVPFR1BaIep	Jungle Wonz	Human Condition	6	UKACT2031629
acid house	spotify:playlist:17buGP6jTSgqYoV4NwkMdX	1b6iU8nzAEdugEbUIrCALC	Larry Heard	Missing You	39	US4G90400144
acid house	spotify:playlist:17buGP6jTSgqYoV4NwkMdX	4bHfSfG8nGSsxVerqhyiCM	The Todd Terry Project	Weekend (Extended Club Version)	32	USWR39800049
acid house	spotify:playlist:17buGP6jTSgqYoV4NwkMdX	5SMnHUNB2iBm3rkuoHpIZO	Robert Owens	I'll Be Your Friend - Original Mix (2011 Remastered Version)	32	GBENT0110211
acid house	spotify:playlist:17buGP6jTSgqYoV4NwkMdX	60nOSJvQcCm11cj6bWX561	Bobby Konders,The House Rhythms	Nervous Acid	28	DEN400209302
acid house	spotify:playlist:17buGP6jTSgqYoV4NwkMdX	6YN1GWSait2NJz83WHYz4l	Robert Armani	Hit Hard	39	ITWYN1700140
acid house	spotify:playlist:17buGP6jTSgqYoV4NwkMdX	10QGhgqQm0I2Y9maxrM7T6	"Steve ""Silk"" Hurley"	Jack Your Body - 1986 Club Mix	39	USHWH1600403
acid house	spotify:playlist:17buGP6jTSgqYoV4NwkMdX	7hnqJYCKZFW7vMoykaraZG	Lil' Louis,The World	French Kiss - The Original Underground Mix	42	USSM18900036
acid house	spotify:playlist:17buGP6jTSgqYoV4NwkMdX	3CbPQUxVqhVnJN4KOdyGDQ	Dave Clarke,Chicks On Speed	What Was Her Name (feat. Chicks on Speed)	33	GBBMQ0300136
acid house	spotify:playlist:17buGP6jTSgqYoV4NwkMdX	208Q2Xt456uJDLRwlZPCe5	Sleezy D	I've Lost Control	20	GBBLG0100543
acid house	spotify:playlist:17buGP6jTSgqYoV4NwkMdX	3FwsjsakjJkeLotPOGIr7s	Laurent Garnier	The Man With the Red Face - Video Edit	47	FRV229900078
acid house	spotify:playlist:17buGP6jTSgqYoV4NwkMdX	5zimEgzOoi3lXVmlqxiB93	Maurice	Someone To Love	11	USVPR1100037
acid house	spotify:playlist:17buGP6jTSgqYoV4NwkMdX	6qyXJxHRfxKf5gdfAe7zOx	Screamin Rachael,Paul Johnson	Follow This Beat	17	USA560952816
acid house	spotify:playlist:17buGP6jTSgqYoV4NwkMdX	0Ufov1eHSKpYCCtXTh54CD	The Nightwriters	Let the Music Use You	25	QM6MZ1508301
acid house	spotify:playlist:17buGP6jTSgqYoV4NwkMdX	5hHjP5iTL6BakxwerEackx	S'Express	Theme from S-Express	25	GBARL0700780
acid house	spotify:playlist:17buGP6jTSgqYoV4NwkMdX	2cxH8WTPErfw2OWnzYmIu1	Luke Vibert	Liptones	33	GBBPW0300170
acid house	spotify:playlist:17buGP6jTSgqYoV4NwkMdX	0CXS4rsSgIb2ysl0w3gK6s	Richie Hawtin	Minus/Orange 1	27	CAM269950001
acid house	spotify:playlist:17buGP6jTSgqYoV4NwkMdX	5NKHUvpRs7zr0yOQjx8Exr	Cybotron	Clear	41	USFI88300051
acid house	spotify:playlist:17buGP6jTSgqYoV4NwkMdX	3RmCwMliRzxvjGp42ItZtC	A Guy Called Gerald	Voodoo Ray	14	GBGWW0400001
acid house	spotify:playlist:17buGP6jTSgqYoV4NwkMdX	3cJiAK4ogUaUrx2E0lDvUt	The Shamen	Ebeneezer Goode - Beat Edit	52	GBBTF9200004
acid house	spotify:playlist:17buGP6jTSgqYoV4NwkMdX	3gmN0Id50MR2L3wUt1X8Ke	Meat Beat Manifesto	Prime Audio Soup	29	BEPO19834502
acid house	spotify:playlist:17buGP6jTSgqYoV4NwkMdX	3cQyLVeKUrCbNAYgwltd9X	Frankie Bones,Raito	Call It Techno - Raito Remix	28	QM7281763313
acid house	spotify:playlist:17buGP6jTSgqYoV4NwkMdX	2Tgh7KZNO412nmjtEzeBQx	Ceephax Acid Crew	Emotinium II	25	UKQJ71800042
acid house	spotify:playlist:17buGP6jTSgqYoV4NwkMdX	4zaf5qzolYOVprALV0NAZ8	The Garden Of Eden	The Garden of Eden (A Himalayan Song)	17	GBKPL1259180
acid house	spotify:playlist:17buGP6jTSgqYoV4NwkMdX	2haFMwFbUyAWBZB5MaESPC	Emmanuel Top	Acid Phase	36	FR4LO9400004
acid house	spotify:playlist:17buGP6jTSgqYoV4NwkMdX	1nk1DvWxFvjPyDJ9IHYUMA	Curry Gang	Get up, Get Down (Rough Version)	15	US4R31111475
acid house	spotify:playlist:17buGP6jTSgqYoV4NwkMdX	40f2d0OpDVWLP5kdxYR7p6	Der Wasaw	That Shit's Wild	0	USA371096321
acid house	spotify:playlist:17buGP6jTSgqYoV4NwkMdX	7E81YAfHOaSlnevLjKMghT	The KLF	Justified & Ancient	52	GBCEL2000619
acid house	spotify:playlist:17buGP6jTSgqYoV4NwkMdX	67K9oeyp9m0dEdQqu9DHlQ	Laurent X	Machines (Apocalypse Mix)	7	USV291496951
acid house	spotify:playlist:17buGP6jTSgqYoV4NwkMdX	6u4REq4x66khAf6gjYY4k6	D.J. Pierre	ACiD - Pierre's ACiD FACE Mix	23	DEDU21200022
acid house	spotify:playlist:17buGP6jTSgqYoV4NwkMdX	5jhDeobWatA1XAHWKOWPh2	Adamski,Seal	Killer	53	USMC10200633
acid house	spotify:playlist:17buGP6jTSgqYoV4NwkMdX	7DTiUdHw6qpBnHsfJaET2D	Mr. Matey	Acid Party - Aciied Groove Mix	16	DEE988900034
acid house	spotify:playlist:17buGP6jTSgqYoV4NwkMdX	5gyPh3OsmRVSMLsKuTQQ3k	Mark Imperial	The Love I Lost - Radio Mix	13	QMFMG1443288
acid house	spotify:playlist:17buGP6jTSgqYoV4NwkMdX	2uRxiDqX0onlkKBdCHl8fE	Charles B.	Moon Light	0	QZFZ32098137
acid house	spotify:playlist:17buGP6jTSgqYoV4NwkMdX	5Oe5EZOuQvbxT05KQzb3RS	Humanoid	"Stakker Humanoid - 12"" Original"	30	GBA8Y1310024
acid house	spotify:playlist:17buGP6jTSgqYoV4NwkMdX	7pRVOqMyJpe5frOOfuVizl	Lindell Townshell	Get the Hole	0	USA371098960
acid house	spotify:playlist:17buGP6jTSgqYoV4NwkMdX	7xf6xjehCtsUohnI714mnU	M500,3MB	Cosmic Courier	5	USGUM0910109
acid house	spotify:playlist:17buGP6jTSgqYoV4NwkMdX	4Klj7KOStDSOokDKKvwT8Y	DJ Sneak,Demuir	Untouchable Funk	26	GBQ5W1700033
acid house	spotify:playlist:17buGP6jTSgqYoV4NwkMdX	1AgQel18kVQidbOmkghehW	Mickey Oliver,Shanna Jae	Never Let Go - Original Drumapella	2	GB5P51600110
acid house	spotify:playlist:17buGP6jTSgqYoV4NwkMdX	65EBIxct6KqP1Tm5jrOzex	Felix Da Housecat	Silver Screen (Shower Scene)	44	GBJX32716023
acid house	spotify:playlist:17buGP6jTSgqYoV4NwkMdX	1qgputuStgCS7yW9PYoVJG	Virgo	Apple Pie	20	USSM19700778
acid house	spotify:playlist:17buGP6jTSgqYoV4NwkMdX	198H335WASOsUYYAsLQB2G	Air Liquide	This Is Not a Mind Trip - Live at Love Parade 1994	6	DEKB71671278
acid house	spotify:playlist:17buGP6jTSgqYoV4NwkMdX	3wKbHzOS4fjZNLvv0MW64W	Psychic TV	Godstar	38	US5NR1702001
acid house	spotify:playlist:17buGP6jTSgqYoV4NwkMdX	6hfhpzt01E2XWBrEx8orNx	The Timelords	Doctorin’ The Tardis	34	GBCEL2000613
acid house	spotify:playlist:17buGP6jTSgqYoV4NwkMdX	5iqBcZWePhKbPLqDNuy3h8	Rob Acid	Acidwave	7	DEBL60501439
acid house	spotify:playlist:17buGP6jTSgqYoV4NwkMdX	6KYvvdTQGzqlR0XCKUbFFp	Aphrohead	In the Dark We Live (Thee Lite) [Dave Clarke Remix]	10	AUXN20903126
acid house	spotify:playlist:17buGP6jTSgqYoV4NwkMdX	52s4racNrmo1iPwZyYQq08	Vainqueur,Maurizio	Lyot - Maurizio Mix	23	DEW259200214
acid house	spotify:playlist:17buGP6jTSgqYoV4NwkMdX	5jqva8YzYhjgZ4AfOpnWTf	Baby Ford	Westway	8	GBPT50905002
acid house	spotify:playlist:17buGP6jTSgqYoV4NwkMdX	3XH2vKyjq9ccZ0U7wLcXMt	Mike Ink	Paroles (Original)	6	GBBPW9600049
acid house	spotify:playlist:17buGP6jTSgqYoV4NwkMdX	3a5CXW3R0uJBHsCFfmbVTh	Equitek	Stylus Flight	2	BEZ350900155
acid house	spotify:playlist:17buGP6jTSgqYoV4NwkMdX	4MRNJC6BhxFLlGFxhNLl1y	The Nighttripper	Tone Explotation	5	NLCK41011669
acid house	spotify:playlist:17buGP6jTSgqYoV4NwkMdX	6F1dq1pkivtRzzsM3Rjs45	The Ecstasy Club	Jesus Loves the Acid	24	GB9TP1800429
acid house	spotify:playlist:17buGP6jTSgqYoV4NwkMdX	4rdKRVGanH5UfA5KL3hgdr	States Of Mind,Richie Hawtin	Elements of Tone - Richie's Dream Mix	14	CAM269080003
acid house	spotify:playlist:17buGP6jTSgqYoV4NwkMdX	2qRaTIxEUx16yZI70DgDSW	Furious Frank,Ludwig A.F.	Trip 2 Fantasy - Ludwig A.F. Floor Destruction Mix	23	NL1MT2000094
acid house	spotify:playlist:17buGP6jTSgqYoV4NwkMdX	1GedmPws651hiei0RhusgS	Golden Girls	Kinetic - Frank De Wulf Remix	0	BEU921100030
acid house	spotify:playlist:17buGP6jTSgqYoV4NwkMdX	6awfvZvV1Loc03jzQvs44j	"James ""Jack Rabbit"""	Another Vicious Lie (Club Mix)	0	USA370988742
acid house	spotify:playlist:17buGP6jTSgqYoV4NwkMdX	0bdGIyYl9a3ImJg0yDuNEd	Liddell Townsell	As Acid Turns - Remastered	18	GBBLG1300225
acid house	spotify:playlist:17buGP6jTSgqYoV4NwkMdX	0UHQjMaXe0JsyHf213iDxd	Raze	Hating	0	QZAMM1762532
acid house	spotify:playlist:17buGP6jTSgqYoV4NwkMdX	5eI4jf7Oy7xuObH8WepiAF	Union Jack	Outta My Head	7	USA2P0613560
acid house	spotify:playlist:17buGP6jTSgqYoV4NwkMdX	4DV5o6fmhZ6Hcc99dnUyQY	CLS	Can You Feel It - In House Dub	26	USSR39106904
acid house	spotify:playlist:17buGP6jTSgqYoV4NwkMdX	4k71owTtVzsz1SKmUUrKi3	Cool McCool	World Turns Around	9	GBBLG8800140
acid house	spotify:playlist:17buGP6jTSgqYoV4NwkMdX	6tQc6WenBWq30nB3CT87AK	Hula	Freeze Out - Radio Version	22	GBBLY0801293
acid house	spotify:playlist:17buGP6jTSgqYoV4NwkMdX	1ssli4kc2BnTNiyiWIeUmG	Ralphie Dee	Mad As Hell	9	USZUT9500001
acid house	spotify:playlist:17buGP6jTSgqYoV4NwkMdX	0EgviF3SRYuARt8IwCMWMo	Model 500	Starlight - Echospace Unreleased Mix	24	GB-QLP-08-00502
acid house	spotify:playlist:17buGP6jTSgqYoV4NwkMdX	1XLwbCapGsRQFowz3z4dKK	Konzept	Hypnautic Beats	10	USA370634401
acid house	spotify:playlist:17buGP6jTSgqYoV4NwkMdX	6MOG2ZNDvNlDgyhFUTLkFL	Dr. Derelict	That Shit's Wild	0	USA371406113
acid house	spotify:playlist:17buGP6jTSgqYoV4NwkMdX	4zlxy1y2NhUASma03uA81O	The Miracles Club	Church Song	1	USMEX1000160
acid house	spotify:playlist:17buGP6jTSgqYoV4NwkMdX	0Egg1lGl6uHiE2ZqsZkgbL	Ali Berger	Wave Subarctic	2	DEBE71900378
acid house	spotify:playlist:17buGP6jTSgqYoV4NwkMdX	4pmfb7PCuXqqRsibtNJiVB	Guru Josh Project,Klaas	Infinity 2008 - Klaas Vocal Edit	36	DEHD60712073
acid house	spotify:playlist:17buGP6jTSgqYoV4NwkMdX	4xNl8PHLxyLB0TDzL7ef8z	Acid Invaders,Jordan,Santero	Roboparty - Acid Invaders Remix	0	FI3EF1000266
acid house	spotify:playlist:17buGP6jTSgqYoV4NwkMdX	0vNyeyWkql49WPMsaPcuE8	Reese,Tony Benino	The End - Original Mix	4	GBKQU1456430
acid house	spotify:playlist:17buGP6jTSgqYoV4NwkMdX	6BxeLxoipQZGxe9jBsblQH	Luke Slater,Burial	Love - Burial Remix	31	BEN581900064
acid house	spotify:playlist:17buGP6jTSgqYoV4NwkMdX	6yeq9TXrOcczL1ryPHkbFF	T Coy	Carino	29	GBARL9100012
acid house	spotify:playlist:17buGP6jTSgqYoV4NwkMdX	0HCn0x8faBwOwayw5u1Ki5	Avus	Real - Mix Cut	13	AUXN21809074
acid jazz	spotify:playlist:7vyHBfRfPOT8Sxy87P5osJ	7KarCryu01mw8AFBDgTlzn	Night Trains	Lovesick	31	GBBTV0901007
acid jazz	spotify:playlist:7vyHBfRfPOT8Sxy87P5osJ	09athuEe5kQfC7bV63jmGa	Mother Earth	Apple Green	39	GBBTV9300137
acid jazz	spotify:playlist:7vyHBfRfPOT8Sxy87P5osJ	2DEtevLNfY859UWgk9TVqG	Snowboy,Anna Ross	Girl Overboard	36	GBBTV9300082
acid jazz	spotify:playlist:7vyHBfRfPOT8Sxy87P5osJ	0bzncFV24esz0QZOo4r1ss	Galliano	Prince Of Peace	40	GBF080080374
acid jazz	spotify:playlist:7vyHBfRfPOT8Sxy87P5osJ	1kHc8mFnI7IkSf9Hi0c3UM	The Quiet Boys	Take Four	10	GBBTV0901057
acid jazz	spotify:playlist:7vyHBfRfPOT8Sxy87P5osJ	3oyoYtkCOHSNDd3lNOVkxs	James Taylor Quartet	Theme From Starsky & Hutch - Funky People Mix	36	GBAKW0300459
acid jazz	spotify:playlist:7vyHBfRfPOT8Sxy87P5osJ	1FMGZE4pWo49VXyKeFeO5o	The Whole Thing	Peer Pressure	27	GBBTV0901181
acid jazz	spotify:playlist:7vyHBfRfPOT8Sxy87P5osJ	1L0schIULKrDCdpTZKvf26	Emperors New Clothes	Leaders and Believers	6	GBBTV0700772
acid jazz	spotify:playlist:7vyHBfRfPOT8Sxy87P5osJ	1R7t4fria7ZtUtFbRRbXSl	Corduroy	Long Cool & Bubbly	31	GBBLY1300978
acid jazz	spotify:playlist:7vyHBfRfPOT8Sxy87P5osJ	4vrb86qzVCqp9bBF0nCieR	Young Disciples	Apparently Nothin' - Soul River	39	GBF089190026
acid jazz	spotify:playlist:7vyHBfRfPOT8Sxy87P5osJ	7CsWSUqQjb9xvEPEDtR8Cp	Rose Windross	Living Life Your Own Way	10	GBBTV0901041
acid jazz	spotify:playlist:7vyHBfRfPOT8Sxy87P5osJ	154JbTGpa4iin90iBS2SwB	The K-Creative	K Spells Knowledge - Out & About EP Version	8	GBF080300692
acid jazz	spotify:playlist:7vyHBfRfPOT8Sxy87P5osJ	1t7OV9P8P9lVwBBUr1loTf	Mister Exe,Mica Paris	One Million Smiles	5	GBBTV0901016
acid jazz	spotify:playlist:7vyHBfRfPOT8Sxy87P5osJ	1VgH90Evnm70gWiz8ELCCX	Matt Deighton	No One's Lost Tribe	30	UKG6P1800001
acid jazz	spotify:playlist:7vyHBfRfPOT8Sxy87P5osJ	2SC4TS2QvUcKvXRFGgyyDc	Freak Power	Turn On, Tune In, Cop Out - Radio Edit	53	GBANY9300027
acid jazz	spotify:playlist:7vyHBfRfPOT8Sxy87P5osJ	1I8jgZJkcPRfpMSFEEK3cc	Vibraphonic	Trust Me	6	GBBTV1101467
acid jazz	spotify:playlist:7vyHBfRfPOT8Sxy87P5osJ	2XMvFQAuEzJ0SS6hh5iKBM	Beaujolais Band	Water Falls	18	GBBTV1301732
acid jazz	spotify:playlist:7vyHBfRfPOT8Sxy87P5osJ	3D0XkwruvtgznAa08tw9pj	Mac Pac	Just Dream	7	GBBTV1502155
acid jazz	spotify:playlist:7vyHBfRfPOT8Sxy87P5osJ	1HwXgiTt6K0MtxxBriAQEl	Solsonics	Montuno Funk	29	USCA20701937
acid jazz	spotify:playlist:7vyHBfRfPOT8Sxy87P5osJ	6lKU0T6bGUtHAPy4eqGj74	E.K.Collective	Class War	1	US25T9919830
acid jazz	spotify:playlist:7vyHBfRfPOT8Sxy87P5osJ	5CB7h8v5ASu05I9oN2AThZ	Groove Collective	Everything Is Changing	35	USA560558106
acid jazz	spotify:playlist:7vyHBfRfPOT8Sxy87P5osJ	2y0o7nVW4rXLod7lMM7h8s	D-Influence	Good Lover	30	USAT21104073
acid jazz	spotify:playlist:7vyHBfRfPOT8Sxy87P5osJ	7zOBzrfSRYDgIJjltRn0Nu	The Subterraneans	What's on Your Mind	1	uscgj1631057
acid jazz	spotify:playlist:7vyHBfRfPOT8Sxy87P5osJ	7coOBdN6UnOZHMQyoKvssx	The Brand New Heavies	You Are The Universe	44	GBAMY9700045
acid jazz	spotify:playlist:7vyHBfRfPOT8Sxy87P5osJ	5d2OiqkNAR5vZJ4THfyaLD	Raw Stylus	Use Me - Main Mix	14	GBBTV1101468
acid jazz	spotify:playlist:7vyHBfRfPOT8Sxy87P5osJ	72OFRiwYjQGSfKOHrlhzya	CFM Band	Jazz It Up	11	USIR49325412
acid jazz	spotify:playlist:7vyHBfRfPOT8Sxy87P5osJ	3JkHwikjVBXWEbDnT6oh87	Pure Wildness	Ain't No Use	7	GBBTV0901015
acid jazz	spotify:playlist:7vyHBfRfPOT8Sxy87P5osJ	64lVFCoBjoupfUo11g6fAZ	Night Train	The Night Train	5	NLD919600377
acid jazz	spotify:playlist:7vyHBfRfPOT8Sxy87P5osJ	2hrJhwVInTOFaXcCuFzRl9	United Future Organization	Good Luck Shore	34	JPPH09900730
acid jazz	spotify:playlist:7vyHBfRfPOT8Sxy87P5osJ	5EdpNSXdrEeNi1My5oQbnH	This I Dig	Turn It All Around	24	GBBCM9300061
acid jazz	spotify:playlist:7vyHBfRfPOT8Sxy87P5osJ	0UiFVfTgppFcwW0JJGNmS8	Exodus Quartet	Summer Soulstice	27	USIR40633707
acid jazz	spotify:playlist:7vyHBfRfPOT8Sxy87P5osJ	1daWD98pKCAakccwswsUKv	Down To The Bone	The Zodiac	33	USME31900170
acid jazz	spotify:playlist:7vyHBfRfPOT8Sxy87P5osJ	31zHOpJBNADpWF0iUwMIqp	K Collective	Keep It Coming	3	SEWDL6010567
acid jazz	spotify:playlist:7vyHBfRfPOT8Sxy87P5osJ	4HQZ2qsV3TBEu6bWlXU2rh	Greg Franks	Understanding	2	SEWDL6010574
acid jazz	spotify:playlist:7vyHBfRfPOT8Sxy87P5osJ	0eM7f6WBGxHHQs4Ip8EwQe	Square Window,Stickman	Art Is The Message	1	GBBTV1802586
acid jazz	spotify:playlist:7vyHBfRfPOT8Sxy87P5osJ	7FvwSTW6TQLgpO5R51jlEb	Blaq 'n Wyte	Let's Slow Down	0	USA2B1302423
acid jazz	spotify:playlist:7vyHBfRfPOT8Sxy87P5osJ	6B6Gpgf1sRheaY6oLBLVDA	Goldbug	The Departure	0	USG6A1011602
acid jazz	spotify:playlist:7vyHBfRfPOT8Sxy87P5osJ	6vLZh9BKzkmyhGMEJN5bDJ	Ulf Sandberg Quartet	Bolivia	6	GBBTV0800941
acid jazz	spotify:playlist:7vyHBfRfPOT8Sxy87P5osJ	78ftW0iwSWWOqMKaFOF4Wb	Ed Jones Quartet	Homegrown	4	GBBTV1502238
acid jazz	spotify:playlist:7vyHBfRfPOT8Sxy87P5osJ	3Wk247NJ1cIC1AuvkCMEHM	Martine Girault	Revival - Japanese LP Mix	36	FR6V80093594
acid jazz	spotify:playlist:7vyHBfRfPOT8Sxy87P5osJ	2ISuWQfqcJNz1ZRhEkEcBJ	Stone Cold Boners	Lesson One	0	USA2B1302413
acid jazz	spotify:playlist:7vyHBfRfPOT8Sxy87P5osJ	1Q8zu7Xt12K81VMxzgHUVc	Leena Conquest	The Breeze	9	USA370325229
acid jazz	spotify:playlist:7vyHBfRfPOT8Sxy87P5osJ	64227f6hPzs0xMXTTrr2j2	One Creed	The Ladder	19	GBBTV0901238
acid jazz	spotify:playlist:7vyHBfRfPOT8Sxy87P5osJ	5OsXuq5WBTH0x6YdpdAbcK	Janette Sewell	Peace and Love	6	GBBTV0901009
acid jazz	spotify:playlist:7vyHBfRfPOT8Sxy87P5osJ	1paNW4wiXKEobaFqtYZFXi	What's what	The Odd One (Part .1)	3	GBBTV1502233
acid jazz	spotify:playlist:7vyHBfRfPOT8Sxy87P5osJ	2AdT5muPuUzmk1XorKE58m	Robbie Gordon	Dat's Slammin'	3	GBBTV1101461
acid jazz	spotify:playlist:7vyHBfRfPOT8Sxy87P5osJ	7frm25HCZeWutTcwHZx6N2	Soul Station,Annette Taylor,NerdStar	Fool For Love (feat. Annette Taylor) - NerdStar Extended Mix	0	CAN111900400
acid jazz	spotify:playlist:7vyHBfRfPOT8Sxy87P5osJ	6d3ridUtrvlQGIecz6wxL3	Time and Space	China	8	GBLFP2160837
acid jazz	spotify:playlist:7vyHBfRfPOT8Sxy87P5osJ	4Gptyj746RlrheN3X8rwIt	Duboniks	Return Of Mark Skids	0	USIR40640402
acid jazz	spotify:playlist:7vyHBfRfPOT8Sxy87P5osJ	1Ro2rmMUemuBntWOCnYxxB	Working Week	Venceremos - 7'' Edit	26	GBAAA8500347
acid jazz	spotify:playlist:7vyHBfRfPOT8Sxy87P5osJ	1nLU4RRrOdzCv5a7uEyFkM	Jhelisa	Friendly Pressure	39	GBBCM9400110
acid jazz	spotify:playlist:7vyHBfRfPOT8Sxy87P5osJ	0uziIJn8HuW6BCTP6Chl7I	High Steppers	Got To Be	3	GBBCM9300060
acid jazz	spotify:playlist:7vyHBfRfPOT8Sxy87P5osJ	7MITu04P3bpWgI1IBdmhYf	Carleen Anderson	Mama Said	36	GBAAA9300186
acid jazz	spotify:playlist:7vyHBfRfPOT8Sxy87P5osJ	40qWtvulNUdysSLp4gdQxr	Outside	The Plan	3	GBBCM9500214
acid jazz	spotify:playlist:7vyHBfRfPOT8Sxy87P5osJ	7kKYyLsMLHSAEXOHYojKZ3	Dodge City Productions	People (Come On)	4	GBUM70603838
acid jazz	spotify:playlist:7vyHBfRfPOT8Sxy87P5osJ	4MnwnmfE0IAj9QOpBvcsZw	Anna Ross,John Taylor,Charles Scott IV	First Day - John Taylor / Charles Scott IV Remix	1	UK7861700001
acid jazz	spotify:playlist:7vyHBfRfPOT8Sxy87P5osJ	3pgfSHj0RnRKEsJSakgZaX	NW1	Without You	0	AUXN22033840
acid jazz	spotify:playlist:7vyHBfRfPOT8Sxy87P5osJ	6H1VbBUj6BT30RosaM77lJ	Sound Assembly	Electric Kinda Love	13	GBFUR1200381
acid jazz	spotify:playlist:7vyHBfRfPOT8Sxy87P5osJ	2h0khjqBUvUVLiq0YL1qke	Sandals	Lifted	2	GBSMU6418900
acid jazz	spotify:playlist:7vyHBfRfPOT8Sxy87P5osJ	4m3xJrO9n1cB2fLibUjsW9	Jessica Lauren	Kofi Nomad - Radio Edit	8	GBJSH1862301
acid jazz	spotify:playlist:7vyHBfRfPOT8Sxy87P5osJ	2BaysgI4yYKKLFHPvFzymI	Planet,King Syze	Haters Beware	1	USA560813606
acid jazz	spotify:playlist:7vyHBfRfPOT8Sxy87P5osJ	5m1CtSsyzZcyEN92DHZkJm	Black & Brown	Tribal Boogaloo	20	ITI029800342
acid jazz	spotify:playlist:7vyHBfRfPOT8Sxy87P5osJ	0ubLHq2eBQD2U6F2GpCZSQ	Hang Ten	Track X	1	GBBTV1802592
