PROLIFIC_PID,d_score,o_score
60dc262964386b6c44cc5040,0.695,5
5f92f3106ec462055506c357,0.495,0
606b0d260c8c0c5fd7c854c8,0.288,5
61085eb72ce70a498366f602,-0.155,4
