PROLIFIC_PID,familiarity,like,playlist
5f92f3106ec462055506c357,1,4,1
606b0d260c8c0c5fd7c854c8,3,5,1
60dc262964386b6c44cc5040,1,2,2
61085eb72ce70a498366f602,2,2,2
