participant,age:1,gender:1,gender:other,citizenship:1,residence:1,education:1,mb1:1,mb2:1,mb3:1,mb4:1,mb4:other,mb5:1,af:1,af:2,af:3,af:4,af:5,af:6,af:7,af:8,af:9,af:10,af:11,af:12,af:13,af:14,af:15,af:16,af:17,af:18,af:19,af:20,gf:1,gf:2,gf:3,gf:4,gf:5,gf:6,gf:7,gf:8,gf:9,gf:10,gf:11,gf:12,gf:13,gf:14,gf:15,gf:16,gf:17,gf:18,gf:19,gf:20,guttman:1,guttman:2,guttman:3,guttman:4,guttman:5,PROLIFIC_PID,STUDY_ID,SESSION_ID,TIME_start,TIME_end,TIME_total,artist_fam_score,genre_fam_score,avg_fam_score,open_score
s.277dad57-b997-4413-9b94-dec690d9f4cd.txt,2,2,,Spain,Barcelona,4.0,5,3,4,2,,3,3,2,3,3,3,3,3,2,3,3,3,1,1,3,2,3,2,3,3,3,1,1,2,2,1,2,1,1,3,1,3,2,1,3,2,2,3,1,2,1,1,1,1,2,2,611004ec2dfc7b0f77b3a74b,6269053ac9ca43d823c77778,627238e41620119ee74e4563,2022-05-04-10-28,2022-05-04-10-30,2,1.58,6.05,3.81,3
s.e2c07671-5b44-4bb4-9b6b-99f07eb55e45.txt,2,1,,Portugal,Portugal,3.0,4,4,4,2,,3,3,1,3,1,3,3,3,1,3,1,1,3,1,3,1,3,3,3,3,3,1,1,3,1,1,1,1,1,3,1,3,3,1,3,3,3,3,1,1,1,1,1,2,2,2,5ef36b13c358120b8508ab5d,6269053ac9ca43d823c77778,62723926a39fd3c06eb70a8c,2022-05-04-10-28,2022-05-04-10-32,4,1.90,5.35,3.63,2
s.2c0b49fd-78ff-473d-bad7-1a405e24e2b9.txt,3,1,,Italy,Italy,3.0,4,3,4,2,,2,2,1,2,1,2,2,2,2,2,2,1,1,1,1,2,2,1,1,2,2,1,1,2,1,1,1,1,1,1,1,2,2,1,2,2,2,2,1,1,1,2,1,2,2,2,5e7f35ac33f8d4000aede88c,6269053ac9ca43d823c77778,627238e672fa676ff262d775,2022-05-04-10-28,2022-05-04-10-31,3,6.60,8.20,7.40,1
s.0bfef8cf-63b9-4f3e-9866-22f49c6da3d9.txt,2,1,,Italy,Italy,2.0,5,4,5,1,,2,2,1,3,1,2,3,3,1,1,1,1,3,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,3,1,2,1,1,3,1,1,1,1,1,1,1,1,60eed2d5d8eda15391d25cca,6269053ac9ca43d823c77778,627238e20a08ecfd6aa77861,2022-05-04-10-28,2022-05-04-10-31,3,5.58,8.18,6.88,5
s.2d6b4fb2-7d70-4e46-b3ad-2ac5c0433cb8.txt,2,2,,Spain,Spain,2.0,5,2,2,4,,4,3,1,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,1,3,3,2,3,2,3,3,2,3,3,3,3,2,3,3,1,1,1,1,2,60f364780342181eb49b70d7,6269053ac9ca43d823c77778,627238d96921c058e530ba4a,2022-05-04-10-28,2022-05-04-10-32,4,0.25,1.00,0.62,4
s.2a284f89-d6af-46df-bae8-f1721d10976d.txt,3,1,,Italy,Italy,3.0,4,4,4,6,Tidal,1,1,1,2,1,3,1,3,1,1,1,1,2,3,1,2,3,1,1,3,1,1,2,2,1,1,1,2,1,1,1,1,3,1,1,2,1,3,1,1,1,1,1,2,2,2,614efd595bcde57c73d0ecf7,6269053ac9ca43d823c77778,627238ec3fac1d5f16d2e684,2022-05-04-10-28,2022-05-04-10-31,3,6.50,7.65,7.08,2
s.be1be726-7f09-46d5-84eb-11e8175432f6.txt,4,2,,Portugal,Portugal,4.0,4,2,2,2,,2,3,1,3,1,3,3,3,3,1,1,1,1,3,3,3,3,1,1,3,3,1,2,2,1,1,2,2,1,2,2,3,3,1,3,2,2,3,1,1,1,1,1,1,1,2,6032b41809e86b2d25e6abf5,6269053ac9ca43d823c77778,627238de45e2579308c75abb,2022-05-04-10-28,2022-05-04-10-32,4,3.45,5.05,4.25,4
s.81655112-1138-4336-8f83-8b0842fdfefd.txt,2,2,,italy,italy,2.0,5,2,4,2,,2,3,1,2,2,2,3,3,3,3,3,1,1,1,3,1,1,3,1,3,3,1,1,3,1,1,1,1,1,3,1,3,3,1,3,3,3,3,1,3,1,1,1,1,2,2,5f0df4e79f8ab807f164bf6e,6269053ac9ca43d823c77778,6272390d05d4045b08ac757b,2022-05-04-10-28,2022-05-04-10-30,2,3.45,5.20,4.33,3
s.c13a1ba0-6f4c-4694-80d6-6a4172913700.txt,3,2,,Italy ,Italy ,4.0,5,3,4,2,,3,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,1,2,1,2,1,2,3,1,2,2,1,3,1,3,1,1,1,1,1,2,5f03a1edf388fe5cd83e42a3,6269053ac9ca43d823c77778,627238e1be22198da5e4129c,2022-05-04-10-29,2022-05-04-10-32,3,5.35,6.70,6.03,4
s.da9af356-54db-4f17-a49d-a8489a25037a.txt,2,2,,Italy,Italy,3.0,4,2,2,2,,2,2,1,3,3,3,3,3,3,3,1,3,3,2,3,3,3,3,1,3,3,1,1,3,1,1,2,1,2,2,1,3,3,1,3,2,3,3,1,3,2,1,1,1,1,2,5de440d3400de40285c01263,6269053ac9ca43d823c77778,627238ede814bf8db01b73eb,2022-05-04-10-31,2022-05-04-10-35,4,1.12,5.12,3.12,4
