participant	age:1	gender:1	gender:other	citizenship:1	residence:1	education:1	mb1:1	mb2:1	mb3:1	mb4:1	mb4:other	mb5:1	af:1	af:2	af:3	af:4	af:5	af:6	af:7	af:8	af:9	af:10	af:11	af:12	af:13	af:14	af:15	af:16	af:17	af:18	af:19	af:20	gf:1	gf:2	gf:3	gf:4	gf:5	gf:6	gf:7	gf:8	gf:9	gf:10	gf:11	gf:12	gf:13	gf:14	gf:15	gf:16	gf:17	gf:18	gf:19	gf:20	guttman:1	guttman:2	guttman:3	guttman:4	guttman:5	PROLIFIC_PID	STUDY_ID	SESSION_ID	TIME_start	TIME_end	TIME_total
s.913edfd8-312d-4ac2-8e07-6bf353dcb91a.txt	2	2		Portugal	Portugal	3	5	4	4	2		3	3	1	3	3	3	3	3	3	2	3	3	3	1	3	1	3	3	3	3	3	1	1	3	2	1	1	1	1	2	1	3	3	1	2	3	2	3	1	1	1	1	1	1	1	2	5f285902166da3151b01faf2	6269053ac9ca43d823c77778	626fe66179b4c3e8f223a8e6	2022-05-02-16-11	2022-05-02-16-14	3
s.1e011556-f14b-40b0-b1a0-617309b659c5.txt	2	2		Portugal	Portugal	3	5	2	3	2		3	3	1	3	2	2	3	3	3	2	3	2	2	1	3	1	2	3	1	3	3	1	2	2	1	1	2	2	1	2	1	1	3	1	2	2	2	3	1	1	1	1	1	1	2	2	60b4e13f03c543ecd0d54a08	6269053ac9ca43d823c77778	626fe6684c8899d07e02c6bc	2022-05-02-16-11	2022-05-02-16-13	2
s.f7affab8-2d13-409c-86ff-dab6eb4a3657.txt	2	1		Portugal	Portugal	4	3	5	4	2		2	3	1	3	2	2	3	3	3	3	3	2	3	1	3	1	3	2	2	3	3	1	1	3	2	1	2	3	1	2	1	3	3	1	2	3	3	2	1	1	2	1	1	1	1	1	60dbb3bf9cc8b9398aedb1e6	6269053ac9ca43d823c77778	626fe64d83e32c07d0d23b4d	2022-05-02-16-11	2022-05-02-16-13	2
s.cc49615a-2b7e-4311-9147-f98ee832f8fb.txt	2	2		Portugal	Portugal	4	4	4	4	2		2	3	1	1	1	1	2	1	1	3	1	1	3	1	1	1	3	3	1	3	3	1	1	3	1	1	1	1	1	1	2	3	3	1	3	1	2	3	1	1	1	1	1	1	2	2	5f01c00db92981305cc52a86	6269053ac9ca43d823c77778	626fe649a1a7e3913d98a785	2022-05-02-16-10	2022-05-02-16-18	8
s.090340f6-57c3-4ea5-aee7-b6a3dee70cdd.txt	4	1		Italy	Italy	2	4	3	4	2		2	2	1	3	1	1	1	1	1	3	1	1	1	1	2	3	2	1	1	3	3	1	2	1	1	1	1	2	1	3	1	1	3	1	3	1	1	3	1	1	1	1	1	1	1	1	5fe65c62e5e63147348427a6	6269053ac9ca43d823c77778	626fe651b00379d6420fd07b	2022-05-02-16-10	2022-05-02-16-13	3
s.05ac1397-0a3a-4503-b4b4-e76ff834ce4b.txt	2	1		Portugal	Castelo Branco	2	4	4	2	2		3	1	1	3	3	1	3	3	3	3	1	1	3	1	1	2	2	3	3	3	3	1	1	3	1	3	1	3	1	3	1	3	3	1	3	3	2	3	2	1	1	1	1	1	1	1	5c0fde85d86a170001faa55a	6269053ac9ca43d823c77778	626fe64f5f50d6cd7514e286	2022-05-02-16-10	2022-05-02-16-11	1
s.2fe6aecc-e79b-44c9-b388-bba57ab58f09.txt	2	2		Italy	Italy	2	4	2	2	4		2	3	1	3	3	2	3	3	2	3	3	3	3	1	3	1	3	1	3	3	3	1	1	3	1	1	1	1	1	3	1	1	3	1	3	2	3	3	1	1	1	1	1	1	1	1	5d9a40b93cc9670018523642	6269053ac9ca43d823c77778	626fe64fa9cd5238977c9199	2022-05-02-16-10	2022-05-02-16-13	3
s.794cc8b9-240f-4875-b460-094db02c1320.txt	3	1				3	5	4	5	4		4	1	1	1	1	1	1	3	1	1	1	1	1	3	3	3	2	1	1	2	1	1	2	1	1	1	1	2	1	1	1	2	3	1	1	1	2	1	1	1	1	1	1	1	1	1	617139bdf6dbf9169a30ad3a	6269053ac9ca43d823c77778	626fe6487825d9da22ea4c8d	2022-05-02-16-10	2022-05-02-16-12	2
s.ba94b746-a419-42a0-88b7-6ec86d2ab3a8.txt	3	1		Portugal	Portugal	4	4	4	3	2		3	1	1	2	1	2	2	3	2	3	3	1	2	1	1	2	3	2	1	2	3	1	1	2	1	1	1	2	2	3	1	1	1	1	2	2	3	3	1	1	1	1	1	1	2	2	612687a5a3c9d923c4050e47	6269053ac9ca43d823c77778	626fe63d2452fd0f9460e7d7	2022-05-02-16-10	2022-05-02-16-12	2
s.76ba82b7-c6be-436f-a79f-822740a3b1ee.txt	2	1					5	5	4	2		4	3	1	3	3	3	3	3	3	3	3	2	3	1	3	3	3	3	3	3	3	3	3	3	3	2	3	3	1	3	2	2	2	3	2	3	2	2	3	3	3	2	2	2	1	2	613508de42960e3b86f7206d	6269053ac9ca43d823c77778	626fe64001e4bae2ae77b279	2022-05-02-16-10	2022-05-02-16-14	4
s.b460a3e8-f830-4ad7-91b1-b0d645a42a27.txt	2	2		Portugal	Portugal	2	4	1	1	4		2	3	1	3	1	3	3	3	3	3	3	2	3	3	3	1	3	3	3	3	3	1	2	2	2	1	3	3	1	1	1	1	3	3	3	2	1	3	1	3	1	1	2	2	2	2	5e90a8363f920e3bda6b5068	6269053ac9ca43d823c77778	626fe644465d9b3684ebc435	2022-05-02-16-10	2022-05-02-16-14	4
s.4f2288dd-6455-4ad7-89f3-a86b748a55aa.txt	2	1		Spain	Spain	2	5	3	2	4		4	3	3	3	3	3	1	3	3	3	3	3	3	1	1	3	3	3	3	3	3	1	2	2	1	1	1	2	1	3	1	2	3	1	2	3	2	2	1	2	1	2	2	1	2	2	60b78fab6f56675dc6eeb9f1	6269053ac9ca43d823c77778	626fe647d1e2c920ef38607a	2022-05-02-16-10	2022-05-02-16-12	2
s.b51dc2a9-814f-4c21-845a-90301b83d128.txt	2	2				2	5	2	4	2		2	3	2	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	1	1	3	1	1	1	1	1	1	1	1	3	1	3	1	3	3	1	1	1	1	1	2	2	2	603e297ff27612c343ab3bb1	6269053ac9ca43d823c77778	626fe648e20e5ed4aa47b899	2022-05-02-16-10	2022-05-02-16-12	2
s.aa88891d-ae55-4311-a6bf-997d4a1dfd9c.txt	2	1		Portugal	Porto	3	5	4	4	4		2	3	1	3	2	2	3	3	1	3	1	1	3	1	3	3	3	2	3	3	3	1	1	2	1	1	1	3	1	2	1	1	3	3	3	3	3	3	1	1	1	1	1	1	1	1	60fd5adad03767cff6dddda8	6269053ac9ca43d823c77778	626fe645c4e4d6c00276064d	2022-05-02-16-10	2022-05-02-16-12	2
s.1b21d27f-9008-44b5-8952-db2b3ed92b16.txt	2	2		portugal	portugal	4	5	3	2	2		4	3	2	3	2	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	1	1	3	1	2	3	1	2	3	3	3	3	3	2	2	3	3	3	3	1	1	1	1	1	2	60aabff11bad269f664ccbc7	6269053ac9ca43d823c77778	626fe6475c3a0ccc40976cf2	2022-05-02-16-10	2022-05-02-16-12	2
s.e87e407b-4e08-4788-8760-cd8b6532d158.txt	2	1		Portugal/Portuguese	Portugal	2	5	4	4	2		3	3	2	3	2	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	2	3	3	3	1	1	3	1	3	1	2	3	3	3	3	3	3	1	3	1	1	1	1	2	2	60199014a4f7250bea248b6d	6269053ac9ca43d823c77778	626fe64f41bcde9259f3e01f	2022-05-02-16-10	2022-05-02-16-12	2
s.0a35679d-fa00-431c-8a83-b97770cc57c0.txt	2	2		Spain	Spain	2	4	2	1	2		1	3	2	3	3	3	3	3	3	3	3	3	2	1	3	1	3	3	3	3	3	1	1	3	1	1	1	3	2	1	1	1	3	1	3	3	2	3	1	3	1	1	1	2	2	2	610d97bf0ee9babdb89986ea	6269053ac9ca43d823c77778	626fe645682c93d9328aef36	2022-05-02-16-10	2022-05-02-16-12	2
s.af8f6406-d149-486c-918f-3e831e369a6b.txt	4	2		Spain	Spain	3	5	4	4	4		3	2	1	2	1	1	2	2	1	1	1	1	1	3	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	2	3	1	2	1	1	3	1	1	1	1	1	1	1	1	5acc65f668b65b00018db322	6269053ac9ca43d823c77778	626fe644d1e2c920ef386079	2022-05-02-16-10	2022-05-02-16-13	3
s.ab6bafc5-327c-436d-aca6-7f38329f544e.txt	2	2		Portugal	Portugal	4	5	4	4	2		4	2	1	3	1	3	2	3	3	3	1	1	3	1	3	1	3	3	3	3	3	1	1	3	1	1	1	1	1	1	1	2	3	1	1	3	1	3	1	1	1	1	1	1	2	2	60b68fc2c92926cd9af2733b	6269053ac9ca43d823c77778	626fe64b1629e484a6f62c16	2022-05-02-16-10	2022-05-02-16-12	2
s.24bd11ce-1edb-47ed-8076-d193080cf1bf.txt	3	2		Portugal	Portugal	4	4	3	2	2		2	3	1	3	1	1	3	3	3	3	3	1	3	2	2	1	3	1	1	3	3	1	1	3	1	1	1	1	1	1	1	2	3	1	3	2	2	3	1	1	1	1	1	1	2	2	609e866bea124d8bae2e1ce8	6269053ac9ca43d823c77778	626fe650ccc11ae7c0650163	2022-05-02-16-10	2022-05-02-16-13	3
s.3b391205-1227-4371-80bb-2c9e22c3be8b.txt	3	2		Spain	Spain	4	2	4	2	2		2	3	1	3	3	3	3	3	3	3	3	3	3	1	1	1	3	3	3	3	3	3	2	3	1	1	3	2	1	3	1	2	3	1	3	3	3	3	1	2	1	1	1	1	2	2	5feb6c7bb289af7474291a40	6269053ac9ca43d823c77778	626fe64efd090cc1149465c8	2022-05-02-16-10	2022-05-02-16-12	2
s.c28c86e5-9add-4091-b395-d7e8033e9724.txt	3	4	I don't identify with any gender identity. In case it is of any relevance, though, I am a woman (female human)	Italy	Italy	5	3	1	3	2		1	3	1	3	1	2	1	3	3	3	1	1	1	2	3	3	3	1	1	2	3	1	2	3	3	1	1	3	1	1	2	3	3	1	3	3	3	3	1	1	1	1	1	2	2	2	5e5cc9ce92d80948da643ebc	6269053ac9ca43d823c77778	626fe65027316e0cbe1c371e	2022-05-02-16-10	2022-05-02-16-12	2
s.5f8401ca-0d58-4fa4-bfaf-363f83166f4a.txt	2	2		Portugal	Portugal	4	4	2	1	2		2	3	1	3	1	3	3	3	3	3	3	3	3	2	2	1	3	1	3	2	3	3	3	3	2	1	3	3	1	3	1	3	3	1	3	3	3	3	1	1	3	1	1	2	2	2	5f82e997eec0860404c8f790	6269053ac9ca43d823c77778	626fe6547b232885dc80fa31	2022-05-02-16-10	2022-05-02-16-12	2
s.141e81cd-a026-4e0e-8163-e38305c63a86.txt	2	2		Portugal	Portugal	4	4	2	2	2		2	3	1	3	3	2	3	3	3	1	3	3	3	3	3	3	3	3	3	3	3	1	3	1	1	1	1	3	1	3	3	3	3	1	3	1	3	3	1	3	1	1	2	2	2	2	5c4c53b95aa8dc00011b0dce	6269053ac9ca43d823c77778	626fe64c74ee96374485f1a0	2022-05-02-16-10	2022-05-02-16-12	2
s.acf8bd2f-aab6-4985-a106-ca52cd01c45a.txt	3	2		Italy	Italy	3	5	3	3	2		1	3	1	3	2	3	3	3	3	3	3	3	3	2	3	1	3	3	2	3	3	1	3	3	3	1	3	3	1	3	2	2	3	1	3	3	2	3	1	3	1	1	1	2	2	2	5e8241ef534c91943820e8f8	6269053ac9ca43d823c77778	626fe64d1821c45e7f2e6e39	2022-05-02-16-10	2022-05-02-16-13	3
s.ae753fc3-5bf0-4342-9821-c677725df6eb.txt	2	1		Portugal	Portugal	4	5	4	4	2		2	3	1	3	2	2	3	2	2	2	3	2	3	1	3	1	3	1	2	2	3	1	3	3	1	1	2	3	2	2	3	1	3	1	1	3	3	3	1	2	1	1	1	1	1	1	612fe64ec0e4e3b001e553ef	6269053ac9ca43d823c77778	626fe652113b0b2004db4fd0	2022-05-02-16-10	2022-05-02-16-13	3
s.527521e4-6953-49c6-88b6-1d552199495c.txt	2	2		Portugal	Portugal	2	5	2	2	2		4	3	3	3	3	3	3	3	3	3	3	3	3	2	3	1	3	3	3	3	3	2	1	2	1	1	1	2	2	2	3	3	3	2	2	2	3	3	2	3	2	1	2	2	2	2	5f03e27b71331161cf1f7f76	6269053ac9ca43d823c77778	626fe6520de704becb0e3d59	2022-05-02-16-10	2022-05-02-16-12	2
s.91d5ce61-0e97-43ed-8e5a-7cd60e49ac77.txt	2	2		Italy	Italy	4	4	4	4	2		3	2	1	2	1	2	1	2	2	2	1	1	2	1	1	1	2	1	1	2	2	1	1	3	1	1	1	1	1	3	1	1	3	1	1	3	1	3	1	1	1	1	1	1	2	2	615b6abb6e03836881dc99d8	6269053ac9ca43d823c77778	626fe643c5c470ba602b30f8	2022-05-02-16-10	2022-05-02-16-12	2
s.350bfd53-9048-4410-8945-f52c2d1fd17d.txt	2	2		italy	italy	3	4	3	3	2		3	3	1	1	3	3	2	2	1	3	3	1	2	1	1	3	3	2	1	1	1	1	2	3	1	1	1	3	1	1	1	2	3	1	3	1	1	3	1	1	1	1	1	1	1	1	5dc3485219ca0326027ce91f	6269053ac9ca43d823c77778	626fe64a95909a621022d7d2	2022-05-02-16-10	2022-05-02-16-23	13
s.f4474d5d-1e95-4d09-8258-14a34743a510.txt	2	1		Italy	Italy	2	4	2	2	2		2	3	3	3	3	3	3	3	3	3	3	3	3	1	3	1	3	3	3	3	3	3	3	3	1	1	3	3	3	1	3	3	3	3	3	1	3	3	1	3	1	2	2	2	2	2	612e1d1fced5b29f9450b782	6269053ac9ca43d823c77778	626fe64b0f3c8b15d4196e70	2022-05-02-16-10	2022-05-02-16-12	2
s.075e807f-b50a-4443-aeae-4fedcb859588.txt	2	1		Portugal	Portugal	2	2	1	1	2		4	3	1	3	1	3	3	3	1	3	3	1	3	3	3	1	3	3	3	3	3	1	1	2	1	1	1	3	1	3	3	2	3	1	3	3	1	3	1	3	1	1	1	1	1	2	609a7d5287ca8fb83e0780d4	6269053ac9ca43d823c77778	626fe6419bf12656d060a1f9	2022-05-02-16-10	2022-05-02-16-12	2
s.27ffe425-f129-42df-a63a-d060c3b983fe.txt	4	1		Italy	Italy	3	5	4	4	4		3	1	1	2	1	3	2	3	3	1	2	1	2	1	1	3	2	1	2	3	3	1	1	2	1	3	1	1	1	3	2	3	2	2	2	2	3	3	1	1	1	1	1	1	1	1	5bbc6d161b8d350001eb3888	6269053ac9ca43d823c77778	626fe64fd7a76c6b490aa56c	2022-05-02-16-10	2022-05-02-16-17	7
s.552f8ca6-9a29-4671-9d90-2d4ef6d765d8.txt	3	1		Portugal		2	4	4	4	4		2	1	1	2	1	2	1	2	3	1	1	1	2	1	1	2	1	1	1	3	2	1	2	2	1	1	1	1	2	2	1	1	3	1	3	3	3	3	1	1	1	1	1	1	1	1	60baef9aa0cb140b69d72f5a	6269053ac9ca43d823c77778	626fe653cc1b86e5817a2dba	2022-05-02-16-10	2022-05-02-16-13	3
s.2c2fcbf4-5366-4aca-8a06-20d0d799dd64.txt	2	1		Italy	Italy	2	4	2	2	4		1	3	1	3	3	3	1	3	3	1	3	2	3	1	1	3	3	3	3	3	3	1	1	2	3	1	1	3	1	1	1	3	3	1	3	2	3	3	1	2	1	1	1	1	2	2	5f5503435d41a489068ff50b	6269053ac9ca43d823c77778	626fe6512452fd0f9460e7d8	2022-05-02-16-10	2022-05-02-16-13	3
s.81e87589-41a8-43ad-9c4c-2cf490140533.txt	3	1		Spain	Spain	3	4	3	4	1		4	1	1	3	1	3	1	3	3	2	1	1	1	1	1	2	1	1	1	3	3	1	1	2	1	1	1	1	1	1	1	2	3	1	2	2	1	3	1	2	1	1	1	1	1	1	5c883760e0f6e50017f0abbb	6269053ac9ca43d823c77778	626fe6543c911a4d3729a326	2022-05-02-16-10	2022-05-02-16-13	3
s.e3ac74c1-e410-4653-b57b-1ce92592ac0f.txt	2	1		italy	italy	2	5	4	4	2		4	3	1	3	1	3	3	3	1	3	1	1	3	1	1	1	3	1	1	3	3	1	1	3	1	1	1	1	1	1	1	3	3	1	2	3	1	3	1	1	1	1	1	2	2	2	5f1c21d9bfb35348529f81c7	6269053ac9ca43d823c77778	626fe64b2c0b04a7d7403c81	2022-05-02-16-10	2022-05-02-16-12	2
s.a1769fe2-9176-4559-b096-d796913f7032.txt	2	2		Italy	Italy	4	4	4	3	2		3	1	1	3	1	3	2	3	3	3	3	3	3	1	1	1	3	1	2	3	3	1	3	3	1	1	3	3	1	3	1	3	3	1	3	3	3	3	1	1	3	1	1	2	2	2	5e68d8b2a042a7000d529490	6269053ac9ca43d823c77778	626fe64ecfc2bd6482f4e760	2022-05-02-16-10	2022-05-02-16-13	3
s.1e65b8e9-cced-440a-b55a-760e10ac2c13.txt	3	1		Portugal	Portugal	3	3	4	3	2		3	2	1	3	1	2	1	3	2	3	2	1	2	1	1	1	3	1	2	2	2	1	1	2	1	1	1	2	1	1	1	1	3	1	2	2	3	2	1	2	1	1	1	1	1	2	61057e9d6337073e16b410f7	6269053ac9ca43d823c77778	626fe64a75d2ad467e39fa56	2022-05-02-16-10	2022-05-02-16-12	2
