participant	age:1	gender:1	gender:other	citizenship:1	residence:1	education:1	mb1:1	mb2:1	mb3:1	mb4:1	mb4:other	mb5:1	af:1	af:2	af:3	af:4	af:5	af:6	af:7	af:8	af:9	af:10	af:11	af:12	af:13	af:14	af:15	af:16	af:17	af:18	af:19	af:20	gf:1	gf:2	gf:3	gf:4	gf:5	gf:6	gf:7	gf:8	gf:9	gf:10	gf:11	gf:12	gf:13	gf:14	gf:15	gf:16	gf:17	gf:18	gf:19	gf:20	guttman:1	guttman:2	guttman:3	guttman:4	guttman:5	PROLIFIC_PID	STUDY_ID	SESSION_ID	TIME_start	TIME_end	TIME_total
s.6f0200be-27fc-48f4-aff4-d011eeac48f6.txt	3	2		Italy	Italy	3	4	1	2	4		2	2	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	1	3	1	1	1	1	1	3	1	1	3	1	1	1	2	1	1	3	1	1	1	2	2	2	6061c91d3fa9e41da89beda4	6269053ac9ca43d823c77778	6270ff6388cf08f1b9e8a5ea	2022-05-03-12-09	2022-05-03-12-12	3
s.0d981f41-223b-46da-af3a-d8f969b2fbee.txt	4	1		Italy	Italy	6	4	3	3	2		1	3	1	3	3	3	3	3	2	3	3	1	3	3	3	3	3	3	3	3	3	1	3	3	1	1	3	1	1	3	1	3	3	1	3	3	3	3	1	3	1	1	1	1	2	2	5e5c113fea889c3fde6d409a	6269053ac9ca43d823c77778	6270ff2d3bd4f140da703611	2022-05-03-12-09	2022-05-03-12-11	2
s.1589ad58-5ed1-4125-975f-57999fc7a43a.txt	4	1				4	5	5	4	4		3	1	1	3	1	2	1	2	1	1	1	1	1	1	1	2	1	1	1	2	3	1	3	1	1	1	1	3	1	1	1	3	3	1	3	1	2	3	1	1	1	1	1	1	1	1	5ea9520eae87cf034734bed1	6269053ac9ca43d823c77778	6270ff72538dd3a036098293	2022-05-03-12-10	2022-05-03-12-15	5
s.bc5bd6a2-4efc-4814-b5a5-dff7df1b1ae4.txt	2	1		Italy	Italy	2	5	4	5	2		2	3	1	3	1	2	3	3	1	3	3	1	2	1	3	1	3	3	2	3	3	1	1	3	1	1	1	3	1	3	1	2	3	1	3	3	1	3	1	3	1	1	1	1	1	1	613d091096ca434d703f77c5	6269053ac9ca43d823c77778	6270fedf8ad1a1d8457eba9a	2022-05-03-12-10	2022-05-03-12-12	2
s.c6286855-f9fe-42d6-b5fc-93d3d5ced4d4.txt	2	1		Portugal	Portugal	3	3	2	2	4		2	3	1	3	1	3	3	3	3	3	3	1	3	1	3	3	3	1	3	3	3	1	1	3	1	1	1	2	1	3	1	3	3	1	3	3	3	3	1	1	1	1	2	2	2	2	5dea7b9f789cb3196d9347c1	6269053ac9ca43d823c77778	6270ff9c956b7118fc84fef5	2022-05-03-12-10	2022-05-03-12-12	2
s.814eca61-1001-4eda-aa08-0400fdb022e0.txt	2	1					5	4	4	2		2	1	1	1	1	1	1	2	2	3	1	1	1	1	1	2	3	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	5e36b149a617e5637898ab7e	6269053ac9ca43d823c77778	6270ff705911dabe2903f166	2022-05-03-12-10	2022-05-03-12-12	2
s.bc1b764c-411c-4704-8940-0fbf42465a92.txt	4	1		Italy	Sicily	5	5	5	5	4		4	1	1	2	1	2	2	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	1	1	1	1	1	1	1	5f561a95aa1c4ea13672f138	6269053ac9ca43d823c77778	6270ff8c41cfb1141c6caf86	2022-05-03-12-10	2022-05-03-12-12	2
s.5feae47d-1d3d-4ce6-90d4-95f8db92a812.txt	2	2		italy 	italy	2	4	1	2	2		1	3	1	3	2	2	3	3	3	3	3	3	3	1	3	1	3	3	3	3	3	2	3	3	1	1	2	2	3	3	2	3	3	2	3	3	3	3	1	3	2	1	1	2	2	2	61700b8d032affadda0213d3	6269053ac9ca43d823c77778	6270ff62473e5ede737d0754	2022-05-03-12-10	2022-05-03-12-12	2
s.3ace62c6-1ab2-40d3-9170-62a024ff4241.txt	2	1		Italy	Italy	5	4	3	3	2		4	3	1	3	2	1	3	3	2	3	3	2	3	1	3	2	2	3	2	3	3	2	2	3	1	2	2	1	1	2	3	3	3	1	3	3	3	3	1	3	1	1	1	2	2	2	5faadf5d8557e750f957c115	6269053ac9ca43d823c77778	6270ff6d25e1b82620aee76a	2022-05-03-12-10	2022-05-03-12-12	2
s.75843dfe-e3f2-479f-85c0-f8a0491281df.txt	2	2				3	4	2	3	2		1	3	1	3	1	1	3	3	3	3	3	3	3	1	3	2	2	3	3	2	3	1	2	2	1	1	2	2	1	3	3	3	3	3	2	3	3	2	1	3	2	1	1	1	2	2	5c6702756f3ab4000137ef8c	6269053ac9ca43d823c77778	6270ffb0da9468dad92d093b	2022-05-03-12-11	2022-05-03-12-15	4
s.2c75b5a5-3bc5-4541-ba80-3e352a80968e.txt	2	2		Italy	Italy	2	4	2	2	2		2	3	1	3	2	3	3	3	2	3	3	2	3	1	3	1	3	3	3	3	3	1	1	2	1	1	2	3	1	2	1	3	3	1	2	2	3	3	1	3	1	1	2	2	2	2	608539cd54e4230bbaaf4959	6269053ac9ca43d823c77778	6270ff6bdc5ef080c5e65ff3	2022-05-03-12-11	2022-05-03-12-13	2
