participant	age:1	gender:1	gender:other	citizenship:1	residence:1	education:1	mb1:1	mb2:1	mb3:1	mb4:1	mb4:other	mb5:1	af:1	af:2	af:3	af:4	af:5	af:6	af:7	af:8	af:9	af:10	af:11	af:12	af:13	af:14	af:15	af:16	af:17	af:18	af:19	af:20	gf:1	gf:2	gf:3	gf:4	gf:5	gf:6	gf:7	gf:8	gf:9	gf:10	gf:11	gf:12	gf:13	gf:14	gf:15	gf:16	gf:17	gf:18	gf:19	gf:20	guttman:1	guttman:2	guttman:3	guttman:4	guttman:5	PROLIFIC_PID	STUDY_ID	SESSION_ID	TIME_start	TIME_end	TIME_total
s.0cdc500f-606f-4804-8d42-f1b095d2f366.txt	2	1		Portugal	Portugal	2	4	4	3	2		4	3	1	3	2	3	3	3	3	3	3	3	3	1	2	1	3	3	3	3	3	2	1	2	1	1	1	2	1	2	3	2	3	1	1	2	2	2	1	1	1	1	1	1	1	1	602691763444df34d0917731	6269053ac9ca43d823c77778	626a9f23b29e605ab9e78b67	2022-04-28-16-05	2022-04-28-16-07	2
s.d0871344-9fa3-4311-a383-1338ad748e43.txt	3	1		Italy	Italy	2	4	4	3	4		4	3	1	3	1	2	3	3	3	3	1	2	3	1	1	1	3	2	3	3	3	3	2	3	1	1	1	3	1	3	2	3	3	1	3	3	2	3	1	1	1	2	2	2	1	2	5e45ae4754f56d099400d6df	6269053ac9ca43d823c77778	626a95c0d5bfa338621c0c5a	2022-04-28-15-25	2022-04-28-15-30	5
s.f20e79d1-6351-4a47-8cc9-1a14ed98fc5c.txt	2	1		Portugal	Portugal	2	4	2	3	4		2	3	1	3	3	3	3	3	3	3	3	3	3	1	1	3	3	2	3	3	3	1	1	3	2	1	1	2	1	1	1	2	3	3	3	3	1	3	1	1	1	1	1	1	1	2	5f91ad02439b5e04b51d69a0	6269053ac9ca43d823c77778	626a95d9a8acb2c6cdf4e78c	2022-04-28-15-26	2022-04-28-15-30	4
s.3884992a-761d-4306-8eac-7d5eb081ecea.txt	3	1		Portugal	Portugal	3	2	3	3	4		2	2	3	3	1	3	2	3	3	3	2	1	3	1	1	1	3	1	2	3	3	1	2	1	2	1	1	3	1	1	1	1	3	1	3	1	3	3	1	1	1	1	1	1	1	2	5e5ba8c45cd2ad38c93ca999	6269053ac9ca43d823c77778	626a9f26a245682285cb1d43	2022-04-28-16-05	2022-04-28-16-07	2
s.236e8c02-5fa2-4245-99db-b71f44bc94bf.txt	4	1		Spain	Spain	2	3	2	3	4		1	3	1	3	1	3	3	3	3	1	1	2	3	3	3	3	3	1	3	3	3	1	3	3	1	1	3	3	1	3	2	3	3	1	3	3	3	3	1	1	1	1	1	1	1	2	563bb259be9cac0005aab7ab	6269053ac9ca43d823c77778	626a95bd9df5e6a74faa4f7e	2022-04-28-15-29	2022-04-28-15-33	4
s.57f28947-0f65-45b2-8ab5-9189a04cb86c.txt	2	2		Italia	Italia	3	4	2	1	2		3	3	1	3	3	3	3	3	3	3	3	3	3	1	3	1	3	3	3	3	3	1	1	3	1	1	1	1	1	1	1	3	3	1	2	1	3	3	1	3	1	1	1	1	1	1	5f6132f075b3fa0ac649fd3c	6269053ac9ca43d823c77778	626a95d710655dd5e08df46b	2022-04-28-15-25	2022-04-28-15-28	3
s.3f090629-87a7-4ce5-9024-4e408c616355.txt	2	2		italy	italy	3	3	1	1	2		4	2	1	3	3	2	2	3	2	2	3	3	2	1	3	1	3	3	3	3	3	1	2	3	1	1	1	2	1	3	1	3	3	1	3	3	2	3	1	3	1	1	1	1	2	2	60b3576258dd0303232cb158	6269053ac9ca43d823c77778	626aa1a53ca7e9778202d788	2022-04-28-16-16	2022-04-28-16-19	3
s.6b111034-52a0-497b-9d2c-a530799e7132.txt	2	1		Italy	Italy	2	4	4	3	4		3	1	1	1	1	3	1	3	3	1	3	1	3	1	1	3	3	1	3	3	3	1	1	2	1	1	1	1	1	1	1	1	3	1	1	2	1	2	1	1	1	1	1	1	1	2	5dc5c4b99e40c94387aeb4e5	6269053ac9ca43d823c77778	626a958a2d163fdcf8f41f0a	2022-04-28-15-24	2022-04-28-15-26	2
s.6d457232-2939-4f9d-8f8e-1393acc73623.txt	3	1		Portugal	Portugal	4	4	2	3	4		2	3	1	3	1	3	3	3	3	1	1	1	3	2	3	3	3	1	1	3	3	1	3	3	1	1	2	2	1	2	3	3	3	1	3	2	3	3	1	2	1	1	1	1	2	2	57c69f9fb23f0e000182db41	6269053ac9ca43d823c77778	626a98c9a15427c80ceb4879	2022-04-28-15-39	2022-04-28-15-42	3
s.00b47a51-2b90-48f0-a7c3-71396dafddb0.txt	3	1		Portugal	Portugal	3	4	3	3	2		2	3	1	3	3	3	3	3	3	3	3	3	3	1	3	3	3	3	3	3	3	1	3	3	3	1	1	3	1	1	1	1	3	1	3	1	3	3	1	1	1	1	1	1	1	1	612820047346933da8342f74	6269053ac9ca43d823c77778	626a98bce78620463c04fc43	2022-04-28-15-39	2022-04-28-15-41	2
s.3116c177-554f-4e60-b613-72ace6f99604.txt	2	2		Italy	Italy	2	3	2	2	2		3	3	1	3	2	3	2	3	2	3	3	3	3	2	3	1	3	3	3	3	3	1	2	3	3	1	3	3	2	1	2	3	3	1	3	1	1	3	1	1	1	1	1	1	1	1	5f20247996215b06459cdfff	6269053ac9ca43d823c77778	626a9f25e2e5a7ad74a07377	2022-04-28-16-06	2022-04-28-16-09	3
s.649fdc03-e35d-472b-8daa-79e281b3e92a.txt	2	1		Portugal	Portugal	2	4	2	3	2		4	3	1	3	3	2	3	3	3	3	3	3	3	1	3	3	3	2	3	3	3	1	1	2	1	1	1	3	1	2	1	3	3	1	2	2	2	3	1	1	1	1	1	2	2	2	5fcd410d5395091ccc87449c	6269053ac9ca43d823c77778	626a974b7e71a667aae25ce4	2022-04-28-15-32	2022-04-28-15-34	2
s.f533648a-f1f0-49bb-9880-21009b6a0f3a.txt	3	1		Portugal	Portugal	4	4	3	4	4		2	1	1	2	1	1	1	3	1	1	1	1	2	1	1	1	1	1	1	3	3	1	2	1	1	1	1	2	1	1	1	1	3	1	1	1	1	3	1	1	1	1	1	1	1	1	5e8f20a3d8c3591dcf96a249	6269053ac9ca43d823c77778	626a95f8dd35a41c4a5b2e6c	2022-04-28-15-27	2022-04-28-15-30	3
s.06d1db59-47a5-424e-b335-928d928152fd.txt	2	2		Italy	Italy	2	4	2	3	2		4	3	1	3	2	3	3	3	3	3	1	3	3	1	3	1	3	3	3	3	3	1	1	3	2	1	1	3	1	2	1	2	3	1	3	2	3	3	1	3	1	1	1	1	1	1	5f11ccbc1a1a2c08b4a99efb	6269053ac9ca43d823c77778	626a9644060b97ce3f942c01	2022-04-28-15-28	2022-04-28-15-30	2
s.22dc9ea8-db3a-4746-b43c-15a62c5ee675.txt	4	1		italy	italy	3	4	3	4	2		2	3	1	3	1	3	3	3	1	1	1	1	3	2	3	3	3	1	1	3	3	1	3	3	1	1	1	1	1	1	1	3	3	1	3	1	1	3	1	1	3	1	1	1	1	2	5c45ad3793f3690001c46767	6269053ac9ca43d823c77778	626a951380a2c2c688b73a50	2022-04-28-15-23	2022-04-28-15-25	2
s.2536d846-a8e8-4ce4-9d82-d620da40a8ab.txt	2	1		Portugal	Portugal	3	4	1	3	2		2	2	1	3	3	3	3	3	3	3	2	1	1	1	1	3	3	3	3	3	3	1	1	3	1	1	1	2	1	2	1	2	3	1	2	3	2	3	2	2	1	1	1	2	2	2	5e9dd814910d621387801b01	6269053ac9ca43d823c77778	626a976096b01c7a019f54ae	2022-04-28-15-32	2022-04-28-15-34	2
s.8c062981-c86f-4243-9fe4-ee6e287b3758.txt	2	1		Italy	Italy	2	3	2	3	2		3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	2	1	1	3	3	3	2	2	3	3	3	3	3	3	1	3	1	1	1	1	2	2	5f89c22268e5fe0009834636	6269053ac9ca43d823c77778	626a9751d60f27bfdafaacce	2022-04-28-15-32	2022-04-28-15-34	2
s.40b8a7f2-bae2-4094-8358-cce6c9feae39.txt	2	1		Portugal		3	4	4	4	2		3	2	2	2	2	2	2	2	2	2	2	1	2	1	2	1	2	2	2	2	2	1	1	2	1	1	1	2	1	1	2	2	2	1	1	2	2	2	1	1	1	1	1	1	1	2	6099331dd68e8681d2c562ca	6269053ac9ca43d823c77778	626a98c06a8a2918fef10c45	2022-04-28-15-38	2022-04-28-15-42	4
s.9ade574c-7ba3-48e9-9af6-f512bc96d31f.txt	2	2		Portugal	Portugal	4	5	4	5	2		4	3	1	3	1	1	3	3	3	3	3	3	3	1	3	3	3	1	3	3	3	1	1	3	1	1	1	1	1	3	2	2	3	1	2	1	3	3	1	1	3	1	1	1	1	2	6140f1c4ead758f1b72bbe2f	6269053ac9ca43d823c77778	626a9f26110ba186be85b594	2022-04-28-16-05	2022-04-28-16-07	2
s.efadb630-bcda-4ecf-b8cf-dc063b35db51.txt	2	1		Portugal	Portugal	2	5	5	5	2		4	2	1	2	1	2	2	2	2	2	2	2	2	1	1	1	2	2	2	2	2	1	1	1	1	1	1	3	1	1	1	1	3	1	3	1	3	3	1	1	1	1	1	1	1	1	5fa30373f0aa8159dd2e5c14	6269053ac9ca43d823c77778	626a98d516b88ffb6ab98df1	2022-04-28-15-38	2022-04-28-15-40	2
s.737507e4-0063-49ef-af39-4d623261c3a1.txt	2	1		Portugal	Portugal	3	3	3	3	2		4	3	3	3	3	3	3	3	2	3	3	3	3	1	3	1	3	3	2	3	3	3	2	3	2	2	3	3	3	3	3	1	3	3	3	3	3	3	2	3	2	1	1	1	1	2	6014314ae378481403f01e86	6269053ac9ca43d823c77778	626a97335b072eb3e49e2144	2022-04-28-15-31	2022-04-28-15-34	3
s.c00abbd2-6fa0-4b17-a32a-ba75af953c95.txt	2	2					4	2	1	2		4	3	1	3	3	3	3	3	3	3	3	3	3	1	2	1	3	2	3	3	3	3	3	3	3	2	3	3	3	2	3	3	3	1	3	3	3	3	3	3	3	1	1	1	1	1	5f6ce3aa36f6181177e93f0f	6269053ac9ca43d823c77778	626a98dd37c365ec2df86fd8	2022-04-28-15-43	2022-04-28-15-45	2
s.9258bcc2-46ea-42e9-9c35-5abffabe814b.txt	2	2		Portugal	Portugal	2	5	3	3	2		2	3	1	3	2	2	3	3	2	3	3	1	3	2	1	1	3	3	2	3	2	1	1	3	1	1	1	2	1	1	1	2	3	2	2	3	1	3	1	1	1	1	1	1	1	1	60c939c438c389b49847c08b	6269053ac9ca43d823c77778	626a9586eae53343a37bc544	2022-04-28-15-25	2022-04-28-15-27	2
s.b5ceae68-92a9-430c-aa13-ed63cdeb0fc2.txt	2	1		Italy	Italy	2	2	1	3	2		4	3	3	3	2	3	3	3	3	3	3	3	3	1	3	3	3	2	3	3	3	1	2	3	2	1	3	2	1	3	1	3	3	2	1	2	3	3	1	2	1	1	1	1	1	2	5f0471a92ec97b6d1aec7739	6269053ac9ca43d823c77778	626a97919cd552c122559e9d	2022-04-28-15-33	2022-04-28-15-36	3
s.be48ea87-a185-4085-a77e-04fcd797a91d.txt	2	1		Portugal	Portugal	3	4	3	4	2		2	3	1	3	3	3	3	3	3	3	3	1	3	1	1	1	3	1	3	3	3	1	2	3	1	1	1	3	1	1	3	2	3	1	1	3	1	3	1	1	1	1	1	1	1	2	612ccc537fd00ae8b3e8b95f	6269053ac9ca43d823c77778	626a9dee5bd92619fb7e6335	2022-04-28-16-00	2022-04-28-16-02	2
s.c177b1b5-b42c-4ea9-a026-9455f086037f.txt	3	2		Portugal	Portugal	4	5	3	4	3		2	3	1	2	1	2	3	3	2	2	2	1	3	1	3	3	3	1	1	3	3	1	1	3	1	1	1	3	1	1	1	3	3	1	3	1	1	3	1	1	1	1	1	1	1	1	5ee770b5b5e6b1034a5197e2	6269053ac9ca43d823c77778	626a9736c8fe7a1d3b331c79	2022-04-28-15-31	2022-04-28-15-35	4
s.b4f62760-7461-42ae-bcd0-4f2ec4b777bc.txt	2	1		Portugal	Portugal	2	4	2	3	2		2	3	1	3	1	2	2	3	3	3	3	1	3	2	3	2	3	3	3	3	3	1	3	3	2	1	3	1	1	3	2	3	3	3	3	3	3	3	2	3	1	1	1	1	2	2	60c343fb9be50f660ec54b6e	6269053ac9ca43d823c77778	626a975e9f3ff4ccdd0748e0	2022-04-28-15-32	2022-04-28-15-35	3
s.8c63906d-4211-4903-9250-1130572dc38f.txt	2	3		Portugal	Portugal	3	5	3	2	2		4	2	1	3	1	2	1	3	2	3	2	3	3	1	1	1	3	2	1	3	3	1	1	3	1	1	1	3	1	1	1	3	3	1	3	3	1	3	1	1	1	1	1	1	2	2	5e939cd2bae84a6e6e0d9b1a	6269053ac9ca43d823c77778	626a98ceb09b0f97667ba91b	2022-04-28-15-38	2022-04-28-15-40	2
s.d26d53dd-cd6b-41a2-94e9-04b24f55f02b.txt	2	1		Portugal	Portugal	3	4	4	4	2		4	3	1	3	1	1	2	2	1	2	1	1	1	1	1	1	3	1	1	3	3	1	1	1	1	1	1	1	1	1	1	3	3	1	3	1	2	3	1	1	1	1	1	1	1	2	60142d5718e5943b09fd9298	6269053ac9ca43d823c77778	626a941b9df5e6a74faa4f72	2022-04-28-15-18	2022-04-28-15-22	4
s.0d6595c2-96f6-4d38-80f2-26c7373c5913.txt	2	2		Portugal	Portugal	3	3	1	1	2		2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	3	3	3	3	3	1	1	3	1	1	3	3	1	1	2	3	3	1	1	3	3	3	1	1	1	1	2	2	2	2	60fdfea91c30771b19d63e00	6269053ac9ca43d823c77778	626a95d3f7384f6677b9f5ec	2022-04-28-15-25	2022-04-28-15-27	2
s.70e441fc-7ddf-4836-af31-66b900e6ce75.txt	2	1		Portugal	Portugal	2	4	3	4	2		2	3	1	3	1	3	3	3	3	3	1	1	3	1	1	1	3	1	3	3	3	1	1	3	3	1	1	1	1	1	1	3	3	1	3	3	3	3	1	1	1	1	1	1	1	1	5ed6d66c4ddb96153b704550	6269053ac9ca43d823c77778	626a963b12790e1d1c3f8cde	2022-04-28-15-27	2022-04-28-15-29	2
s.0822f880-bf97-4d2d-9e0f-133c170ca3a0.txt	3	2		Portugal	Portugal	3	5	2	4	2		3	3	1	3	1	2	3	3	3	3	3	2	3	1	3	1	3	3	2	2	3	1	3	3	1	1	3	3	1	3	3	3	3	1	3	3	3	3	2	2	1	1	1	1	1	1	5e4841b1d135942e602a1bd8	6269053ac9ca43d823c77778	626a95b68464f601c948e02e	2022-04-28-15-26	2022-04-28-15-28	2
s.5b598f4f-e746-46c4-97fe-aa78df58feb3.txt	2	2		Portugal	Portugal	3	4	3	2	2		2	3	1	3	3	3	3	3	3	3	3	1	3	1	3	1	3	1	3	3	3	1	2	3	1	1	2	3	1	3	2	3	3	1	3	1	2	3	1	1	1	1	1	1	1	2	60b553fb5705a4355358afaf	6269053ac9ca43d823c77778	626a9759fa579ce7e5adbdd9	2022-04-28-15-33	2022-04-28-15-36	3
s.e2131fbe-2999-4a7a-947e-0abfc7474475.txt	4	1		Italy	Italy	3	4	2	2	4		1	3	1	3	1	3	3	3	3	3	1	1	1	1	3	1	3	1	3	3	3	1	1	3	1	1	1	1	1	1	1	1	2	1	2	3	1	3	1	1	1	1	1	1	2	2	60e4dde24ae3ef466418b19f	6269053ac9ca43d823c77778	626a9744ab431dc072e89f49	2022-04-28-15-33	2022-04-28-15-35	2
s.8fb9a9a4-e076-48e9-90ce-dc3b890bee59.txt	2	1		Portugal	Portugal	2	4	3	4	4		2	3	1	3	2	3	1	3	3	3	3	3	3	1	1	3	3	3	3	3	3	1	1	2	2	1	1	1	1	1	1	1	3	1	2	1	1	3	1	1	1	1	1	1	1	2	612baf782021c0c7f677ece6	6269053ac9ca43d823c77778	626a98bb3f97ac3574e90a37	2022-04-28-15-38	2022-04-28-15-41	3
s.f208e6df-d234-40a7-a3ac-07f66855badc.txt	2	1		Portugal	Lisboa	1	4	4	4	2		3	3	1	3	1	3	3	3	2	3	3	2	3	1	2	1	3	3	3	3	3	1	1	2	1	1	1	1	1	1	1	1	3	1	2	1	1	3	1	1	1	1	1	1	2	2	60e504dc5f86f5b0e2eb6d17	6269053ac9ca43d823c77778	626a9f1d40bb1230329150bc	2022-04-28-16-05	2022-04-28-16-07	2
s.d1cc3a83-a1a4-4ad9-bcd9-d869680aa47f.txt	2	1				3	3	4	3	2		2	3	1	3	3	2	3	3	3	3	3	2	3	3	3	1	3	3	2	3	3	1	1	1	1	1	1	3	1	1	3	3	3	1	3	1	1	3	1	1	1	2	1	2	2	2	60ca883c03ff81263967f06a	6269053ac9ca43d823c77778	626a958310ce1cabe9e7327b	2022-04-28-15-24	2022-04-28-15-26	2
s.ed9483f7-9908-4558-8af9-c5a877f41fd9.txt	3	2		Portugal	Portugal	4	4	1	1	2		2	3	2	3	2	3	3	3	2	1	1	2	3	3	3	3	3	3	1	3	3	1	3	3	1	1	1	1	1	1	1	3	3	1	3	3	1	3	1	1	3	1	2	2	2	2	60f5a332d13bb868d7724c52	6269053ac9ca43d823c77778	626a98af9245be65b35aec9a	2022-04-28-15-39	2022-04-28-15-41	2
s.56d7c993-bf3c-48d9-b9bd-9041dfeade0d.txt	2	2		Portugal	Aveiro	3	5	5	3	2		2	3	1	2	1	3	3	3	1	2	3	1	1	1	2	1	2	1	1	2	3	1	1	1	1	1	1	2	1	1	1	1	1	1	2	3	1	2	1	2	1	1	1	1	1	1	60940b7855b3a885f925856b	6269053ac9ca43d823c77778	626a9f16f3918e2be9575932	2022-04-28-16-09	2022-04-28-16-12	3
s.00c12c3b-d2c4-4139-b6e5-14a1ebe55474.txt	3	2		Italy	Italy	3	5	4	5	4		3	1	1	3	1	1	3	3	3	3	1	1	3	1	3	1	1	1	1	3	3	1	1	1	1	1	1	1	1	1	1	3	3	1	3	1	3	3	1	1	2	1	1	1	1	1	59b636b3180e830001575d2a	6269053ac9ca43d823c77778	626a9f153f601a149d84bd1a	2022-04-28-16-05	2022-04-28-16-09	4
s.881a75f2-46bc-41b1-a15d-7d67cc540346.txt	2	1		Italian	Italy	4	4	4	4	2		2	2	1	2	2	1	3	3	2	1	2	2	2	1	1	1	1	1	3	3	2	1	1	3	1	1	1	1	1	1	1	1	3	1	1	1	2	3	1	1	3	1	1	1	1	2	61659533967b8397c8868ccb	6269053ac9ca43d823c77778	626a9f28299b9c7308ec09c5	2022-04-28-16-05	2022-04-28-16-08	3
s.1dc631b8-8c0b-45d4-b98a-05e768d7a8d3.txt	2	2		Portugal	Portugal	3	4	3	4	2		2	3	1	2	1	1	3	3	2	3	3	2	1	1	2	1	2	2	2	2	2	2	2	2	2	1	2	2	1	2	1	2	2	1	1	1	2	2	1	1	2	2	2	2	2	1	616891e25a026e1f7262116c	6269053ac9ca43d823c77778	626a9743ec8c3a8f47f6269b	2022-04-28-15-31	2022-04-28-15-33	2
s.71af6620-8d5e-44db-a778-e90c5b51d9ba.txt	2	1		Italy	Italy	2	5	4	4	2		4	3	1	3	1	3	1	3	1	3	3	3	3	1	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	2	2	2	2	1	1	1	1	1	1	5fd7e85fcfda8b0e8dd96807	6269053ac9ca43d823c77778	626a9f1d2ed36805596c11f0	2022-04-28-16-05	2022-04-28-16-07	2
s.7fb627cd-6c29-4b73-bb1b-df65212a7d65.txt	3	1		Portugal	Portugal	4	4	4	4	6	tidal	3	3	1	3	2	3	3	3	3	3	2	2	3	1	3	3	3	3	3	3	3	1	1	3	1	1	1	3	1	3	1	3	3	1	3	3	3	3	1	1	1	1	1	1	2	2	612364605c7b6d1e7ba7b4f3	6269053ac9ca43d823c77778	626a961d776494ff963331a8	2022-04-28-15-27	2022-04-28-15-29	2
s.11a74e7f-25d7-427e-bc5b-079b9d38292d.txt	2	2		Italy	Italy	2	5	4	4	2		2	3	1	3	3	3	1	3	3	3	3	3	3	1	3	1	3	3	3	3	3	1	3	3	1	1	3	3	1	1	1	3	3	1	3	3	3	3	1	3	1	1	1	1	2	2	5fea245fcb429d1d08f7d1e0	6269053ac9ca43d823c77778	626a95eb6473d34bb336a3ea	2022-04-28-15-28	2022-04-28-15-34	6
s.87fdce72-e3f5-49aa-96df-a24902b7ead0.txt	2	2				3	5	4	4	4		2	2	1	3	1	1	3	3	1	3	1	1	2	1	3	1	2	3	1	3	2	1	1	2	1	1	1	2	1	2	1	1	3	1	3	2	1	3	1	1	1	1	1	1	1	1	60705c85858fb8154a1515ed	6269053ac9ca43d823c77778	626a95eaec8c3a8f47f62683	2022-04-28-15-27	2022-04-28-15-30	3
s.6810e8fb-62b7-49ba-8136-7a49a2501fc8.txt	2	1		Italy	Italy	2	4	4	3	2		2	3	1	1	1	2	3	3	1	3	1	2	1	1	3	2	2	1	2	3	2	2	1	1	1	1	1	3	1	1	3	1	2	1	1	2	2	3	1	2	1	1	1	1	2	2	5ce3d1511749aa001a72b43d	6269053ac9ca43d823c77778	626a95a9a85f7f6234906e5c	2022-04-28-15-25	2022-04-28-15-27	2
s.a136fcb4-c383-41f7-858f-54fb73624656.txt	2	1		Portugal	Portugal	3	4	2	2	2		3	2	1	2	2	3	1	3	3	3	1	1	3	1	1	3	3	1	1	3	3	1	3	1	1	1	1	1	1	1	1	1	3	1	1	1	1	3	1	1	1	1	1	1	1	2	601aef52b054bd40809f8c5d	6269053ac9ca43d823c77778	626a98dcc9eed118884d55d2	2022-04-28-15-41	2022-04-28-15-42	1
s.98df8ee7-11a8-4878-8a23-75269807fa79.txt	2	1		Portugal	Portugal	4	4	4	3	2		1	3	1	3	3	2	3	3	3	3	3	3	3	1	3	1	3	3	3	3	3	3	3	1	3	1	3	3	1	3	3	3	3	3	3	3	3	3	3	3	2	2	1	2	2	2	60d7630e217eb4f4cb968a21	6269053ac9ca43d823c77778	626a98cf3cc399ed05fd2178	2022-04-28-15-38	2022-04-28-15-41	3
s.59b53aaf-4d77-4a04-aa0e-154464fcfd2d.txt	2	2		Italy	Italy	2	2	4	4	4		3	3	3	2	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	1	1	3	1	1	1	1	2	3	1	2	3	3	3	3	3	3	1	3	1	1	1	1	2	2	5f95967b97a3ae074be7485a	6269053ac9ca43d823c77778	626a946e7b993b227446093c	2022-04-28-15-20	2022-04-28-15-23	3
s.15c4696e-cf2f-41f9-b70c-5d234a7ae91d.txt	2	2		Italy	Italy	2	5	3	4	4		3	3	1	2	2	2	3	3	3	2	3	2	3	1	3	1	3	3	3	3	3	1	1	1	1	1	1	3	1	3	1	3	2	1	3	2	2	3	1	2	3	2	2	1	2	2	60e0242684e7e904f9a0f9bb	6269053ac9ca43d823c77778	626a98b86b38c46b3fa4de12	2022-04-28-15-38	2022-04-28-15-41	3
